sample_name	sample_accession
933.T.1.1.H.E.4	ERS1571509
933.T.2.1.S.E.5	ERS1571550
933.T.2.1.S.E.4	ERS1571549
933.W.1.2.H.E.5	ERS1571640
933.W.1.3.S.E.1	ERS1571651
933.W.1.2.H.E.1	ERS1571636
933.N.1.3.S.E.2	ERS1571418
933.W.1.2.H.E.3	ERS1571638
933.W.1.2.H.E.2	ERS1571637
933.N.1.3.S.E.1	ERS1571417
933.N.2.1.S.E.4	ERS1571430
933.N.2.1.S.E.3	ERS1571429
933.N.2.1.S.E.2	ERS1571428
933.N.2.1.S.E.1	ERS1571427
933.W.2.1.S.E.2	ERS1571662
933.W.2.1.S.E.3	ERS1571663
933.W.2.1.S.E.1	ERS1571661
933.T.2.1.S.E.3	ERS1571548
933.W.2.1.S.E.4	ERS1571664
933.W.2.1.S.E.5	ERS1571665
933.W.2.3.H.E.3	ERS1571678
933.W.2.3.H.E.2	ERS1571677
933.W.2.3.H.E.1	ERS1571676
933.T.2.1.S.E.2	ERS1571547
933.W.2.3.H.E.4	ERS1571679
933.W.1.3.S.E.3	ERS1571653
933.W.1.3.S.E.2	ERS1571652
933.N.3.2.H.E.2	ERS1571468
933.N.3.2.H.E.3	ERS1571469
933.N.3.2.H.E.1	ERS1571467
933.N.3.2.H.E.5	ERS1571471
933.N.1.3.H.E.5	ERS1571416
933.N.3.1.S.E.4	ERS1571465
933.N.3.1.S.E.5	ERS1571466
933.N.3.1.S.E.2	ERS1571463
933.N.3.1.S.E.3	ERS1571464
933.N.3.1.S.E.1	ERS1571462
933.T.1.3.H.E.4	ERS1571529
933.W.1.3.S.E.4	ERS1571654
933.N.3.3.S.E.5	ERS1571486
933.N.2.2.H.E.1	ERS1571432
933.T.3.2.H.E.3	ERS1571598
933.N.3.3.S.E.1	ERS1571482
933.N.2.2.H.E.5	ERS1571436
933.N.2.2.H.E.4	ERS1571435
933.T.3.3.S.E.4	ERS1571624
933.T.3.3.S.E.5	ERS1571625
933.T.3.3.S.E.2	ERS1571622
933.T.3.3.S.E.3	ERS1571623
933.T.3.3.S.E.1	ERS1571621
933.W.3.2.S.E.4	ERS1571704
933.W.1.3.H.E.1	ERS1571646
933.W.1.3.H.E.2	ERS1571647
933.W.1.3.H.E.3	ERS1571648
933.W.1.3.H.E.4	ERS1571649
933.N.1.3.H.E.3	ERS1571414
933.W.3.2.S.E.2	ERS1571702
933.W.3.2.S.E.3	ERS1571703
933.W.2.1.H.E.1	ERS1571656
933.W.2.1.H.E.3	ERS1571658
933.N.1.3.H.E.2	ERS1571413
933.W.2.1.H.E.5	ERS1571660
933.W.2.2.H.E.3	ERS1571668
933.N.1.2.H.E.5	ERS1571406
933.W.2.2.H.E.1	ERS1571666
933.Phylospora.comosa.2.2	ERS1571493
933.N.1.2.H.E.3	ERS1571404
933.W.1.1.H.E.4	ERS1571629
933.N.3.1.H.E.5	ERS1571461
933.N.3.1.H.E.4	ERS1571460
933.W.3.2.H.E.5	ERS1571700
933.T.3.2.H.P.2	ERS1571602
933.W.3.2.H.E.2	ERS1571697
933.W.3.2.H.E.1	ERS1571696
933.N.3.1.H.E.2	ERS1571458
933.T.1.2.S.E.1	ERS1571521
933.T.1.2.H.E.2	ERS1571517
933.N.1.2.S.E.2	ERS1571408
933.W.1.1.S.E.3	ERS1571633
933.W.1.1.S.E.2	ERS1571632
933.W.1.1.S.E.5	ERS1571635
933.W.1.1.S.E.4	ERS1571634
933.N.1.2.S.E.5	ERS1571411
933.N.1.2.S.E.4	ERS1571410
933.W.3.1.H.E.1	ERS1571686
933.T.2.1.H.P.5	ERS1571545
933.N.3.2.S.E.2	ERS1571473
933.T.2.1.H.P.3	ERS1571543
933.T.2.1.H.P.2	ERS1571542
933.T.2.1.H.P.1	ERS1571541
933.W.3.2.S.E.5	ERS1571705
933.Phylospora.comosa.2.5	ERS1571496
933.N.3.2.S.E.5	ERS1571476
933.Phylospora.comosa.2.1	ERS1571492
933.Phylospora.comosa.2.3	ERS1571494
933.N.3.2.S.E.4	ERS1571475
933.Lb226	ERS1571382
933.T.3.1.S.E.4	ERS1571594
933.T.3.1.S.E.5	ERS1571595
933.N.1.3.H.E.1	ERS1571412
933.T.3.1.S.E.1	ERS1571591
933.T.3.1.S.E.2	ERS1571592
933.T.3.1.S.E.3	ERS1571593
933.W.3.1.H.E.4	ERS1571689
933.N.1.3.S.E.4	ERS1571420
933.N.2.2.H.E.3	ERS1571434
933.N.1.3.S.E.3	ERS1571419
933.T.1.3.S.E.4	ERS1571534
933.N.3.3.S.E.2	ERS1571483
933.T.2.3.H.E.3	ERS1571568
933.T.2.2.H.E.1	ERS1571551
933.T.2.2.H.E.3	ERS1571553
933.T.2.2.H.E.2	ERS1571552
933.T.2.2.H.E.5	ERS1571555
933.W.2.2.H.E.4	ERS1571669
933.W.3.2.S.E.1	ERS1571701
933.W.3.1.H.E.5	ERS1571690
933.W.2.1.H.E.2	ERS1571657
933.T.1.1.H.E.2	ERS1571507
933.N.2.2.H.E.2	ERS1571433
933.W.2.2.H.E.2	ERS1571667
933.N.3.3.S.E.3	ERS1571484
933.W.2.1.H.E.4	ERS1571659
933.N.1.2.H.E.1	ERS1571402
933.BuN	ERS1571380
933.BuJ	ERS1571379
933.BuI	ERS1571378
933.BbM	ERS1571374
933.BuG	ERS1571377
933.T.1.1.S.E.4	ERS1571514
933.T.1.1.S.E.5	ERS1571515
933.T.1.1.S.E.2	ERS1571512
933.T.1.1.S.E.3	ERS1571513
933.T.2.2.S.E.2	ERS1571562
933.T.2.2.S.E.3	ERS1571563
933.W.1.3.S.E.5	ERS1571655
933.T.2.2.S.E.1	ERS1571561
933.T.2.1.S.E.1	ERS1571546
933.T.2.3.H.P.3	ERS1571573
933.T.2.2.S.E.4	ERS1571564
933.T.2.2.S.E.5	ERS1571565
933.T.3.3.H.P.4	ERS1571619
933.T.3.3.H.P.5	ERS1571620
933.T.1.2.S.E.5	ERS1571525
933.T.3.3.H.P.1	ERS1571616
933.T.3.3.H.P.2	ERS1571617
933.T.3.3.H.P.3	ERS1571618
933.W.2.3.S.E.1	ERS1571681
933.W.2.3.S.E.2	ERS1571682
933.W.2.3.S.E.3	ERS1571683
933.W.2.3.S.E.4	ERS1571684
933.W.2.3.S.E.5	ERS1571685
933.Phylospora.comosa.1.3	ERS1571489
933.N.3.2.S.E.1	ERS1571472
933.N.3.3.H.E.5	ERS1571481
933.N.3.3.H.E.4	ERS1571480
933.N.3.3.H.E.3	ERS1571479
933.N.3.3.H.E.2	ERS1571478
933.N.3.3.H.E.1	ERS1571477
933.N.1.2.H.E.2	ERS1571403
933.W.2.2.S.E.5	ERS1571675
933.W.2.2.S.E.4	ERS1571674
933.Phylospora.comosa.1.1	ERS1571487
933.W.2.2.S.E.1	ERS1571671
933.N.1.3.S.E.5	ERS1571421
933.W.2.2.S.E.3	ERS1571673
933.W.2.2.S.E.2	ERS1571672
933.Phylospora.comosa.1.4	ERS1571490
933.Phylospora.comosa.3.1	ERS1571497
933.Phylospora.comosa.3.2	ERS1571498
933.Phylospora.comosa.3.3	ERS1571499
933.Phylospora.comosa.3.4	ERS1571500
933.Phylospora.comosa.3.5	ERS1571501
933.T.2.2.H.E.4	ERS1571554
933.T.3.3.H.E.5	ERS1571615
933.T.3.2.H.P.1	ERS1571601
933.N.2.3.H.E.4	ERS1571445
933.N.2.3.H.E.5	ERS1571446
933.T.3.3.H.E.1	ERS1571611
933.N.2.3.H.E.3	ERS1571444
933.T.1.3.H.E.1	ERS1571526
933.T.3.3.H.E.2	ERS1571612
933.N.2.3.H.E.2	ERS1571443
933.T.3.1.H.P.4	ERS1571589
933.Phylospora.comosa.1.5	ERS1571491
933.T.3.1.H.P.2	ERS1571587
933.T.3.2.H.P.3	ERS1571603
933.T.3.1.H.P.1	ERS1571586
933.N.1.1.H.E.4	ERS1571395
933.T.3.3.H.E.3	ERS1571613
933.T.1.3.S.E.5	ERS1571535
