sample_name	sample_accession
1711.KAJ1.1	ERS1563175
1711.KAJ1.2	ERS1563176
1711.KFM4.3	ERS1563238
1711.KFM4.2	ERS1563237
1711.KFM8.2	ERS1563249
1711.KFM8.3	ERS1563250
1711.KFM1.2	ERS1563228
1711.KFM5.2	ERS1563240
1711.KFM5.3	ERS1563241
1711.KFM6.3	ERS1563244
1711.KAM9.3	ERS1563226
1711.KFM6.1	ERS1563242
1711.KFM1.3	ERS1563229
1711.KAM9.2	ERS1563225
1711.KFM7.2	ERS1563246
1711.KFM7.3	ERS1563247
1711.KFM7.1	ERS1563245
1711.KAM4.3	ERS1563213
1711.KAM6.2	ERS1563218
1711.KAM6.3	ERS1563219
1711.KAJ9.3	ERS1563201
1711.KFM2.1	ERS1563230
1711.KAJ9.1	ERS1563199
1711.KAM7.1	ERS1563220
1711.KFM3.2	ERS1563234
1711.KAM2.1	ERS1563205
1711.KAM2.2	ERS1563206
1711.KAM2.3	ERS1563207
1711.KAM1.3	ERS1563204
1711.KAM1.2	ERS1563203
1711.KAM1.1	ERS1563202
1711.KAM8.1	ERS1563222
1711.KAM8.3	ERS1563223
1711.KAM3.2	ERS1563209
1711.KFM9.2	ERS1563251
1711.KFM9.3	ERS1563252
1711.KFM8.1	ERS1563248
1711.KAM5.1	ERS1563214
1711.KFM6.2	ERS1563243
1711.KAM4.2	ERS1563212
1711.KAJ7.1	ERS1563193
1711.KAJ7.2	ERS1563194
1711.KAJ7.3	ERS1563195
1711.KAJ6.1	ERS1563190
1711.KAJ3.1	ERS1563181
1711.KAJ3.2	ERS1563182
1711.KAJ3.3	ERS1563183
1711.KFM2.3	ERS1563232
1711.KFM3.1	ERS1563233
1711.KFM2.2	ERS1563231
1711.KAJ5.2	ERS1563188
1711.KAJ5.3	ERS1563189
1711.KAM9.1	ERS1563224
1711.KAJ5.1	ERS1563187
1711.KAJ4.3	ERS1563186
1711.KAJ4.2	ERS1563185
1711.KAJ4.1	ERS1563184
1711.KAM5.3	ERS1563216
1711.KAM4.1	ERS1563211
1711.KAM5.2	ERS1563215
1711.KAJ8.3	ERS1563198
1711.KAJ8.2	ERS1563197
1711.KAJ8.1	ERS1563196
1711.KAJ6.3	ERS1563192
1711.KFM5.1	ERS1563239
1711.KAM6.1	ERS1563217
1711.KAM3.1	ERS1563208
1711.KFM3.3	ERS1563235
1711.KAM3.3	ERS1563210
1711.KAJ6.2	ERS1563191
1711.KAJ9.2	ERS1563200
1711.KFM4.1	ERS1563236
1711.KAJ1.3	ERS1563177
1711.KAM7.3	ERS1563221
1711.KAJ2.1	ERS1563178
1711.KFM1.1	ERS1563227
1711.KAJ2.3	ERS1563180
1711.KAJ2.2	ERS1563179
