sample_name	sample_accession
1481.PO1.3.T8	ERS1246946
1481.PO1.3.T0	ERS1246945
1481.PO1.2.T8	ERS1246944
1481.PO1.1.T8	ERS1246936
1481.PO1.1.T0	ERS1246935
1481.PO4.6.T0	None
1481.PO1.9.T0	None
1481.PO1.9.T8	None
1481.PO1.5.T0	ERS1246947
1481.PO1.5.T8	ERS1246948
1481.PO1.11.T8	ERS1246938
1481.PO1.15.T0	ERS1246939
1481.PO1.15.T8	ERS1246940
1481.PO1.17.T0	ERS1246941
1481.PO1.17.T8	ERS1246942
1481.PO2.1.T0	ERS1246949
1481.PO2.1.T8	ERS1246950
1481.PO2.3.T0	ERS1246951
1481.PO2.3.T4	ERS1246952
1481.PO2.4.T0	ERS1246953
1481.PO2.4.T8	ERS1246954
1481.PO2.5.T0	ERS1246955
1481.PO2.5.T4	ERS1246956
1481.PO3.2.T0	ERS1246957
1481.PO3.2.T8	ERS1246958
1481.PO3.3.T0	ERS1246959
1481.PO3.3.T8	ERS1246960
1481.PO4.3.T0	ERS1246961
1481.PO4.3.T4	ERS1246962
1481.PO4.4.T0	ERS1246963
1481.PO4.4.T8	ERS1246964
1481.PO4.6.T8	ERS1246965
1481.PO4.7.T0	ERS1246966
1481.PO4.7.T8	ERS1246967
1481.PO4.8.T0	ERS1246968
1481.PO4.8.T8	ERS1246969
1481.PO4.9.T0	ERS1246970
1481.PO4.9.T8	ERS1246971
1481.PO5.2.T0	ERS1246974
1481.PO5.2.T8	ERS1246975
1481.PO5.3.T0	ERS1246976
1481.PO5.3.T8	ERS1246977
1481.PO5.5.T0	ERS1246978
1481.PO5.5.T8	ERS1246979
1481.PO5.8.T0	ERS1246980
1481.PO5.8.T4	ERS1246981
1481.PO5.10.T0	ERS1246972
1481.PO5.10.T4	ERS1246973
1481.PO6.1.T0	ERS1246982
1481.PO6.1.T8	ERS1246983
1481.PO6.2.T0	ERS1246984
1481.PO6.2.T8	ERS1246985
1481.PO6.3.T0	ERS1246986
1481.PO6.3.T8	ERS1246987
1481.PO6.4.T4	ERS1246989
1481.PO6.5.T0	ERS1246990
1481.PO6.5.T8	ERS1246991
1481.PO7.2.T0	ERS1246992
1481.PO7.2.T8	ERS1246993
1481.NA.01.T8	ERS1246902
1481.NA.02.T0	ERS1246903
1481.NA.02.T8	ERS1246904
1481.NA.04.T0	ERS1246905
1481.NA.04.T8	ERS1246906
1481.NA.06.T0	ERS1246907
1481.NA.06.T8	ERS1246908
1481.NA.07.T4	ERS1246909
1481.NA.07.T8	ERS1246910
1481.NA.10.T0	ERS1246911
1481.NA.10.T8	ERS1246912
1481.NA.12.T0	ERS1246913
1481.NA.12.T8	ERS1246914
1481.NA.13.T4	ERS1246915
1481.NA.13.T8	ERS1246916
1481.NA.14.T0	ERS1246917
1481.NA.14.T8	ERS1246918
1481.NA.15.T0	ERS1246919
1481.NA.15.T8	ERS1246920
1481.NA.16.T0	ERS1246921
1481.NA.16.T8	ERS1246922
1481.NA.17.T0	ERS1246923
1481.NA.17.T8	ERS1246924
1481.NA.18.T0	ERS1246925
1481.NA.18.T4	ERS1246926
1481.NA.20.T0	ERS1246927
1481.NA.20.T8	ERS1246928
1481.NA.21.T0	ERS1246929
1481.NA.21.T8	ERS1246930
1481.NA.23.T0	ERS1246931
1481.NA.24.T0	ERS1246933
1481.NA.24.T8	ERS1246934
1481.PO6.4.T0	ERS1246988
1481.NA.23.T8	ERS1246932
1481.NA.01.T0	ERS1246901
1481.PO1.2.T0	ERS1246943
1481.PO1.11.T0	ERS1246937
