sample_name	sample_accession
713.TL10.54	ERS1242483
713.TL11.22	ERS1242490
713.LS09.1	ERS1242453
713.LS09.10	ERS1242454
713.LS09.2	ERS1242455
713.LS09.4	ERS1242456
713.LS09.5	ERS1242457
713.LS09.6	ERS1242458
713.LS09.7	ERS1242459
713.LS09.8	ERS1242460
713.LS09.9	ERS1242461
713.LS10.22	ERS1242462
713.LS10.23	ERS1242463
713.LS10.24	ERS1242464
713.LS10.26	ERS1242465
713.LS10.28	ERS1242466
713.LS10.29	ERS1242467
713.LS10.30	ERS1242468
713.LS10.32	ERS1242469
713.LS10.33	ERS1242470
713.LS10.37	ERS1242471
713.LS10.38	ERS1242472
713.TL10.14	ERS1242473
713.TL10.30	ERS1242474
713.TL10.42	ERS1242475
713.TL10.44	ERS1242476
713.TL10.46	ERS1242477
713.TL10.48	ERS1242478
713.TL10.50	ERS1242479
713.TL10.51	ERS1242480
713.TL10.52	ERS1242481
713.TL10.53	ERS1242482
713.TL11.101	ERS1242484
713.TL11.17	ERS1242485
713.TL11.18	ERS1242486
713.TL11.19	ERS1242487
713.TL11.20	ERS1242488
713.TL11.21	ERS1242489
713.TL11.38	ERS1242491
713.TL11.39	ERS1242492
713.TL11.40	ERS1242493
713.TL11.41	ERS1242494
713.TL11.42	ERS1242495
713.TL11.81	ERS1242496
713.TL11.82	ERS1242497
713.TL11.83	ERS1242498
713.TL11.84	ERS1242499
713.TL11.85	ERS1242500
713.TL11.95	ERS1242501
713.TL11.97	ERS1242502
713.TL11.99	ERS1242503
