sample_name	sample_accession
1579.WF.1.15	ERS1296592
1579.WF.3.0	ERS1296597
1579.G.1.15	ERS1296521
1579.J.4.15	ERS1296562
1579.MW.3.15	ERS1296587
1579.D.4.0	ERS1296505
1579.M.4.30	ERS1296574
1579.MW.4.30	ERS1296590
1579.MW.1.30	ERS1296583
1579.D.1.30	ERS1296500
1579.I.3.15	ERS1296547
1579.F.1.0	ERS1296514
1579.H.3.30	ERS1296537
1579.WF.4.0	ERS1296600
1579.MF.1.15	ERS1296576
1579.WM.2.15	ERS1296611
1579.J.2.15	ERS1296556
1579.MW.2.15	ERS1296585
1579.J.1.30	ERS1296554
1579.C.4.30	ERS1296497
1579.WF.2.0	ERS1296594
1579.H.2.0	ERS1296532
1579.WF.4.ORG	ERS1296603
1579.I.1.15	ERS1296541
1579.F.4.0	ERS1296517
1579.H.3.15	ERS1296536
1579.WF.3.15	ERS1296598
1579.M.2.15	ERS1296567
1579.M.2.30	ERS1296568
1579.D.1.0	ERS1296498
1579.MF.2.30	ERS1296579
1579.M.1.15	ERS1296565
1579.G.4.0	ERS1296528
1579.H.2.15	ERS1296533
1579.D.2.30	ERS1296503
1579.WM.1.30	ERS1296610
1579.M.3.30	ERS1296571
1579.E.1.0	ERS1296506
1579.F.3.30	ERS1296516
1579.WF.3.ORG	ERS1296599
1579.J.4.0	ERS1296561
1579.H.4.30	ERS1296539
1579.I.3.0	ERS1296546
1579.WF.5.30	ERS1296606
1579.E.1.30	ERS1296508
1579.G.1.30	ERS1296522
1579.MF.1.30	ERS1296577
1579.MW.1.15	ERS1296582
1579.H.2.30	ERS1296534
1579.I.1.0	ERS1296540
1579.G.2.0	ERS1296523
1579.C.2.0	ERS1296491
1579.I.4.0	ERS1296549
1579.I.2.15	ERS1296544
1579.E.2.15	ERS1296510
1579.C.4.0	ERS1296495
1579.G.1.0	ERS1296520
1579.E.4.0	ERS1296513
1579.WM.4.0	ERS1296615
1579.J.3.30	ERS1296560
1579.C.1.0	ERS1296490
1579.I.1.30	ERS1296542
1579.F.4.15	ERS1296518
1579.D.3.0	ERS1296504
1579.H.1.15	ERS1296531
1579.H.3.0	ERS1296535
1579.C.3.0	ERS1296492
1579.C.4.15	ERS1296496
1579.MF.2.ORG	ERS1296580
1579.H.4.0	ERS1296538
1579.G.3.0	ERS1296525
1579.J.1.15	ERS1296553
1579.H.1.0	ERS1296530
1579.J.2.30	ERS1296557
1579.E.2.30	ERS1296511
1579.G.4.15	ERS1296529
1579.I.2.30	ERS1296545
1579.MF.2.15	ERS1296578
1579.M.1.30	ERS1296566
1579.WM.1.0	ERS1296608
1579.WF.1.ORG	ERS1296593
1579.MW.4.15	ERS1296589
1579.C.3.15	ERS1296493
1579.WF.4.30	ERS1296602
1579.J.2.0	ERS1296555
1579.WM.Cow	ERS1296617
1579.WM.4.30	ERS1296616
1579.M.3.15	ERS1296570
1579.WM.3.30	ERS1296614
1579.WF.2.ORG	ERS1296596
1579.D.2.15	ERS1296502
1579.C.3.30	ERS1296494
1579.MW.3.30	ERS1296588
1579.WF.5.ORG	ERS1296607
1579.E.3.0	ERS1296512
1579.WF.2.15	ERS1296595
1579.G.3.15	ERS1296526
1579.WF.5.15	ERS1296605
1579.WF.1.0	ERS1296591
1579.M.3.0	ERS1296569
1579.I.2.0	ERS1296543
1579.M.1.0	ERS1296564
1579.MW.2.30	ERS1296586
1579.I.4.30	ERS1296551
1579.WF.5.0	ERS1296604
1579.I.3.30	ERS1296548
1579.F.2.0	ERS1296515
1579.J.1.0	ERS1296552
1579.WM.2.30	ERS1296612
1579.D.1.15	ERS1296499
1579.G.2.15	ERS1296524
1579.J.3.0	ERS1296558
1579.MW.2.0	ERS1296584
1579.WF.4.15	ERS1296601
1579.MF.3.0	ERS1296581
1579.M.4.15	ERS1296573
1579.J.4.30	ERS1296563
1579.MF.1.0	ERS1296575
1579.J.3.15	ERS1296559
1579.E.1.15	ERS1296507
1579.D.2.0	ERS1296501
1579.E.2.0	ERS1296509
1579.G.3.30	ERS1296527
1579.WM.3.15	ERS1296613
1579.I.4.15	ERS1296550
1579.M.4.0	ERS1296572
1579.F.4.30	ERS1296519
1579.WM.1.15	ERS1296609
