sample_name	sample_accession
1665.CCS2004.64	ERS1303381
1665.IFAW11.268Gm	ERS1303426
1665.IFAW11.263Ba	ERS1303425
1665.RWB2012AUG16.06	ERS1303486
1665.RWB2012AUG16.05	ERS1303485
1665.AA.BLANK9	ERS1303378
1665.AA.BLANK8	ERS1303377
1665.RWB2011OCT31.01	ERS1303477
1665.CCS2003.121	ERS1303379
1665.CCS2003.196	ERS1303380
1665.flipper.tag.51	ERS1303538
1665.flipper.tag.24	ERS1303516
1665.flipper.tag.23	ERS1303515
1665.JMA2012AUG22.02	ERS1303463
1665.RWB2012DEC18.01	ERS1303505
1665.IFAW11.015La	ERS1303417
1665.RWB2013MAY22.03	ERS1303514
1665.RWB2011NOV01.01	ERS1303466
1665.D08226	ERS1303403
1665.RWB2012AUG16.04	ERS1303484
1665.RWB2012AUG16.07	ERS1303487
1665.JMA2012AUG17.01	ERS1303453
1665.JMA2012AUG17.03	ERS1303454
1665.JMA2012AUG17.04	ERS1303455
1665.JMA2012AUG17.05	ERS1303456
1665.JMA2012AUG18.01	ERS1303457
1665.JMA2012AUG19.01	ERS1303458
1665.JMA2012AUG19.02	ERS1303459
1665.D05724Pp	ERS1303400
1665.D05725Dd	ERS1303401
1665.D08982Dd	ERS1303404
1665.IFAW10.119La	ERS1303408
1665.IFAW10.119La.A.	ERS1303409
1665.IFAW10.113La	ERS1303406
1665.IFAW10.113La.A.	ERS1303407
1665.D06459Pp	ERS1303402
1665.CCS2010.023	ERS1303387
1665.CCS2010.024	ERS1303388
1665.IFAW10.161La.A.	ERS1303410
1665.IFAW10.163La	ERS1303411
1665.IFAW10.163La.A.	ERS1303412
1665.IFAW10.195Hg.A.	ERS1303413
1665.IFAW10.196Pp	ERS1303414
1665.IFAW10.2155c	ERS1303415
1665.IFAW10.218Dd	ERS1303416
1665.D0.0194	ERS1303399
1665.IFAW11.023Dd	ERS1303418
1665.IFAW11.026Dd	ERS1303419
1665.IFAW11.045La	ERS1303420
1665.IFAW11.51La	ERS1303429
1665.IFAW11.132La	ERS1303421
1665.iFAW11.151Dd	ERS1303539
1665.IFAW11.152Dd	ERS1303422
1665.IFAW11.185Ba	ERS1303423
1665.CCS2011.007	ERS1303389
1665.IFAW11.198Tt	ERS1303424
1665.CCS2011.012	ERS1303390
1665.RWB20110CT20.WW.01	ERS1303465
1665.RWB2011OCT20.WW.02	ERS1303473
1665.RWB2011OCT22.WW.01	ERS1303474
1665.RWB2011OCT25.02	ERS1303475
1665.RWB2011OCT25.03	ERS1303476
1665.RWB2011OCT31.02	ERS1303478
1665.RWB2011OCT31.03	ERS1303479
1665.RWB2011OCT31.04	ERS1303480
1665.RWB2011NOV02.01	ERS1303467
1665.RWB2011NOV03.01	ERS1303468
1665.RWB2011NOV04.01	ERS1303469
1665.RWB2011NOV08.01	ERS1303470
1665.RWB2011NOV11.01	ERS1303471
1665.RWB2011NOV12.01	ERS1303472
1665.IFAW11.304Pp	ERS1303427
1665.IFAW11.306Dd	ERS1303428
1665.IFAW12.003Dd	ERS1303430
1665.IFAW12.015Dd	ERS1303431
1665.IFAW12.016Dd	ERS1303432
1665.IFAW12.018Dd.A	ERS1303433
1665.IFAW12.018Dd.B	ERS1303434
1665.IFAW12.027Dd	ERS1303435
