sample_name	sample_accession
910.CuracaoTurf1A	ERS1242683
910.CuracaoTurf1B	ERS1242684
910.CuracaoTurf1C	ERS1242685
910.CuracaoTurf2B	ERS1242687
910.CuracaoTurf2C	ERS1242688
910.CuracaoTurf3C	ERS1242690
910.CuracaoTurf4A	ERS1242691
910.CuracaoTurf4B	ERS1242692
910.CuracaoTurf4C	ERS1242693
910.CuracaoTurf5A	ERS1242694
910.CuracaoTurf5B	ERS1242695
910.CuracaoTurf5C	ERS1242696
910.CuracaoTurf6B	ERS1242697
910.CuracaoTurf7B	ERS1242698
910.CuracaoTurf8B	ERS1242699
910.CuracaoCCA1A	ERS1242665
910.CuracaoCCA1B	ERS1242666
910.CuracaoCCA1C	ERS1242667
910.CuracaoCCA2A	ERS1242668
910.CuracaoCCA2B	ERS1242669
910.CuracaoCCA2C	ERS1242670
910.CuracaoCCA3C	ERS1242671
910.CuracaoCCA4A	ERS1242672
910.CuracaoCCA4C	ERS1242674
910.CuracaoCCA5B	ERS1242675
910.CuracaoCCA5C	ERS1242676
910.CuracaoHypoxia1	ERS1242677
910.CuracaoHypoxia2	ERS1242678
910.CuracaoHypoxia3	ERS1242679
910.CuracaoHypoxia4	ERS1242680
910.CuracaoHypoxia5	ERS1242681
910.CuracaoHypoxia6	ERS1242682
910.PocLT1	ERS1242700
910.PocLT2	ERS1242701
910.PorLT1	ERS1242705
910.PorLT2	ERS1242706
910.PorLT3	ERS1242707
910.AcrLT1	ERS1242657
910.AcrLT2	ERS1242658
910.AcrLT3	ERS1242659
910.AcrLT4	ERS1242660
910.PocTA1	ERS1242702
910.PocTA2	ERS1242703
910.PocTA3	ERS1242704
910.PorTA1	ERS1242708
910.PorTA2	ERS1242709
910.PorTA3	ERS1242710
910.AcrTA1	ERS1242661
910.AcrTA2	ERS1242662
910.AcrTA3	ERS1242663
910.AcrTA4	ERS1242664
910.AcrHS	ERS1242655
910.AcrAB	ERS1242652
910.AcrC48	ERS1242653
910.AcrC6	ERS1242654
910.AcrIFN	ERS1242656
910.CuracaoCCA4B	ERS1242673
910.CuracaoTurf2A	ERS1242686
910.CuracaoTurf3B	ERS1242689
