sample_name	sample_accession
864.6.OTC.addG.addV.2010a.lane2.NoIndex	ERS1359928
864.4.CON.V.G.W.not.pooled.b.lane2.NoIndex	ERS1359897
864.4.C.noG.noV.2010a.lane2.NoIndex	ERS1359895
864.2.CON.addV.addG.noW.1.lane2.NoIndex	ERS1359866
864.3.OTC.noG.addV.2010a.lane2.NoIndex	ERS1359890
864.2.OTC.addG.noV.2010a.lane2.NoIndex	ERS1359873
864.8.OTC.addV.addG.noW.lane2.NoIndex	ERS1359944
864.OTC.V.2.2009a.lane2.NoIndex	ERS1359989
864.OTC.addppt.12.2009b.lane2.NoIndex	ERS1359992
864.2.OTC.noG.addV.2010a.lane2.NoIndex	ERS1359876
864.4.CON.V.addG.noW.not.pooled.a.lane2.NoIndex	ERS1359900
864.4.OTC.noG.addV.2010a.lane2.NoIndex	ERS1359912
864.LSFS1control.lane2.NoIndex	ERS1359967
864.LSFS1.OTC.lane2.NoIndex	ERS1359966
864.7.CON.addV.noG.noW.A.lane2.NoIndex	ERS1359936
864.8.CON.addV.noG.noW.B.lane2.NoIndex	ERS1359943
864.14.CON.addV.noW.Fes.lane2.NoIndex	ERS1359837
864.8.OTC.addV.noG.noW.lane2.NoIndex	ERS1359945
864.13.CON.addV.noW.lane2.NoIndex	ERS1359828
864.5.OTC.addV.addG.noW.lane2.NoIndex	ERS1359918
864.13.CON.addV.noW.Fes.lane2.NoIndex	ERS1359825
864.5.OTC.addV.noG.noW.lane2.NoIndex	ERS1359919
864.2.OTC.addV.noG.noW.lane2.NoIndex	ERS1359875
864.OTC.R.6.2009a.lane2.NoIndex	ERS1359988
864.6.C.noG.addV.2010a.lane2.NoIndex	ERS1359922
864.4.OTC.addV.noG.noW.2.lane2.NoIndex	ERS1359910
864.14.OTC.addV.noG.noW.lane2.NoIndex	ERS1359842
864.2.OTC.addV.addG.noW.lane2.NoIndex	ERS1359874
864.8.CON.addV.addG.noW.B.lane2.NoIndex	ERS1359941
864.13.OTC.addH.noV.2010a.lane2.NoIndex	ERS1359830
864.2.OTC.addG.addV.2010a.lane2.NoIndex	ERS1359872
864.15.CON.addV.noW.lane2.NoIndex	ERS1359852
864.2.CON.addV.addG.noW.A.lane2.NoIndex	ERS1359868
864.4.OTC.addV.addG.noW.1.lane2.NoIndex	ERS1359907
864.6.CON.addV.addG.noW.A.lane2.NoIndex	ERS1359924
864.13.CON.addV.noW.Pot.lane2.NoIndex	ERS1359827
864.12.OTC.addH.noV.2010a.lane2.NoIndex	ERS1359814
864.15.CON.addV.noG.addW.lane2.NoIndex	ERS1359847
864.4.CON.V.G.W.not.pooled.c.lane2.NoIndex	ERS1359898
864.14.CON.addV.noG.addW.lane2.NoIndex	ERS1359835
864.4.CON.V.G.W.pooled.lane2.NoIndex	ERS1359899
864.13.C.noH.addV.2010a.lane2.NoIndex	ERS1359821
864.15.OTC.addV.noG.addW.lane2.NoIndex.r	ERS1359858
864.13.CON.addV.noW.Leg.lane2.NoIndex	ERS1359826
864.4.OTC.addV.noG.noW.3.lane2.NoIndex	ERS1359911
864.7.OTC.addV.noG.noW.lane2.NoIndex	ERS1359939
864.12.OTC.noH.addV.2010a.lane2.NoIndex	ERS1359817
864.NFS3.2010.OTC.ET.b.lane2.NoIndex	ERS1359979
864.6.CON.addV.noG.noW.A.lane2.NoIndex	ERS1359926
864.LFSF3.OTC.lane2.NoIndex	ERS1359963
864.CON.addppt.15.2009b.lane2.NoIndex	ERS1359959
864.10.CON.addV.noW.Pot.lane2.NoIndex	ERS1359794
864.3.OTC.noG.noV.2010a.lane2.NoIndex	ERS1359891
864.13.OTC.addV.noG.addW.lane2.NoIndex	ERS1359831
864.NFS002.lane2.NoIndex	ERS1359971
864.4.OTC.addV.noG.noW.1.lane2.NoIndex	ERS1359909
864.15.OTC.noH.noVa.lane2.NoIndex	ERS1359861
864.14.CON.addV.noW.Pot.lane2.NoIndex	ERS1359839
864.2.CON.addV.noG.noW.A.lane2.NoIndex	ERS1359871
864.CON.addppt.12.2009b.lane2.NoIndex	ERS1359957
864.4.CON.V.addG.noW.pooled.lane2.NoIndex	ERS1359903
864.9.CON.addV.noW.lane2.NoIndex	ERS1359948
864.7.CON.addV.addG.noW.B.lane2.NoIndex	ERS1359935
864.3.C.addG.noV.2010a.lane2.NoIndex	ERS1359879
864.12.C.noH.addV.2010a.lane2.NoIndex	ERS1359805
864.6.CON.addV.addG.noW.B.lane2.NoIndex	ERS1359925
864.12.CON.addV.noG.addW.lane2.NoIndex	ERS1359807
864.6.CON.addV.noG.noW.B.lane2.NoIndex	ERS1359927
864.OSC.4.2009a.lane2.NoIndex	ERS1359984
864.15.OTC.H.Vb.lane2.NoIndex	ERS1359855
864.2.C.noG.noV.2010a.lane2.NoIndex	ERS1359865
864.10.OTC.addV.noG.noW.lane2.NoIndex	ERS1359797
864.NFS2.2010.OTC.ET.b.lane2.NoIndex	ERS1359978
864.OTC.V.4.2009a.lane2.NoIndex	ERS1359990
864.3.OTC.addV.noG.noW.lane2.NoIndex	ERS1359889
864.5.CON.addV.addG.noW.A.lane2.NoIndex	ERS1359914
864.7.CON.addV.noG.noW.B.lane2.NoIndex	ERS1359937
864.LFSF3control.lane2.NoIndex	ERS1359964
864.LSFS4control.lane2.NoIndex	ERS1359970
864.15.OTC.addV.noG.noW.lane2.NoIndex	ERS1359859
