sample_name	sample_accession
963.Iguana.53.061010.BCP.vial.204	ERS1280658
963.Iguana.27.060310.BCO.vial.193	ERS1280636
963.Iguana.39.053110.BCO.vial.191	ERS1280648
963.Iguana.14.053010.BCO.vial.190	ERS1280587
963.Iguana.37.053010.BCO.vial.182	ERS1280647
963.Iguana.31.053110.BCO.vial.174	ERS1280644
963.Iguana.27.053010.BCO.vial.162	ERS1280634
963.Iguana.27.060110.BCO.vial.152	ERS1280635
963.Iguana.28.060310.BCO.vial.151	ERS1280640
963.Iguana.28.052510.BCO.vial.149	ERS1280638
963.Iguana.27.052510.BCO.vial.147	ERS1280632
963.Iguana.28.052910.BCO.vial.143	ERS1280639
963.Iguana.35.052910.BCO.vial.139	ERS1280645
963.Iguana.27.052710.BCO.vial.134	ERS1280633
963.Iguana.26.052910.BCO.vial.128	ERS1280630
963.Iguana.36.052910.BCO.vial.125	ERS1280646
963.Iguana.18.052810.BCO.vial.116	ERS1280605
963.Iguana.29.052710.BCO.vial.111	ERS1280642
963.Iguana.31.052710.BCO.vial.101	ERS1280643
963.Iguana.19.052510.LAB.vial.91	ERS1280608
963.Iguana.23.052210.BCO.vial.88	ERS1280626
963.Iguana.21.052010.LAB.vial.59	ERS1280617
963.Iguana.20.052010.LAB.vial.65	ERS1280610
963.Iguana.18.051710.BCO.vial.69	ERS1280603
963.Iguana.18.052110.BCO.vial.83	ERS1280604
963.Iguana.12.052010.LAB.vial.84	ERS1280585
963.Iguana.26.052310.BCO.vial.85	ERS1280629
963.Iguana.48.060910.HPT.vial.205	ERS1280654
963.Iguana.50.060910.HPT.vial.207	ERS1280656
963.Iguana.44.061010.SUR.vial.211	ERS1280651
963.Iguana.204.060611.LAB.vial.852	ERS1280613
963.Iguana.203.060611.BOH.vial.855	ERS1280612
963.Iguana.208.060711.BVP.vial.866	ERS1280615
963.Iguana.209.060711.BVP.vial.867	ERS1280616
963.Iguana.202.060611.BOH.vial.881	ERS1280611
963.Iguana.210.060711.BVP.vial.885	ERS1280618
963.Iguana.A3.2.060311.STY.vial.891	ERS1280677
963.Iguana.212.060711.BVP.vial.898	ERS1280619
963.Iguana.221.061011.BOH.vial.914	ERS1280620
963.Iguana.222.061011.BOH.vial.915	ERS1280621
963.Iguana.223.061011.BOH.vial.920	ERS1280622
963.Iguana.46.060910.HPT.vial.244	ERS1280652
963.Iguana.47.060910.HPT.vial.246	ERS1280653
963.Iguana.61.062310.PBP.vial.257	ERS1280661
963.Iguana.27.060610.BCO.vial.213	ERS1280637
963.Iguana.26.060810.BCO.vial.215	ERS1280631
963.Iguana.44.060410.SUR.vial.223	ERS1280650
963.Iguana.51.061010.SUR.vial.224	ERS1280657
963.Iguana.49.060910.HPT.vial.226	ERS1280655
963.Iguana.54.062110.HPT.vial.260	ERS1280659
963.Iguana.57.061710.BCO.vial.268	ERS1280660
963.Iguana.63.062410.BCO.vial.283	ERS1280662
963.Iguana.28.061410.BCO.vial.286	ERS1280641
963.Iguana.18.061710.BCO.vial.293	ERS1280606
963.Iguana.A1.1.062010.GAM.vial.300	ERS1280673
963.Iguana.64.062510.BCP.vial.303	ERS1280663
963.Iguana.A1.2.042011.LAB.vial.307	ERS1280674
963.Iguana.A2.1.062810.STY.vial.335	ERS1280675
963.Iguana.78.050411.LAB.vial.528	ERS1280664
963.Iguana.79.050411.LAB.vial.541	ERS1280669
963.Iguana.88.050711.LAB.vial.589	ERS1280671
963.Iguana.78.051211.LAB.vial.610	ERS1280666
963.Iguana.79.051011.LAB.vial.626	ERS1280670
963.Iguana.78.051011.LAB.vial.634	ERS1280665
963.Iguana.78.051611.LAB.vial.661	ERS1280668
963.Iguana.117.051211.LAB.vial.666	ERS1280583
963.Iguana.78.051411.LAB.vial.675	ERS1280667
963.Iguana.88.051411.LAB.vial.676	ERS1280672
963.Iguana.118.051211.LAB.vial.693	ERS1280584
963.Iguana.146.052011.LAB.vial.723	ERS1280588
963.Iguana.147.052011.LAB.vial.728	ERS1280589
963.Iguana.151.052111.SUR.vial.737	ERS1280590
963.Iguana.153.052211.LAB.vial.752	ERS1280591
963.Iguana.156.052511.SUR.vial.755	ERS1280594
963.Iguana.161.052511.SUR.vial.762	ERS1280597
963.Iguana.164.052711.GAM.vial.763	ERS1280599
963.Iguana.154.052311.BOH.vial.787	ERS1280592
963.Iguana.158.052511.SUR.vial.792	ERS1280595
963.Iguana.159.052511.SUR.vial.793	ERS1280596
963.Iguana.167.052811.SUR.vial.795	ERS1280600
963.Iguana.168.052811.SUR.vial.800	ERS1280601
963.Iguana.192.060511.BOH.vial.810	ERS1280609
963.Iguana.182.060111.SUR.vial.811	ERS1280607
963.Iguana.178.052911.LAB.vial.813	ERS1280602
963.Iguana.A2.2.060311.STY.vial.840	ERS1280676
963.Iguana.154.061011.BOH.vial.921	ERS1280593
963.Iguana.204.060811.LAB.vial.928	ERS1280614
963.Iguana.230.061211.GAM.vial.962	ERS1280627
963.Iguana.S1.061011.BOH.vial.967	ERS1280680
963.Iguana.S2.061211.BOH.vial.971	ERS1280681
963.Iguana.A4.2.061211.BOH.vial.980	ERS1280678
963.Iguana.162.061111.BOH.vial.981	ERS1280598
963.Iguana.227.061011.BOH.vial.990	ERS1280624
963.Iguana.S3.061211.BOH.vial.995	ERS1280682
963.Iguana.229.061111.SUR.vial.996	ERS1280625
963.Iguana.236.061311.BOH.vial.1000	ERS1280628
963.Iguana.Ax.2.042911.HPT.vial.481d	ERS1280679
963.Iguana.39.060610.BCO.vial.243	ERS1280649
963.Iguana.131.051611.LAB.vial.683	ERS1280586
963.Iguana.225.061011.SUR.vial.959	ERS1280623
