sample_name	sample_accession
846.Fagna24102011Soil15B1	ERS1474462
846.Fagna24102011Soil12B2	ERS1474439
846.Fagna24102011Soil12A4	ERS1474437
846.Fagna24102011Soil14B1	ERS1474450
846.Fagna24102011Soil4A2	ERS1474471
846.Fagna24102011Soil4A3	ERS1474472
846.Fagna24102011Soil4C2	ERS1474479
846.Fagna24102011Soil4C1	ERS1474478
846.Fagna24102011Soil4B4	ERS1474477
846.Fagna24102011Soil15C4	ERS1474469
846.Fagna24102011Soil4C4	ERS1474481
846.Fagna24102011Soil4B1	ERS1474474
846.Fagna24102011Soil4A4	ERS1474473
846.Fagna24102011Soil4B3	ERS1474476
846.Fagna24102011Soil4C3	ERS1474480
846.Fagna24102011Soil4B2	ERS1474475
846.Fagna24102011Soil15A1	ERS1474458
846.Fagna24102011Soil4A1	ERS1474470
846.Fagna24102011Soil14A1	ERS1474446
846.Fagna24102011Soil15A4	ERS1474461
846.Fagna24102011Soil14B3	ERS1474452
846.Fagna24102011Soil14B2	ERS1474451
846.Fagna24102011Soil14B4	ERS1474453
846.Fagna24102011Soil15C3	ERS1474468
846.Fagna24102011Soil15C2	ERS1474467
846.Fagna24102011Soil15C1	ERS1474466
846.Fagna24102011Soil12B4	ERS1474441
846.Fagna24102011Soil12B3	ERS1474440
846.Fagna24102011Soil12B1	ERS1474438
846.Fagna24102011Soil14A2	ERS1474447
846.Fagna24102011Soil14A3	ERS1474448
846.Fagna24102011Soil14A4	ERS1474449
846.Fagna24102011Soil15A3	ERS1474460
846.Fagna24102011Soil15A2	ERS1474459
846.Fagna24102011Soil14C2	ERS1474455
846.Fagna24102011Soil14C3	ERS1474456
846.Fagna24102011Soil14C1	ERS1474454
846.Fagna24102011Soil14C4	ERS1474457
846.Fagna24102011Soil12C1	ERS1474442
846.Fagna24102011Soil12C2	ERS1474443
846.Fagna24102011Soil12C3	ERS1474444
846.Fagna24102011Soil12C4	ERS1474445
846.Fagna24102011Soil12A2	ERS1474435
846.Fagna24102011Soil12A3	ERS1474436
846.Fagna24102011Soil12A1	ERS1474434
846.Fagna24102011Soil15B2	ERS1474463
846.Fagna24102011Soil15B3	ERS1474464
846.Fagna24102011Soil15B4	ERS1474465
