sample_name	sample_accession
1064.H.CV241	ERS1268115
1064.H.CJV198	ERS1268076
1064.H.CV299	ERS1268146
1064.H.CJV227	None
1064.G.CJV227	None
1064.G.CV313	None
1064.G.CV209	ERS1267945
1064.W.CV359	ERS1268292
1064.W.CV358	ERS1268291
1064.W.CV357	ERS1268290
1064.W.CV356	ERS1268289
1064.W.CV355	ERS1268288
1064.W.CV354	ERS1268287
1064.W.CV353	ERS1268286
1064.W.CV352	ERS1268285
1064.W.CV351	ERS1268284
1064.W.CV350	ERS1268283
1064.H.CV323	ERS1268170
1064.H.CJV174	ERS1268064
1064.H.CV10	ERS1268097
1064.H.CV11	ERS1268099
1064.H.CV12	ERS1268100
1064.H.CV322	ERS1268169
1064.G.CV25	ERS1267963
1064.G.CV26	ERS1267964
1064.G.CV27	ERS1267971
1064.G.CV296	ERS1267987
1064.G.CV297	ERS1267988
1064.G.CV294	ERS1267985
1064.G.CV295	ERS1267986
1064.G.CV292	ERS1267983
1064.G.CV293	ERS1267984
1064.G.CV290	ERS1267981
1064.G.CV291	ERS1267982
1064.G.CV298	ERS1267989
1064.G.CV299	ERS1267990
1064.Royal.Jelly.P4	ERS1268220
1064.H.CV332	ERS1268179
1064.H.CV333	ERS1268180
1064.H.CV330	ERS1268177
1064.H.CV331	ERS1268178
1064.H.CV336	ERS1268183
1064.H.CV337	ERS1268184
1064.H.CV334	ERS1268181
1064.H.CV335	ERS1268182
1064.G.CV91	ERS1268050
1064.G.CV90	ERS1268049
1064.G.CV93	ERS1268052
1064.H.CV339	ERS1268186
1064.G.CV95	ERS1268054
1064.G.CV94	ERS1268053
1064.G.CJV189	ERS1267911
1064.H.CV209	ERS1268101
1064.H.CJV229	ERS1268087
1064.H.CJV228	ERS1268086
1064.W.CV258	ERS1268264
1064.W.CV259	ERS1268265
1064.W.CV252	ERS1268258
1064.W.CV253	ERS1268259
1064.W.CV251	ERS1268257
1064.W.CV256	ERS1268262
1064.W.CV257	ERS1268263
1064.W.CV254	ERS1268260
1064.W.CV255	ERS1268261
1064.G.CV108	ERS1267942
1064.G.CJV200	ERS1267922
1064.G.CJV201	ERS1267923
1064.G.CJV202	ERS1267924
1064.G.CJV203	ERS1267925
1064.G.CJV204	ERS1267926
1064.G.CJV205	ERS1267927
1064.G.CJV206	ERS1267928
1064.G.CJV207	ERS1267929
1064.G.CV331	ERS1268021
1064.G.CV330	ERS1268020
1064.G.CV333	ERS1268023
1064.G.CV332	ERS1268022
1064.G.CV335	ERS1268025
1064.G.CV334	ERS1268024
1064.G.CV337	ERS1268027
1064.G.CV336	ERS1268026
1064.G.CV233	ERS1267951
1064.G.CV234	ERS1267952
1064.G.CV235	ERS1267953
1064.G.CV236	ERS1267954
1064.G.CV237	ERS1267955
1064.G.CV238	ERS1267956
1064.G.CV239	ERS1267957
1064.G.CV344	ERS1268034
1064.G.CV345	ERS1268035
1064.G.CV346	ERS1268036
1064.G.CV340	ERS1268030
1064.G.CV341	ERS1268031
1064.G.CV342	ERS1268032
1064.G.CV343	ERS1268033
1064.H.CV90	ERS1268206
1064.H.CV91	ERS1268207
