sample_name	sample_accession
2300.BLANK.HB.1	None
2300.BLANK.HB.2	None
2300.BLANK.HB.3	None
2300.BLANK.HB.4	None
2300.BLANK.HB.5	None
2300.BLANK.HB.6	None
2300.BLANK.HB.7	None
2300.BLANK.HB.8	None
2300.BB.4087.anus	ERS1237802
2300.BB.07.equip	ERS1237737
2300.BB.08.equip	ERS1237743
2300.BB.07.lavage20	ERS1237739
2300.BB.07.lavage100	ERS1237738
2300.BB.4087.lavageRNA	ERS1237806
2300.BB.08.anus	ERS1237741
2300.BB.4087.lavage20	ERS1237805
2300.BB.08.lavageRNA	ERS1237745
2300.BB.4087.colon	ERS1237803
2300.BB.08.lavage20	ERS1237744
2300.BB.4061.lavageRNA	ERS1237785
2300.BB.11.anus	ERS1237746
2300.BB.12.equip	ERS1237753
2300.BB.12.lavage20	ERS1237755
2300.BB.12.lavage.100	ERS1237754
2300.BB.11.colon	ERS1237747
2300.BB.4064.colon	ERS1237787
2300.BB.4064.equip	ERS1237788
2300.BB.11.lavageRNA	ERS1237750
2300.BB.4064.lavage20	ERS1237789
2300.BB.12.lavageRNA	ERS1237756
2300.BB.4061.anus	ERS1237781
2300.BB.4021.anus	ERS1237778
2300.BB.11.lavage20	ERS1237749
2300.BB.4021.colon	ERS1237779
2300.BB.4061.equip	ERS1237783
2300.BB.4061.lavage20	ERS1237784
2300.BB.4064.lavageRNA	ERS1237790
2300.BB.4061.colon	ERS1237782
2300.BB.4021.equip	ERS1237780
2300.BB.4064.anus	ERS1237786
2300.BB.12.colon	ERS1237752
2300.BB.11.equip	ERS1237748
2300.BB.4067.lavageRNA	ERS1237795
2300.BB.4067.anus	ERS1237791
2300.BB.15.anus	ERS1237757
2300.BB.4085.equip	ERS1237798
2300.BB.4085.colon	ERS1237797
2300.BB.15.lavage20	ERS1237761
2300.BB.15.lavage100	ERS1237760
2300.BB.4085.lavageRNA	ERS1237801
2300.BB.15.equip	ERS1237759
2300.BB.4067.lavage20	ERS1237794
2300.BB.4067.lavage100	ERS1237793
2300.BB.4067.colon	ERS1237792
2300.BB.4085.anus	ERS1237796
2300.BB.4085.lavage20	ERS1237800
2300.BB.4085.lavage100	ERS1237799
2300.BB.15.lavageRNA	ERS1237762
2300.BB.15.colon	ERS1237758
2300.BB.2149.colon	ERS1237764
2300.BB.2150.anus	ERS1237767
2300.BB.2149.lavageRNA	ERS1237766
2300.BB.2149.lavage20	ERS1237765
2300.BB.2150.lavage20	ERS1237770
2300.BB.2150.lavage100	ERS1237769
2300.BB.2150.lavageRNA	ERS1237771
2300.BB.2150.colon	ERS1237768
2300.BB.2149.anus	ERS1237763
2300.BB.04.colon	ERS1237726
2300.BB.04.lavage20	ERS1237728
2300.BB.03.lavageRNA	ERS1237724
2300.BB.2213.colon	ERS1237773
2300.BB.05.lavage20	ERS1237733
2300.BB.2213.lavage20	ERS1237776
2300.BB.2213.lavage100	ERS1237775
2300.BB.05.lavageRNA	ERS1237734
2300.BB.04.anus	ERS1237725
2300.BB.05.anus	ERS1237730
2300.BB.04.equip	ERS1237727
2300.BB.2213.anus	ERS1237772
2300.BB.03.colon	ERS1237720
2300.BB.2213.equip	ERS1237774
2300.BB.2213.lavageRNA	ERS1237777
2300.BB.05.colon	ERS1237731
2300.BB.04.lavageRNA	ERS1237729
2300.BB.03.anus	ERS1237719
2300.BB.05.equip	ERS1237732
2300.BB.03.equip	ERS1237721
2300.BB.03.lavage20	ERS1237723
2300.BB.03.lavage100	ERS1237722
2300.BB.08.colon	ERS1237742
2300.BB.07.lavageRNA	ERS1237740
2300.BB.12.anus	ERS1237751
2300.BB.07.anus	ERS1237735
2300.BB.4087.equip	ERS1237804
2300.BB.07.colon	ERS1237736
