	observed_species
B3.5.11.06.486113	477
B2.5.10.06.486169	736
B1.5.17.06.486171	635
B1.5.11.06.486104	677
B6.5.13.06.486109	641
B2.5.21.06.486166	811
B5.5.14.06.486107	507
B1.5.21.06.486168	527
B1.5.15.06.486157	874
B6.5.16.06.486129	731
B1.5.6.06.486153	770
B1.5.20.06.486172	540
B5.5.19.06.486134	686
B2.5.9.06.486122	676
B6.5.11.06.486140	683
B6.5.14.06.486146	625
B1.5.10.06.486123	719
B5.5.15.06.486162	664
B1.5.14.06.486173	781
B2.5.8.06.486143	790
B4.5.16.06.486118	710
B4.5.12.06.486135	726
B6.5.12.06.486116	599
B1.5.9.06.486147	841
B5.5.13.06.486124	578
B1.5.16.06.486145	717
B2.5.18.06.486163	769
B2.5.6.06.486132	819
B6.5.10.06.486176	755
B5.5.17.06.486131	468
B1.5.18.06.486111	632
B6.5.21.06.486127	658
B3.5.9.06.486126	786
B2.5.15.06.486112	651
B6.5.8.06.486119	796
B6.5.19.06.486164	672
B5.5.20.06.486170	411
B3.5.10.06.486159	576
B3.5.19.06.486152	744
B5.5.21.06.486139	381
B4.5.7.06.486141	864
B1.5.12.06.486115	741
B2.5.11.06.486125	743
B1.5.7.06.486150	669
B2.5.17.06.486133	580
B6.5.17.06.486174	618
B5.5.18.06.486121	301
B1.5.8.06.486151	750
B1.5.13.06.486136	612
B4.5.9.06.486138	708
B2.5.7.06.486142	754
B6.5.5.06.486156	700
B5.5.8.06.486149	538
B2.5.13.06.486160	612
B5.5.6.06.486158	627
2B2.5.6.06.486110	591
B3.5.12.06.486148	503
B5.5.16.06.486108	452
B4.5.8.06.486117	705
B6.5.9.06.486114	756
B3.5.8.06.486106	812
B5.5.10.06.486167	412
B5.5.9.06.486175	451
B3.5.21.06.486105	596
B2.5.16.06.486137	478
B3.5.17.06.486120	330
B6.5.7.06.486165	565
B3.5.13.06.486128	291
B3.5.16.06.486161	498
B3.5.15.06.486144	386
B5.5.12.06.486130	589
B5.5.7.06.486154	511
