	observed_species
sp1641.486293	1150
sp0733.486401	1094
sp0703.486302	1136
sp1543.486261	1044
sp1552.486256	986
sp1341.486319	1055
sp0747.486414	1065
sp0354.486204	1127
sp1140.486374	1115
sp1089.486365	796
sp1028.486396	693
sp0755.486320	1198
sp1307.486286	1241
sp0383.486359	494
sp1555.486339	1142
sp1941.486417	1034
sp1037.486378	757
sp1565.486407	1064
sp0329.486434	910
sp1525.486424	1128
sp0724.486422	1126
sp1271.486425	1112
sp1033.486406	729
sp1000.486433	1058
sp1277.486281	995
sp1548.486181	1068
sp1409.486368	832
sp1287.486195	1149
sp0705.486280	1125
sp1615.486408	1087
sp1403.486444	1185
sp1299.486367	1020
sp1142.486341	1151
sp0734.486191	957
sp1001.486234	900
sp1390.486212	927
sp0370.486388	1270
sp0349.486235	908
sp1160.486357	1077
sp1342.486409	1138
sp1157.486306	1199
sp1347.486383	1003
sp0314.486178	1062
sp0382.486232	817
sp1031.486193	835
sp0350.486426	687
sp1026.486254	733
sp1582.486404	1157
sp1532.486423	1126
sp1942.486372	1118
sp1298.486439	1061
sp0768.486413	1057
sp0738.486225	1075
sp1588.486273	1171
sp1304.486294	1082
sp1579.486360	936
sp1155.486268	1082
sp0317.486222	1018
sp1632.486334	1006
sp1345.486427	998
sp0742.486305	1078
sp1644.486395	1002
sp1151.486315	1057
sp1165.486215	980
sp0767.486436	1027
sp0759.486364	1090
sp1280.486340	991
sp1410.486325	988
sp1631.486385	1118
sp1314.486354	1211
sp1616.486400	1085
sp1591.486421	998
sp1926.486185	987
sp0736.486274	1073
sp0721.486343	1094
sp0727.486272	1210
sp0714.486380	1112
sp0739.486278	1068
sp1261.486347	1150
sp1144.486350	1042
sp0756.486224	1104
sp0195.486348	1085
sp1627.486304	1041
sp1312.486219	972
sp1608.486246	1050
sp0731.486190	1050
sp0200.486337	958
sp1557.486316	936
sp1944.486244	997
sp1573.486240	1026
sp1300.486410	1118
sp0752.486228	993
sp0769.486266	1087
sp1294.486197	1087
sp1149.486362	996
sp0706.486177	1036
sp1527.486245	1119
sp1536.486223	1017
sp1550.486312	977
sp1286.486369	1100
sp0192.486253	1025
sp1561.486353	961
sp1284.486392	1049
sp1541.486279	1116
sp1526.486390	975
sp1545.486382	878
sp1315.486342	1143
sp1938.486189	1019
sp1405.486438	979
sp1402.486209	1013
sp1005.486314	879
sp1147.486186	1007
sp1928.486435	1083
sp0729.486251	1085
sp1278.486313	1084
sp1407.486221	1178
sp0743.486308	946
sp1164.486217	998
sp1376.486216	1165
sp1288.486416	1039
sp1626.486182	1094
sp0346.486328	767
sp1590.486295	1198
sp0758.486336	1018
sp1617.486356	985
sp1400.486307	1108
sp0343.486402	820
sp1554.486441	937
sp1529.486398	1100
sp0341.486201	840
sp1640.486282	1047
sp1029.486384	1127
sp0342.486270	885
sp1395.486290	780
sp0379.486267	953
sp1036.486230	1029
sp0753.486213	1085
sp0702.486196	1049
sp1636.486303	1025
sp0715.486292	996
sp0722.486437	1099
sp1645.486411	1052
sp1348.486259	1096
sp1601.486298	1086
sp1613.486428	1114
sp1338.486297	1067
sp0701.486321	1029
sp1648.486288	1158
sp1599.486211	993
sp0757.486198	1071
sp1535.486229	1027
sp1620.486375	1111
sp1614.486194	1031
sp1934.486258	881
sp1611.486208	1031
sp1308.486403	1055
sp1927.486440	1098
sp1163.486226	1131
sp1384.486214	930
sp1612.486311	1051
sp1404.486289	1028
sp1006.486250	1157
sp1010.486203	1035
sp1647.486202	1152
sp1013.486180	1131
sp0380.486333	789
sp1637.486415	1066
sp1649.486344	1064
sp1642.486358	1212
sp1597.486210	898
sp0344.486275	918
sp0325.486283	930
sp1310.486370	1098
sp1389.486332	1155
sp1309.486291	1079
sp0340.486431	891
sp1936.486277	1043
sp1380.486345	1100
sp1275.486249	1144
sp1533.486324	1041
sp0193.486346	1191
sp1012.486429	1083
sp1378.486443	1167
sp0381.486399	938
sp1639.486263	1065
sp0754.486442	1059
sp0333.486377	855
sp1158.486285	1056
sp1635.486331	1181
sp0372.486183	921
sp1520.486187	984
sp1018.486432	927
sp1020.486386	1155
sp1268.486379	1133
sp1374.486238	1113
sp1580.486394	949
sp1039.486361	965
sp1016.486371	1085
sp1546.486255	976
sp1587.486381	974
sp1344.486310	1057
sp1929.486205	1044
sp0352.486373	900
sp1273.486391	1123
sp0353.486397	902
sp1017.486420	1219
sp1540.486393	1085
sp1100.486363	1018
sp1145.486243	963
sp1598.486296	1184
sp1933.486247	913
sp1007.486430	1204
sp1019.486376	1048
sp0310.486188	876
sp1560.486323	1133
sp1083.486405	931
sp1087.486355	923
sp1392.486284	1001
sp0371.486309	791
sp1584.486241	1240
sp1935.486366	1169
sp1281.486220	1107
sp0339.486335	939
sp1279.486418	1108
sp1276.486300	1084
sp1386.486207	973
sp1553.486218	934
sp0740.486269	1072
sp1004.486317	1097
sp1568.486318	966
sp1035.486242	706
sp1021.486237	1049
sp0373.486264	481
sp1576.486330	1240
sp1399.486265	725
sp1027.486352	931
sp1377.486262	658
sp1274.486227	1044
sp1023.486233	1026
sp1038.486271	892
sp1547.486299	1056
sp1566.486301	1163
sp1585.486412	1110
sp1015.486184	1038
sp1282.486419	1085
sp1098.486349	993
sp0345.486199	906
sp1034.486257	809
sp1011.486327	1095
sp1379.486260	722
sp1272.486351	1166
sp1932.486239	1143
sp1014.486389	808
sp0384.486179	780
sp0368.486276	710
sp0351.486252	511
sp0347.486329	488
sp0355.486236	312
