	observed_species
KH7.488307	3342
KH61.488323	3085
KH31.488278	3191
KH37.488286	3151
KH6.488262	3513
KH24.488285	3097
KH48.488300	2890
KH40.488263	3434
KH64.488299	3093
KH52.488267	3185
KH2.488302	3404
KH33.488289	3230
KH15.488292	3233
KH23.488264	3410
KH13.488281	3435
KH14.488284	3012
KH44.488298	3149
KH56.488294	2999
KH28.488276	3236
KH42.488308	3372
KH51.488291	3187
KH36.488282	3170
KH9.488318	3182
KH29.488306	3351
KH55.488272	3098
KH25.488287	3317
KH50.488309	3261
KH8.488301	3187
KH3.488305	3225
KH35.488280	3329
KH19.488277	3495
KH21.488310	3399
KH59.488283	3094
KH34.488293	3434
KH1.488321	3162
KH10.488266	2983
KH47.488324	3136
KH39.488312	3235
KH18.488275	3366
KH54.488290	3285
KH38.488313	3078
KH27.488296	3249
KH30.488265	3278
KH49.488322	3068
KH60.488319	3267
KH12.488316	3240
KH58.488297	2514
KH43.488315	2916
KH20.488317	3532
KH26.488320	3233
KH17.488279	3443
KH53.488271	3437
KH41.488303	3187
KH11.488288	3440
KH4.488274	3424
KH22.488268	3223
KH45.488261	3104
KH46.488269	3224
KH63.488311	3061
KH65.488325	3032
KH16.488295	3258
KH32.488273	3378
KH57.488314	2976
