	observed_species
TBE20Sept08.618835	1919
TBE19Aug08.618498	1759
TBH19June08.617839	1877
MAH09Oct08.617621	3035
SSBE30Apr08.617966	2041
CB17June05.618026	1706
NSB04oct08H.617979	1697
SSBH17June08.618305	2250
MAH26May08.618826	3161
HKH06July07.618535	3093
TBH05Aug08.618100	2097
TBH08July08.618930	1878
TBE20Sept08.617897	1920
SSBH03July07.617596	1943
TBH01Aug08.618979	2013
TBE19Aug08.617644	1647
TBH01July08.618902	1842
HKH28June07.618267	3126
TBE24June08.617567	2099
TBE15Aug08.618851	1669
TBH04Oct08.617788	1751
SSBE07Aug07.618117	1627
NSBE30May07.618028	1685
TBH22May08.617856	2020
TBE26May08.617647	1915
NSBH29May07.617761	1626
TBE15July08.618546	2005
TBH10Oct08.617981	2096
TBE04Oct08.618564	1701
WSBH25Sept07.617707	2355
MAH15Oct07.617642	3070
TBH01Oct07.617688	2057
TBH23Aug07.618146	2132
FBH25Sept07.618929	1707
MAH18Sept07.618069	3124
TBE17Sept07.617656	1960
TBE05Nov07.617980	1842
TBH13June07.618208	1857
TBH16July07.617819	1996
FBE18July07.618065	1738
TBH05July07.618109	1920
MAH16July07.617525	3184
TBE27July07.618801	1280
TBH21JJune07.617993	2026
TBH08Nov07.618377	1828
FBH25Sept07.618856	1577
MAH13July05.617684	3080
MAH09Oct05.618765	3156
MAH22June05.617832	2814
HKH06July07.618281	3034
HKH09July07.617946	2939
SSBH04Oct08.618710	2263
MAH29July08.617725	3208
MAH24June08.617766	3247
HKH16July07.617575	3009
HKH04July07.618709	3121
NSBE26June09.618236	1784
HKH01Aug07.618740	3075
HKE26June07.618278	2629
MAH01June07.618879	3297
MAH24Sept07.617664	3263
MAH18Sept07.617814	2991
TBH13Sept05.618683	2391
HKH26June07.618466	3170
MAE01Oct07.617624	2014
MAE06July05.618595	1643
MAE13July05.618513	1686
MAE05Sept05.618284	1930
MA06jul09E.617615	1611
MAE25Sept05.618223	2587
MAE24Sept07.618685	2198
MAE11Sept07.618693	2029
MAE28June07.617875	1872
WSBE21Aug07.618781	2305
TBE24Aug09.618398	1602
TBE19Nov05.618958	1360
TBH12Aug09.618654	1770
SSB29jun09H.618426	2067
SSB15jun09H.617987	2110
SSB27jul09E.R2.618341	1931
MAH18Aug05.618955	2961
TBE12Aug09.618097	1472
MA09jun09H.618409	2533
TBH24Aug05.617742	1769
TBH20July05.617657	1966
TBH13July05.618679	1985
TBH19Nov05.618158	1442
TBH03June09.617763	1678
MAH08June05.618561	2967
TBH15June05.617630	2053
TBH04Oct05.618742	1903
TBH06July05.618855	2386
SSB02aug09H.618252	1725
SSB21jul09E.618596	1652
TBE25Sept05.618351	1642
SSB02jun09H.617687	1716
TBE02Aug09.617846	1372
TBE27July05.618686	1594
TBH01June05.618001	1975
SSB07jul09H.617614	1767
TBH23June09.617922	1510
SSB29jun09E.617504	1844
TBH18Aug09.617533	1559
SSB15jun09E.618269	1555
TBE15June05.618290	1850
SSB17aug09E.618023	1877
SSBE07Nov07.618983	2195
HKH17July07.618206	2877
SSBH16July07.617772	2162
NSBH15Oct07.618417	1698
SSBE17Sept07.618021	2061
HKH16July07.617818	3050
SSBE04Aug08.618733	1560
NSB28jul08H.617877	2125
SSBH26June08.617679	2438
NSB07jul08H.618013	1810
NSB14jul08H.618657	2076
NSB16jul08H.618894	1952
NSB22jul08H.618443	2259
NSB12jul08H.617651	1492
SSBH18Aug08.618315	2293
NSB31aug08H.617769	2040
MAH13June08.618601	3033
NSB09sep08H.617655	2202
SSBE11Aug08.617929	1972
SSBH10Oct08.618941	2181
NSB11jul08E.618935	1620
MAH22July08.618705	2970
NSB30jul08H.618931	2063
SSBE21Sept08.618447	1981
NSB26aug08H.618992	2040
MAH15Aug08.618357	2966
NSB29apr08E.618885	1130
SSBE09Sept08.618115	2268
SSBH30June08.618329	1802
NSB03jul08H.R2.617824	1863
NSB20jul08H.618973	2239
NSB18aug08H.618286	1891
NSB15jul08H.618030	1773
NSB19jul07H.617771	2037
NSB23jul08H.618430	2110
MAH28Sept08.618724	3164
SSBH14Aug08.618516	2251
MAE01Nov08.618972	1209
MAE05Oct08.617617	2313
NSB21jul08H.618816	2194
SSBH23June08.618048	2192
NSB04aug08H.618957	2042
MAH18July08.618432	2927
SSBH11Aug08.617793	2254
SSBH18July08.618456	2381
MAH01Nov08.617838	2750
SSBH07July08.618323	2353
NSB30jun08E.618697	1828
MAE22May08.617774	1965
NSBH15Oct07.617784	1704
TBE02Feb08.618228	1598
NSBH02June09.618884	1741
SSBE17Sept07.618118	1960
SSBH07Nov07.618672	2053
SSBH09Aug07.617785	2081
NSBE15Oct07.618052	1661
NSBE13July09.618167	1864
SSBH30Sept07.618232	2199
NSBE17July09.617940	1912
SSBH31July07.618584	2111
NSBH24July09.618631	1996
NSBH10July09.617831	1893
SSBE24July07.618153	1839
HKH10Aug07.617809	2572
SSBH23Aug07.618590	2005
HKH17July07.618749	2919
TBH22July08.618676	1966
NSBE21July09.617708	2098
HKH20July07.618072	1050
TBH02Feb08.617665	1632
NSBE27July09.617488	1950
SSBH16July07.618848	2127
SSBH21Aug07.618806	1804
NSBH22Oct07.618316	1807
SSBE19July07.618360	2125
TBH29July08.618340	2013
TBH19June08.617695	1849
TBH25July08.618009	2021
NSBH15June09.617913	1969
NSBH19June09.618354	1805
SSBE03July07.618287	1671
SSBH06June07.617622	1843
TBE290ct07.617822	1680
TBE18Nov07.618978	1577
TBH09Nov07.617595	1696
TBE16Nov07.618397	1519
TBH18Nov07.618292	1565
TBH11Nov07.618767	1568
TBE15Nov07.618015	1595
TBH15Nov07.617984	1513
TBH07Nov07.618907	1986
TBE14Nov07.617534	1471
MAE18Sept07.618503	2401
TBE10Nov07.617724	1611
MAE15Oct07.617770	2093
MAH04July07.618324	3273
TBE06Nov07.618639	1887
TBH14Nov07.618367	1546
TBE11Nov07.618867	1468
TBH24Sept07.617735	2106
TBE09Nov07.618988	1728
TBE10Nov07.618012	1319
TBE05Nov07.618019	1582
TBE290ct07.617882	1376
MAH26June07.617928	3027
MAH10Aug07.618295	2874
TBH07Nov07.618010	1640
MAH05Nov07.618860	2858
MAH28June07.618145	3073
TBE07Nov07.618321	1617
TBH14Nov07.618865	1262
TBE18Nov07.617889	1324
TBE15Nov07.618926	1275
MAH12July07.618169	2815
MAE18Sept07.617746	2190
TBH08Nov07.617603	1564
MAH24Sept07.618668	3071
MAE11Aug05.618700	1684
CBH15June09.617705	1179
MA24aug09E.618517	1717
TBE29June09.618726	1300
CBE13July09.617496	1406
CBE07July09.618541	1439
TBH02Aug09.617807	1551
SSBE27June07.618326	1902
NSBE19July07.617942	1446
NSBE27June07.618198	1731
HKE26July07.618490	1415
NSBE17July09.618964	1978
SSBE19July07.618626	2160
NSBE19June07.617803	1432
TBH08July08.618429	1972
TBH05Aug08.618629	2041
TBE15Aug08.618094	1776
TBE09Sept08.618289	2053
TBH04July08.618482	2066
TBE29July08.617713	1625
TBE05Aug08.618365	1398
TBH12Aug08.618303	2007
SSBE16July07.618031	1380
NSBE25Sept07.617681	1465
NSB17jul08E.618613	1610
SSBE07July08.618209	1744
NSB11jul08H.618758	1261
NSB26aug08E.618077	1962
SSBE03July08.618889	1649
NSB23jul08E.618130	1493
NSB27sep08H.618563	1861
NSB14jul08E.618616	1640
MAE12Aug08.618088	1898
MAE01Sept08.618446	1433
NSB03jul08E.R2.618401	1902
MAE20Sept08.618191	2127
SSBE26Aug08.618218	1813
NSB06apr08H.618346	2143
NSB30jul08E.618299	1650
MAE19Aug08.618525	1590
NSB16jul08E.617904	1329
NSB17jun08E.617801	1600
NSB09jun08H.618113	2036
NSB03jul08H.R1.618121	2004
SSBE21Aug08.618423	1763
MAE13June08.618872	1401
NSB24jul08E.618250	1595
NSB24jul08H.617816	2050
NSB18jul08E.618325	1476
NSB14aug08E.617744	1639
NSB22jul08E.617715	1655
NSB09sep08E.617997	1942
NSB23jun08E.617841	1516
NSB01nov08H.617787	1657
NSB26jun08H.618018	1687
MAE08Sept08.618866	1651
NSB31jul08E.617527	1500
SSBE27Sept08.617848	1942
TBH09Sept08.618925	1986
HKE26July07.617951	1362
NSBH19July07.618350	858
HKH23July07.617590	2735
TBH12Aug08.618922	2042
NSBE03July09.618839	1756
SSBE27June07.617964	1885
NSBH25Sept07.618258	2050
TBH24June08.617968	2251
TBH19Aug08.617571	2078
NSBE25Sept07.617546	1421
NSBE08June07.618219	1580
SSBH19July07.617600	1489
HKE23July07.617670	1476
NSBE01Oct07.618648	1502
TBH04July08.618796	2026
TBE25Aug08.617637	1703
HKH26July07.618625	1357
SSBE24Sept07.617611	1847
SSBE16July07.617685	1329
NSBH01Oct07.618389	1825
TBE29July08.618539	1599
SSBH29July07.617960	1514
TBH31Aug08.618942	2019
SSBE05July07.617741	1441
NSBH09Aug07.618809	1853
NSBE31July09.618875	1945
TBH11July08.618460	1848
NSBE23June09.618388	1736
SSBE22June07.618472	1084
TBE19June08.617806	1749
NSBH11June07.618227	1626
NSBE27Aug07.618105	1410
TBE09Sept08.617512	1899
NSBH17Sept07.617894	2058
WSBE31July07.618807	1910
TBE29June07.617498	1493
FBE21June07.617890	1724
WSBH31July07.618231	1824
TBH06Nov07.618748	2283
MAE30July07.618550	1588
FBH31July07.618738	635
CBE25Sept07.617969	1684
FBE31July07.617576	957
WSBH27July07.618176	2539
FBE06Nov07.618042	1700
MAH30July07.618647	1602
FBE05June07.618540	1950
WSBE09Aug07.618210	1963
FBE27July07.618916	1599
CBE06Aug07.618183	1791
CBE16July07.617506	2071
CBE19June07.618849	1632
WSBH29July07.617698	1241
CBE09Aug07.617703	1717
TBH06Aug07.618452	2028
MAE20July07.618818	2053
WSBH07Aug07.618940	1658
CBH01Oct07.617852	2059
MAE26July07.617588	1743
FBH05June07.618328	2234
CBE02Aug07.618120	1543
CBE29June07.617618	1654
FBH02Aug07.617613	2071
MAE09July07.618441	2016
FBH02Oct07.618522	1843
TBH19June07.618319	1858
MAE16July07.618934	2077
FBE16Oct07.618247	1780
TBH02July07.617539	1994
WSBE03July07.617851	1695
TBE18July07.617795	1379
TBE12July07.618532	1600
TBE08Nov07.617669	1838
MAE24Aug07.617776	2038
TBH10July07.618039	2073
TBE19June07.618797	1163
TBH31July07.617915	1752
WSBH24July07.618112	2336
FBH09Aug07.617650	1952
MAE04July07.617829	2029
FBE31July07.618471	785
MAE09July07.618991	1799
WSBE31July07.617781	1700
MAE30July07.618696	1412
FBH31July07.618651	538
FBE27July07.618874	1311
MAE24Sept07.618368	1957
CBE19June07.618520	1305
FBE06Nov07.618844	1462
MAH26July07.617573	2829
CBH21June07.617883	1341
CBE25Sept07.618650	1396
MAH23July07.618458	2915
TBH27July07.617517	1785
FBE21June07.617962	1468
WSBH08Nov07.618361	1573
CBE02July07.618665	1476
FBH06Nov07.618468	1633
CBE21June07.617938	1123
TBE27July07.617737	1066
MAE06July07.617857	1844
MAH01Oct07.618896	2848
TBE12July07.618464	1333
CBE02Aug07.618485	1337
TBH09Nov07.617718	1505
FBE02July07.618900	1579
FBH02Oct07.618887	1580
TBE29June07.617872	1208
TBE10July07.617558	1212
TBH10July07.618766	1765
MAH01June07.618756	3079
FBH09Aug07.618297	1721
TBH29June09.618824	1449
TBH27July09.618965	1524
TBE08June09.618689	1433
TBH13July09.618841	1354
TBH21July09.618413	1335
TBH07July09.617971	1573
TBE18Aug05.617871	1660
NSBH15June09.618569	1974
TBH02Feb08.618959	1601
NSB23jun08H.618640	1832
NSB23may08H.617623	2183
NSB04may08H.617950	2190
NSB31jul08H.617697	2069
NSB31jun08H.R2.618445	1712
NSBH02Aug09.617728	1924
NSB14aug08H.618713	1999
NSB17jun08H.618990	1626
NSB01may08H.618079	1878
NSB24mar08H.617977	1740
NSB29apr08D2.618268	823
NSB05jun08H.617867	2185
NSB29apr08H.R1.617511	1756
NSB02jun08H.618424	1871
NSB05may08H.618005	2061
NSB11aug08E.618827	2089
NSB29apr08H.R2.618690	1814
NSB30apr08H.617671	1853
NSB17jul08H.617652	1939
NSB29apr08D3.618063	1544
NSB18jul08H.618353	2044
NSB30may08H.618371	2115
NSB01may08E.618772	1463
NSB28may08H.618536	2293
NSB30apr08E.618057	1261
NSB15sep08E.618260	1712
NSb23oct08E.618611	1759
NSB04oct08E.618921	1548
NSB06apr08E.618549	1886
NSB04may08E.618314	1270
NSB03jul08E.R1.618787	1935
MAE15Aug08.617629	1986
NSBH07July09.617565	2019
NSBE22June07.617559	1447
NSBH08June09.618952	1991
NSBH07Aug07.618469	1921
NSBH29May09.618107	1873
NSBH03July07.617855	2062
NSBH13July07.618390	1799
TBH20Sept08.617870	2097
NSBE30Oct07.617640	1518
NSBH10Sept07.618168	1920
TBH16Oct07.618635	2165
TBH22Oct07.618007	2151
TBE24Sept07.618913	1723
TBH23Aug07.617901	1821
MA06jul09H.618537	2531
MA19aug09H.618815	2579
HKE26June07.618593	2613
HKH20June07.618678	2887
HKH12July07.617937	3014
HKH20June07.618170	2962
HKH15June07.617726	3216
HKH09July07.618101	2917
HKH22Aug07.617730	3136
MAH12July07.618349	3041
MAH24Aug07.617900	2724
MAH20June07.618571	2630
MAH15Oct07.617631	2851
SSB27jul09H.618083	1883
SSBH07Aug07.618600	2055
TBE29June05.617760	1537
MA03aug09H.R2.618277	2556
MA28jul09H.R2.617597	2211
MA24aug09H.617550	2070
TBE30April08.617547	1419
MAH20June07.617727	2765
TBH18July07.617924	2020
TBH17Aug07.617654	1827
TBH13Jan07.617673	1580
MAH09July07.618027	2882
TBH13Jan07.617660	1345
TBH22May08.618508	2005
TBH20Sept05.618032	1977
CB12June05.618161	2082
NSBH27July09.618962	1817
NSBH17July09.617899	1815
WSBE07Aug07.617616	1851
WSBE09Aug07.618204	1700
HKE01Aug07.618529	1709
SSB02jun09E.618985	1523
SSB23jun09H.617672	1924
SSBH30Sept07.618358	2141
SSBH23Aug07.618205	1986
FBH06Nov07.618947	1878
WSBH05July07.617587	1654
MAH20July05.618945	3027
MAH13Sept05.617896	3105
MAH20Sept05.618125	3115
TBE20July05.618338	1628
MAH01June05.617853	2895
MAE01May08.618431	1885
MAE15Oct07.618764	1857
TBH30Aug05.617992	1818
WSBE13July07.618151	1786
CBH08June09.618586	1195
SSB08jun09H.617601	1628
CBE03June09.618394	1374
CBH29June09.617996	1455
CBE29May09.617699	1444
CBE23June09.618126	1365
CBH13July09.618419	1579
CBE15June09.618794	1137
CBH23June09.618240	1281
CBE29June09.618372	1420
SSB07jul09E.618556	1469
CBH24Aug09.617796	1306
NSBE08June09.618131	1802
NSBE05June09.617663	1765
NSB09oct08H.618108	1683
CB07June05.618141	1720
NSB09oct08E.618911	1632
CB31May05.617909	1771
CB03June05.617548	2011
SSBE07Nov07.617524	2164
FBE28May07.617762	1663
FBH27July07.618190	2112
WSBE25June07.617493	1605
FBE13June07.618192	1730
CBE01Oct07.618547	1706
CBH16July07.617714	1925
FBH31May07.618055	1760
FBE07June07.618551	2329
CBE12July07.618067	1851
FBE31May07.618627	1575
WSBH13July07.618359	1946
WSBH16Oct07.618164	2061
CBH06Aug07.617895	1892
TBE24Sept07.618062	1927
FBE02Oct07.618480	1606
CBE20Aug07.618243	1890
WSBH30Oct07.617810	1507
CBE23Aug07.617701	1405
FBE31May07.617520	1307
FBH27July07.618427	1770
WSBE08Nov07.618769	1628
CBH29June07.617828	1285
FBE07June07.618795	2089
TBE10Sept07.618699	1326
CBH06Nov07.617912	1242
CBH16July07.618791	1687
CBE16July07.618847	1704
CBE27Aug07.618356	1411
CBH09Aug07.618174	1477
TBH18July07.618819	1775
NSBH13July09.617490	1805
SSBH27Aug07.617538	1956
TBE17Oct05.617845	1746
MAE24Aug05.618671	1552
TBH18Aug05.617648	1902
SSB13jul09H.618282	1848
TBH25Sept05.618222	1748
SSB29may09H.618637	1851
SSBH27Aug07.618814	1974
SSBH14June07.618237	1900
WSBH27Aug07.618425	1813
MA19aug09E.618706	856
TBE05Sept05.617967	1462
CBE24Aug09.618387	1319
CBE18Aug09.617911	1389
TBE27July09.618736	1244
TBE13July05.617734	1315
CBH02Aug09.617675	1291
TBE23June09.617835	1200
TBE20Sept05.618450	1450
TBE18Aug09.617927	1592
CBE21July09.618086	1314
MAE20July05.618175	1526
MA28jul09E.617668	1717
SSB12aug09H.617712	1703
TBE22June05.618004	1392
CBH03June09.618073	1159
CBH27July09.618982	1324
MAE30Aug05.618624	1508
CBE12Aug09.618903	1289
TBE13July09.618059	1588
CBE27July09.618259	1338
CBE02Aug09.617619	1495
MAE04Oct05.618702	1999
TBE21July09.618687	908
TBE29May09.617918	1431
NSBE26June09.618484	1795
TBE04Oct08.618378	1840
NSBE16July07.617572	1867
NSBH17July09.618488	1932
NSBH30Oct07.618142	1763
HKE20June07.617955	1220
SSBE24Sept07.617931	1869
NSBE30Oct07.617884	1557
TBH04May08.617549	1831
SSBE13July07.618530	1524
SSBE03July07.617926	1763
NSBH22Oct07.618548	1891
SSBE23Aug07.618182	1824
NSBE13July09.618188	1899
SSBE31July08.618373	1539
NSB21sep08E.618479	1412
NSB31aug08E.617986	1452
NSB18aug08E.617941	1839
NSB31jun08E.R2.617973	1314
NSB31jun08E.R1.617542	1394
SSBH14July08.617887	2522
NSB21sep08H.618355	1703
CB19July05.617747	1467
CB05July05.617892	1786
CB01July05.618974	1674
NSB10jul08H.617757	1711
SSBE14Aug08.618785	2059
NSB30may08E.618897	1711
NSB23oct08H.618213	1751
NSB09jun08E.618729	1636
CB14June05.618386	1863
SSBE05June08.618956	2045
NSB10jul08E.617659	1618
NSB01nov08E.618924	1595
NSB05may08E.618932	1465
NSB18oct08H.618320	2000
CB24June05.618603	1324
NSB04aug08E.618660	1693
NSB06apr08D1.618840	1599
CB05Aug05.618003	1718
SSBH28July08.617551	2070
NSB20jul08E.617531	1493
CB28June05.618526	949
CB02Aug05.617861	1743
NSBE10July09.618034	1518
SSBH24July07.618138	1067
SSBE09Aug07.618718	2020
SSBE30Oct07.617492	2132
NSBH31July09.618810	1783
TBE28Sept08.618608	1687
NSBE07July09.618954	1774
TBE04July08.618149	1149
SSBE13July07.618989	1480
NSBH30Oct07.618494	1703
TBE05Aug08.617691	1330
NSBE05June09.617794	1786
NSBE15June09.617749	1623
NSBH22June07.618477	1721
NSBE02Aug09.617779	1786
SSBE01Oct07.617811	1949
NSBH21July09.618946	1866
NSBE10Sept07.618444	1805
HKE04July07.618103	1530
SSBE27Aug07.617716	1674
CBH23Aug07.618157	1668
CBH27Aug07.618589	1500
WSBE27July07.618510	1891
TBE21June07.617719	1161
CBE16Oct07.617934	1561
CBE27Aug07.618908	1657
CBH25July07.617602	1737
TBE02July07.617582	1267
TBE23Aug07.618140	1943
WSBE19July07.617765	1725
FBH22Oct07.617585	1758
TBE05July07.617736	1497
WSBE22June07.618566	1581
CBH17Sept07.617560	1784
TBE10July07.618470	1373
TBH09Aug07.618543	1944
CBE06Nov07.617555	1297
TBE17Nov07.617864	1548
FBE11June07.618812	1627
CBE31July07.618805	1693
MAE08Aug07.618919	1666
WSBE31May07.617628	1655
TBH29Oct07.618499	1803
WSBE27June07.618582	1579
CBE10Sept07.618523	1841
WSBE05July07.617949	1603
FBH25July07.617752	1823
TBE16July07.618811	1282
CBH02July07.618116	1294
WSBH11July07.618404	1542
TBH13June07.618727	1607
CBH27Aug07.618381	1221
FBH17Sept07.617544	1696
WSBH17Sept07.618948	1785
TBE19June07.618567	997
WSBH09Aug07.618880	1393
TBH02July07.618798	1737
TBE25July07.618495	1163
TBE27June07.617541	1112
TBH05July07.617965	1658
FBH16Oct07.617706	1442
WSBE11June07.618888	1463
FBE25July07.618043	1266
TBE17Sept07.618670	1700
CBE16Oct07.617827	1386
FBE16Oct07.618439	1501
MAE03Aug05.618505	1638
CB24May05.618040	1728
SSBH31Aug08.618509	2081
MAE03June08.618162	1867
CB27May05.617879	1813
SSBH22June07.618462	1874
CBH10Sept07.617775	2053
FBE20Aug07.617532	1697
MAE23July07.618311	1983
CBE29Oct07.618881	1033
CBH25Sept07.617743	1831
TBH05Nov07.618565	2210
CBH16Oct07.618871	1552
CBH06Nov07.618904	1335
TBH31May07.618755	1888
CBH29Oct07.617580	1343
