	observed_species
L1S1.275106	480
L1S274.273705	313
L1S317.273874	692
L1S122.273565	628
L1S280.274513	569
L1S370.274873	532
L1S340.274616	614
L1S282.273542	699
L1S88.273651	506
L1S144.273302	574
L1S142.273722	521
L1S93.274999	502
L2S302.273675	1174
L2S99.273432	1395
L2S333.273582	1287
L2S364.275173	1322
L2S336.273961	1184
L2S108.274917	1893
L2S339.274279	479
L2S295.274733	966
L2S207.274643	2847
L2S369.274208	1283
L2S321.273280	1312
L2S314.274562	1057
L2S195.275103	2035
L2S246.273825	1383
L2S351.273316	996
L2S270.273301	1238
L2S330.275005	1279
L2S98.274156	1848
L2S358.274273	1463
L2S191.274169	753
L2S294.273818	1172
L2S126.273811	1138
L2S147.273854	1281
L2S100.273994	1297
L2S216.273851	2577
L2S209.275051	2433
L2S318.275058	1137
L2S275.274761	1272
L2S293.274140	1231
L2S184.273588	1982
L2S340.274757	490
L2S337.274370	960
L2S264.274728	820
L2S352.273618	1109
L2S256.273735	1000
L2S122.275099	1596
L2S160.274499	809
L2S353.273499	760
L2S268.274328	1579
L2S289.275164	1373
L2S113.273234	1619
L2S152.273834	1743
L2S327.274876	1214
L2S174.274862	1153
L2S111.273340	1396
L2S211.274302	1979
L2S290.274503	1077
L2S259.274404	746
L2S188.274490	2026
L2S316.274480	1136
L2S286.274871	1134
L2S291.274923	1249
L2S282.273560	758
L2S219.273918	1758
L2S183.273458	1637
L2S140.275066	1652
L2S175.273504	1035
L2S158.273322	2274
L2S200.273345	1820
L2S312.275026	1331
L2S204.274422	1476
L2S168.274483	2051
L2S324.274843	1271
L2S169.274366	1232
L2S225.273366	1915
L2S159.273882	1418
L2S319.273895	721
L2S383.274828	742
L2S101.274931	1477
L2S249.273863	996
L2S349.273530	718
L2S262.273847	1359
L2S371.274597	1258
L2S260.273463	1300
L2S138.274982	1164
L2S378.273921	1527
L2S320.274818	580
L2S153.273823	1833
L2S298.274162	1279
L2S149.273233	874
L2S170.274497	2199
L2S130.274473	1305
L2S194.274054	1817
L2S109.274119	1099
L2S112.273209	1425
L2S232.273319	1934
L2S280.274825	822
L2S231.274183	1538
L2S376.273627	992
L2S205.273328	1423
L2S361.273372	2193
L2S127.273578	1305
L2S313.274461	767
L2S329.273288	1066
L2S257.273450	619
L2S341.273465	1631
L2S310.273814	535
L2S365.274608	2116
L2S241.274532	676
L2S367.275059	1067
L2S311.274660	1064
L2S372.275084	1885
L2S116.274289	1335
L2S370.273996	2003
L2S261.273625	1389
L2S296.273441	1022
L2S328.273471	881
L2S121.274618	1299
L2S212.274232	1968
L2S123.273268	2000
L2S255.274361	1563
L2S283.274083	928
L2S157.274738	1876
L2S150.273249	1949
L2S171.274467	1959
L2S362.273633	2519
L2S265.273653	1099
L2S292.274340	1263
L2S198.273998	1721
L2S180.273868	1871
L2S263.274998	1082
L2S373.274175	1613
L2S254.273957	1713
L2S381.273428	1357
L2S258.274781	449
L2S162.274593	1361
L2S348.273779	829
L2S181.275050	1093
L2S345.273609	1355
L2S242.274275	614
L2S189.274133	2008
L2S279.273856	1083
L2S136.274044	1660
L2S221.273916	1516
L2S284.273757	1241
L2S124.273871	1838
L2S134.275076	1925
L2S304.274990	761
L2S272.273569	1032
L2S229.274131	2214
L2S335.273456	1467
L2S297.273357	949
L2S146.274684	1484
L2S344.274314	996
L2S360.274294	1267
L2S338.274929	1026
L2S114.274971	928
L2S252.274922	1045
L2S135.274833	1593
L2S277.274780	693
L2S167.274135	1607
L2S234.274132	1009
L2S308.274146	1248
L2S143.273631	1942
L2S115.273884	2020
L2S287.274190	995
L2S323.273891	875
L2S165.273826	2737
L2S102.273640	1843
L2S110.274511	1686
L2S105.273526	1628
L2S118.274673	1446
L2S185.274170	2083
L2S354.273307	806
L2S285.274068	1120
L2S317.274723	949
L2S267.274489	947
L2S306.274298	1088
L2S309.273691	1047
L2S190.273784	1639
L2S142.274028	1575
L2S133.274795	1068
L2S382.274508	705
L2S166.274382	1984
L2S236.274123	1065
L2S346.274797	1247
L2S148.274630	1181
L2S300.273787	935
L2S145.274590	1363
L2S357.274102	1016
L2S201.273251	2205
L2S161.273767	1382
L2S107.274394	1861
L2S239.274925	560
L2S377.274512	1521
L2S334.273744	1290
L2S307.273507	842
L2S103.274678	1948
L2S230.274079	1897
L2S172.273405	1830
L2S215.274614	1857
L2S235.274188	918
L2S125.274921	1744
L2S366.275139	1473
L2S238.273484	586
L2S271.274172	837
L2S129.273959	1697
L2S202.273648	1715
L2S350.274395	1278
L2S151.274704	1685
L2S164.274096	1499
L2S163.275092	1705
L2S281.274734	912
L2S196.273424	1798
L2S120.274680	1406
L2S222.273793	2078
L2S224.275168	2306
L2S315.275112	1160
L2S226.273622	2102
L2S187.273503	1888
L2S301.275033	749
L2S347.275157	1546
L2S218.274421	1468
L2S156.274830	2027
L2S244.274518	599
L2S217.274124	2160
L2S173.273804	2083
L2S227.275054	2099
L2S155.273430	1104
L2S274.274264	1048
L2S132.274707	1222
L2S176.274685	2441
L2S106.274109	1098
L2S206.274681	1627
L2S243.274397	785
L2S199.273944	1823
L2S303.274444	811
L2S240.273433	477
L2S178.274740	1722
L2S214.275121	2040
L2S278.273562	1173
L2S179.274237	1436
L2S326.273858	947
L2S356.273913	498
L2S97.273709	1490
L2S363.274385	751
L2S186.274629	1728
L2S379.273801	819
L2S182.273544	1873
L2S299.274778	1202
L2S253.274272	1323
L2S220.274533	2395
L2S128.274420	1077
L2S342.274987	757
L2S117.275169	1589
L2S203.273915	1760
L2S233.274840	626
L2S131.273525	1041
L2S197.275032	2134
L2S210.273444	2591
L2S247.274365	742
L2S331.274731	688
L2S359.274772	1793
L2S276.273904	599
L2S154.273597	1390
L2S137.273277	1857
L2S245.274823	694
L2S208.274717	2691
L2S144.273964	1429
L2S269.274477	870
L2S325.273636	751
L2S273.274755	1355
L2S193.274142	1713
L2S355.274178	2236
L2S139.273865	1507
L2S248.274500	719
L2S250.274151	819
L2S213.273541	1406
L2S251.274093	1279
L2S343.273349	519
L2S322.274671	684
L2S374.274430	1061
L2S305.273862	1118
L2S141.273404	1397
L2S368.273859	1521
L2S332.275144	446
L2S119.273810	1238
L2S57.273720	344
L2S228.273850	1889
L2S380.274540	1741
L2S3.273423	628
L2S237.274453	872
L2S223.274381	1824
L2S104.274260	401
L2S54.273803	547
L2S39.273828	765
L2S74.275009	583
L3S264.274946	1224
L3S256.274419	1838
L3S286.274095	1203
L3S217.273947	1076
L3S278.273760	1573
L3S323.273475	1653
L3S280.273981	1444
L3S329.273677	890
L3S312.274058	1154
L3S304.275091	1013
L3S314.273254	2527
L3S49.274309	1764
L4S66.273817	1343
L4S157.274913	1616
L4S231.273354	1871
L4S167.274554	894
L4S174.273514	933
L4S177.274729	947
L4S160.274108	1037
L4S23.275107	1773
L4S73.274762	609
L4S189.275114	913
L4S11.274407	827
L4S17.273844	1394
L4S33.274689	1276
L4S136.274563	1204
L4S257.274976	1624
L4S224.273365	1539
L4S41.273728	964
L4S171.273212	729
L4S106.273395	972
L4S51.273968	820
L4S16.274238	1240
L4S163.274482	1401
L4S242.275018	573
L4S12.275133	435
L4S69.274668	874
