	observed_species
ME24Feb09EB1R2.486688	1299
ME04May06EB2R1.486611	833
ME08Nov05EB2R1.486664	1036
ME22Aug06EB2R1.486686	1041
ME08Sep06EB2R1.486640	1192
ME07May02EB1R2.486683	786
ME03Nov06EB2R1.486606	1099
ME24Oct00EB2R1.486660	1119
ME22Oct01EB2R1.486646	885
ME19Sep05EB2R2.486636	1234
ME26Sep01EB2R1.486628	1213
ME11Feb05EB2R1.486630	786
ME22Apr01EB1R2.486614	813
ME01Nov07EB1R2.486645	1103
ME17Jan01EB1R1.486696	720
ME29Apr09EB1R1.486682	1043
ME20Oct02EB1R1.486613	1047
ME07Aug08EB2R2.486629	1348
ME15Mar00EB1R2.486658	1076
ME13Mar01EB1R2.486603	902
ME06Aug04EB2R1.486637	1349
ME13May03EB1R1.486656	976
ME26Sep00EB2R1.486638	1297
ME28Nov00EB2R1.486666	1006
ME20Aug07EB2R2.486642	1100
ME11Nov03EB1R2.486632	1059
ME14Apr00EB1R1.486694	789
ME17Jul00EB1R1.486624	955
ME05Jun08EB1R2.486634	856
ME27Jun03EB1R1.486633	1142
ME07Aug03EB1R1.486643	1189
ME23Jul07EB2R2.486692	1189
ME08Sep03EB1R1.486607	1396
ME20Nov02EB1R1.486674	1076
ME3May11EB1R1.486623	1276
ME06Jun00EB1R2.486672	1054
ME29Jan10EB1R1.486625	842
ME15Oct03EB1R2.486690	1152
ME14Nov09EB1R2.486657	1291
ME11Jun04EB1R2.486626	1024
ME26Oct09EB2R1.486679	1149
ME30Jul09EB1R2.486678	1459
ME05Jun02EB1R2.486681	849
ME22Jun05EB2R2.486631	1268
ME29May07EB2R1.486689	1771
ME17Aug10EB1R1.486617	1491
ME02Sep04EB1R2.486665	1356
ME24Sep02EB1R1.486659	1504
ME06Nov01EB1R1.486653	1243
ME12Oct07EB1R2.486641	1624
ME02Oct08EB2R1.486602	1588
ME19Jan11EB1R1.486651	985
ME19Nov10EB1R1.486655	1212
ME30Sep04EB1R2.486627	1209
ME18May10EB1R2.486621	674
ME20Apr10EB1R2.486608	991
ME28Feb11EB1R1.486662	912
ME28Feb02EB1R2.486612	1009
ME11Apr05EB2R2.486609	1002
ME01Jul02EB1R1.486661	1016
ME3Dec10EB1R1.486693	954
ME1Jun11EB1R1.486685	1000
ME11May07EB1R2.486649	599
ME17Aug00EB2R1.486647	1166
ME14Sep10EB1R1.486601	1445
ME31Aug05EB2R1.486695	1346
ME26Feb10EB1R2.486605	794
ME10Oct05EB2R2.486663	1381
ME25May05EB2R2.486680	868
ME27Sep09EB2R1.486648	1053
ME13Aug01EB2R3.486677	1413
ME29Aug02EB1R1.486650	1439
ME04Jun01EB1R2.486615	876
ME09Jun03EB1R1.486644	938
ME02Aug05EB2R2.486671	1282
ME13Oct10EB1R1.486667	1302
ME26Jun09EB1R1.486616	1022
ME26Aug09EB1R2.486610	1325
ME15Jul10EB1R1.486618	1513
ME01Aug02EB1R1.486687	1271
ME27Sep07EB1R2.486604	1583
ME11May00EB1R2.486620	691
ME21May01EB2R2.486676	736
ME12Oct04EB1R2.486635	1146
ME15Jun10EB1R2.486691	893
ME09Jun06EB2R1.486670	819
ME02Jul01EB2R1.486619	853
ME17Apr02EB1R1.486668	783
ME25Jun07EB2R1.486622	905
ME19May04EB1R2.486669	738
ME09Jun09EB1R2.486654	750
