	observed_species
0109BCDNA.486539	1956
1101BCDNA.486582	1880
1910B.486502	1699
2610B.486561	1373
2601B.486514	1409
0707B.486583	1022
1512BCDNA.486548	1353
1503T.486488	1335
1409T.486587	1298
1910T.486471	1619
0803B.486445	1270
1208B.486533	1279
0802B.486524	1626
2105T.486491	672
2408T.486480	1389
2112T.486589	1513
0911T.486492	1330
1708B.486500	1358
2809T.486600	1291
0505T.486565	982
0710T.486554	1318
0109B.486504	1455
2408B.486546	1050
1210T.486461	1540
0206T.486458	501
1208T.486596	1234
2209T.486498	1521
1305T.486479	671
2206t.486478	973
0401B.486509	1266
2906B.486563	1058
2601TCDNA.486585	2132
0802TCDNA.486506	1612
1101TCDNA.486469	2142
0505TCDNA.486599	1038
0803TCDNA.486559	1867
0102TCDNA.486534	1982
2112TCDNA.486519	1599
1503TCDNA.486485	1580
2704TCDNA.486525	1090
2004TCDNA.486518	948
0103TCDNA.486508	1882
0802BCDNA.486477	1681
0401TCDNA.486486	2199
0803BCDNA.486551	1388
0912TCDNA.486517	2251
0911TCDNA.486465	1968
1512TCDNA.486595	1859
1801TCDNA.486568	2305
1210TCDNA.486464	1441
0704TCDNA.486571	1675
2610TCDNA.486457	1912
1204TCDNA.486459	1030
1204BCDNA.486523	1074
1708BCDNA.486553	1219
1409TCDNA.486592	1581
1910TCDNA.486549	1846
2809TCDNA.486511	1420
1208TCDNA.486581	1222
0102BCDNA.486538	1554
2105TCDNA.486451	1049
0103BCDNA.486452	1801
0401BCDNA.486528	1866
2604TCDNA.486574	1145
2906TCDNA.486537	839
2601BCDNA.486507	1505
0109TCDNA.486552	1236
0206BCDNA.486593	784
2408TCDNA.486493	1398
2704BCDNA.486579	219
2209TCDNA.486590	1868
2112BCDNA.486522	1927
0109T.486531	865
0709T.486499	1355
1101B.486578	1496
0707T.486496	1021
1307BCDNA.486573	1220
2408BCDNA.486572	1128
0710TCDNA.486446	1352
1305TCDNA.486463	645
2206TCDNA.486472	1117
0709TCDNA.486530	1542
0806TCDNA.486543	1010
0707BCDNA.486449	1347
1801B.486556	1623
1708T.486526	1175
0710B.486575	1111
2209BCDNA.486540	1433
0710BCDNA.486483	1123
0806BCDNA.486588	1009
1409BCDNA.486564	1570
2209B.486470	1080
1409B.486468	1116
0912BCDNA.486505	1574
0709BCDNA.486535	1525
1204B.486562	1262
2105BCDNA.486545	741
1708TCDNA.486577	1104
2604BCDNA.486474	1155
2004BCDNA.486544	1246
1208BCDNA.486462	1266
0704BCDNA.486487	1053
2906BCDNA.486473	1076
1305BCDNA.486542	931
0709B.486467	1426
0912B.486484	1419
1307T.486447	1312
2206B.486489	1150
2112B.486555	1360
1307B.486527	1053
0707TCDNA.486570	1103
1307TCDNA.486547	1140
2206BCDNA.486536	1021
0911BCDNA.486576	1680
2004B.486558	1000
2906T.486450	968
0505BCDNA.486494	1206
1512B.486495	1419
2809B.486513	1190
1210BCDNA.486594	1665
0206TCDNA.486550	759
2610BCDNA.486456	1787
1210B.486497	1214
1503BCDNA.486569	1791
0704B.486466	1446
2809BCDNA.486510	1133
2604T.486586	1059
0103B.486453	1437
0911B.486454	918
0102B.486580	1459
1910BCDNA.486516	1781
1801BCDNA.486490	1913
1503B.486566	1434
2704B.486455	1081
0505B.486591	977
1305B.486521	741
2105B.486448	1121
0206B.486460	930
0806B.486597	1061
