	observed_species
UQ514.591113	690
UQ423.591014	1440
UQ517.591071	1027
UQ223.591039	729
UQ301.591067	1747
UQ001.591110	1202
UQ351.591052	1413
UQ11127.591048	774
UQ11117.0.8.591087	673
UQ864.591118	711
UQ857.591019	872
UQ11125.591037	839
UQ11012.591099	676
UQ870.591084	969
UQ11123.1.4.591077	1044
UQ866.591116	955
UQ11111.2.9.591102	949
UQ632.591055	1221
UQ510.591117	659
UQ888.591108	905
UQ461.591064	1190
UQ134.591061	1256
UQ496.591051	1107
UQ291.591085	1215
UQ865.591076	1099
UQ631.591032	1242
UQ801.591080	1112
UQ842.591091	1344
UQ173.591012	1178
UQ599.591029	1318
UQ272.591081	1287
UQ586.591098	1430
UQ203.591028	1146
UQ356.591025	997
UQ833.591112	1980
UQ862.591074	1167
UQ556.591060	1020
UQ322.591053	1589
UQ878.591106	977
UQ804.591057	1039
UQ626.591008	980
UQ491.591069	1270
UQ523.591103	1428
UQ873.591020	898
UQ609.591093	720
UQ288.591065	1119
UQ845.591063	1025
UQ299.591123	1352
UQ362.591095	1265
UQ234.591042	1139
UQ802.591100	1052
UQ863.591086	975
UQ089.591079	1162
UQ392.591120	1173
UQ215.591056	1327
UQ330.591024	1263
UQ578.591010	1880
UQ861.591101	1109
UQ879.591011	1009
UQ168.591031	1597
UQ279.591097	1397
UQ409.591088	1617
UQ585.591017	1190
UQ843.591027	1658
UQ592.591044	1191
UQ249.591094	995
UQ377.591043	1646
UQ269.591022	1539
UQ829.591083	1109
UQ422.591126	1120
UQ373.591062	1311
UQ892.591121	1835
UQ886.591122	942
UQ040.591023	1597
UQ867.591107	1417
UQ562.591013	1002
UQ11108.1.6.591033	792
UQ11007.591015	1218
UQ11017.591059	815
UQ856.591089	1008
UQ11010.591049	774
UQ11020.591030	704
UQ872.591125	874
UQ11015.591035	910
UQ11126.0.3.591124	947
UQ262.591092	2120
UQ271.591016	1841
UQ855.591127	1238
UQ184.591034	1423
UQ014.591073	1686
UQ405.591072	1239
UQ013.591070	956
UQ841.591040	1911
UQ298.591021	1528
UQ171.591075	1675
UQ521.591036	1281
UQ361.591058	1522
UQ085.591007	2109
UQ382.591105	1772
UQ852.591111	1272
UQ100.591068	1284
UQ415.591066	1871
UQ825.591090	1363
UQ807.591026	1178
UQ832.591045	1083
UQ858.591047	1062
UQ302.591115	1620
UQ817.591114	1477
UQ818.591096	1379
UQ311.591082	1111
UQ871.591078	944
UQ205.591050	655
UQ246.591046	1066
