	observed_species
sp1376.486216	11073
sp1288.486416	7629
sp1626.486182	9202
sp0346.486328	5996
sp1590.486295	8043
sp0758.486336	8239
sp1617.486356	6655
sp1400.486307	8206
sp0343.486402	6797
sp1554.486441	7371
sp1529.486398	9197
sp0341.486201	5948
sp1640.486282	7477
sp1029.486384	7771
sp0342.486270	6429
sp1395.486290	5653
sp0379.486267	4957
sp1036.486230	5226
sp0753.486213	8806
sp0702.486196	8925
sp1636.486303	8258
sp0715.486292	8715
sp0722.486437	8901
sp1645.486411	6325
sp1348.486259	8714
sp1601.486298	8705
sp1613.486428	8892
sp1338.486297	8026
sp0701.486321	8496
sp1648.486288	9084
sp1599.486211	7033
sp0757.486198	7733
sp1535.486229	10078
sp1620.486375	8671
sp1614.486194	8128
sp1934.486258	5777
sp1611.486208	8080
sp1308.486403	8864
sp1927.486440	9203
sp1163.486226	9858
sp1384.486214	7232
sp1612.486311	8129
sp1404.486289	7305
sp1006.486250	8865
sp1010.486203	6838
sp1647.486202	9204
sp1013.486180	8056
sp0380.486333	5433
sp1637.486415	6182
sp1649.486344	7884
sp1642.486358	9294
sp1597.486210	6805
sp0344.486275	6246
sp0325.486283	5837
sp1310.486370	7628
sp1389.486332	8913
sp1309.486291	6995
sp0340.486431	7932
sp1936.486277	7761
sp1380.486345	9075
sp1275.486249	10382
sp1533.486324	7891
sp0193.486346	9375
sp1012.486429	7559
sp1378.486443	9711
sp0381.486399	6837
sp1639.486263	7412
sp0754.486442	7315
sp0333.486377	5807
sp1158.486285	9917
sp1635.486331	8219
sp0372.486183	7340
sp1520.486187	7383
sp1018.486432	4632
sp1020.486386	7733
sp1268.486379	7645
sp1374.486238	7745
sp1580.486394	7269
sp1039.486361	6336
sp1016.486371	6738
sp1546.486255	7704
sp1587.486381	7544
sp1344.486310	7033
sp1929.486205	8496
sp0352.486373	8445
sp1273.486391	8672
sp0353.486397	7245
sp1017.486420	8971
sp1540.486393	8615
sp1100.486363	5732
sp1145.486243	7408
sp1598.486296	7395
sp1933.486247	6738
sp1007.486430	8291
sp1019.486376	5591
sp0310.486188	6753
sp1560.486323	9191
sp1083.486405	6536
sp1087.486355	7425
sp1392.486284	7169
sp0371.486309	5913
sp1584.486241	8551
sp1935.486366	9077
sp1281.486220	10098
sp0339.486335	5489
sp1279.486418	8752
sp1276.486300	7500
sp1386.486207	6589
sp1553.486218	6842
sp0740.486269	8086
sp1004.486317	7060
sp1568.486318	6563
sp1035.486242	4561
sp1021.486237	6102
sp0373.486264	2924
sp1576.486330	8358
sp1399.486265	4417
sp1027.486352	6675
sp1377.486262	4779
sp1274.486227	7106
sp1023.486233	5710
sp1038.486271	4536
sp1547.486299	7273
sp1566.486301	8746
sp1585.486412	7853
sp1015.486184	6637
sp1282.486419	7207
sp1098.486349	7385
sp0345.486199	6485
sp1034.486257	5233
sp1011.486327	5075
sp1379.486260	4719
sp1272.486351	9072
sp1932.486239	8252
sp1014.486389	1200
sp0384.486179	5423
sp0368.486276	3650
sp0351.486252	5105
sp0347.486329	2665
sp1295.486192	41
sp0355.486236	1163
sp0375.486206	69
sp0374.486387	170
sp1030.486231	34
sp1032.486326	65
sp1610.486287	12
sp1542.486200	26
sp1931.486248	7
sp0376.486338	11
sp1609.486322	6
