	observed_species
SA2y.609499	979
IM1y.609479	463
SG2z.609240	335
SG1x.609544	329
IG2x.609355	665
SG5x.609577	320
IC1y.609256	792
IE2y.609281	635
IA1x.609410	767
IL5z.609270	565
IB2x.609246	631
IA1z.609463	640
IA3z.609454	725
IE2x.609481	892
IC1x.609636	666
IM1z.609311	558
SC1y.609551	815
SC1z.609220	1003
IG2z.609286	561
SA1x.609225	1040
IE2z.609290	693
II3y.609450	667
IM1x.609675	487
ID1y.609560	1287
IG2y.609646	628
IE1z.609403	1260
IE5y.609511	618
IG1y.609552	490
IK4x.609280	1016
II3x.609655	599
SD1z.609300	536
SE4x.609433	407
SF5y.609598	244
SG5z.609605	229
IA4y.609456	507
SF5z.609557	190
SB5z.609215	628
SH5x.609524	288
SI2y.609250	420
SG4x.609406	352
IF4x.609564	383
SH4x.609461	316
SF3z.609475	483
IG4z.609380	521
IC5x.609316	422
SC2z.609369	757
SB5y.609418	599
SD4y.609620	331
SC2y.609362	706
IA2z.609650	655
IC2z.609531	566
IE3z.609444	566
IA3x.609432	643
IB4x.609660	421
ID3y.609610	553
SD4x.609382	905
SA2x.609284	863
SD5x.609283	1060
SA3z.609492	794
SD5y.609394	643
IB5z.609342	311
SA5z.609277	705
SE1z.609547	544
SI1z.609617	675
SJ1x.609315	753
IA5z.609632	375
SI1y.609370	597
IG1x.609304	596
SG1y.609674	291
SF1x.609507	261
SG1z.609411	327
ID5y.609445	526
IB2y.609431	516
IB2z.609333	533
IB1z.609673	564
ID5x.609320	365
IB3y.609358	337
IB4y.609623	436
IA2y.609266	611
IK5x.609373	462
IH4x.609402	374
IB1y.609485	509
IB4z.609213	411
IE4y.609330	680
IG5y.609228	416
IG3z.609241	565
IK5z.609590	421
IA4x.609581	549
IB3x.609583	310
IF3x.609473	331
IB3z.609222	425
SF1y.609247	286
IH4z.609278	476
IB5y.609318	489
SA1y.609391	949
SK1y.609597	631
SA1z.609601	1054
SI1x.609314	555
SB1x.609658	675
SH1x.609677	726
SK1x.609627	498
SK1z.609571	512
SC2x.609413	1003
IH1z.609255	535
SA4y.609665	824
SF1z.609540	331
IE3x.609535	510
Y4ntc.H12.609526	112
SH1y.609322	616
IL1y.609676	593
ID4y.609379	601
SB1y.609244	768
IH1x.609425	452
Y3ntc.H12.609353	501
IC2x.609664	577
SD2y.609628	597
IE5x.609626	350
IF1y.609341	481
SB4y.609556	714
ID5z.609483	214
SJ5z.609428	435
SG3y.609613	552
SB2x.609396	701
SJ1y.609423	631
SH2y.609593	564
IM4z.609442	1031
SH2z.609223	490
SA4z.609529	822
SH3y.609466	453
SE2y.609611	626
IL4x.609385	648
SI2z.609303	489
SB4z.609582	429
SK2x.609419	542
IM2x.609366	591
IC3y.609404	502
IF2x.609453	494
SJ5x.609474	438
IH2x.609397	518
IJ5x.609407	347
SH2x.609298	483
SC3x.609372	635
IL1z.609249	763
II4x.609546	551
SI2x.609478	488
IE4z.609233	693
II4y.609595	481
IL3z.609426	479
SB2y.609669	921
SJ1z.609422	676
SK2z.609257	603
IL3x.609289	453
SF3y.609532	469
SJ2z.609561	513
IF2y.609216	495
IH3x.609243	394
SA5x.609538	722
IL2x.609295	392
SJ3z.609602	509
IE3y.609459	499
IL2z.609643	487
II4z.609604	475
SG3z.609408	426
IM5x.609229	813
SH3x.609448	537
IL5x.609224	485
SJ2x.609368	457
IL4y.609377	465
SB3y.609619	677
SB2z.609251	809
IH2y.609293	533
IH3z.609489	408
SF3x.609399	487
IM5z.609262	928
SJ3x.609434	429
IG5z.609642	504
ID3x.609579	623
SA4x.609398	909
IF1z.609287	540
IM4y.609630	797
SH3z.609263	536
IL5y.609336	519
SK2y.609455	579
IE4x.609254	420
SI3x.609313	449
SB3x.609265	721
IG1z.609331	599
IJ5z.609498	449
SB3z.609645	701
SJ4y.609234	500
SJ2y.609549	489
SI3y.609449	533
SC3y.609427	607
SJ5y.609227	452
SB4x.609550	663
IM4x.609352	589
IG3y.609608	572
IF1x.609563	379
SE2x.609599	649
SE3y.609609	470
II3z.609302	604
SE2z.609288	612
IM5y.609662	823
SE5x.609381	362
ID4x.609261	476
SG3x.609285	535
IH4y.609378	411
SC3z.609496	577
SJ4x.609477	442
IH2z.609523	478
II5y.609384	465
IC2y.609596	558
SE4y.609536	453
IA4z.609666	511
IJ5y.609500	445
SI5x.609640	287
IG5x.609395	420
IG3x.609306	620
II5x.609274	488
SE3z.609574	566
IC3x.609464	536
II5z.609510	532
SI3z.609554	564
IC3z.609337	469
SE3x.609253	412
IH3y.609468	444
SJ4z.609565	368
SJ3y.609350	482
IK5y.609237	428
SG4z.609363	302
IH1y.609301	505
SE4z.609612	472
SG2y.609443	383
SI5y.609268	304
IE5z.609245	426
SI5z.609252	283
SB1z.609389	800
SI4x.609678	401
SA3x.609401	743
SI4z.609472	326
SI4y.609614	343
SF4y.609573	336
SH5z.609429	337
SG5y.609671	249
IF5x.609236	330
IC5y.609361	230
SF5x.609357	235
SF2y.609296	388
SF2z.609543	399
SA3y.609452	687
SF2x.609424	347
IF3y.609430	317
waterfilter.IB.80.609347	1
SH5y.609356	290
SF4x.609294	355
SG4y.609279	335
SE5z.609624	313
SE5y.609405	298
IA5y.609338	363
SH4z.609586	292
SH4y.609648	324
SF4z.609260	342
IF4y.609539	417
IF5y.609232	231
IF3z.609324	325
IF5z.609371	299
IN2z.609465	1
SL5y.609567	1
IF2z.609437	96
IN2y.609501	1
waterfilter.IE.50.609528	1
SL4z.609231	1
SM1y.609332	1
SO3y.609367	3
SO3x.609512	1
SL1x.609221	1
SK5z.609214	1
waterfilter.IC.120.609307	1
SN3x.609494	1
SN3z.609530	2
waterfilter.IH.50.609663	2
SL3x.609269	1
waterfilter.ID.50.609495	1
IA3y.609516	1
waterfilter.IK.50.609638	1
waterfilter.IL.50.609525	1
IM2z.609326	1
SN5x.609470	1
SO2y.609271	1
IO2z.609659	1
SM4y.609622	1
SM3z.609634	1
SN4z.609329	1
BisonFeces3.609521	1
