	observed_species
ME24Feb09EB1R2.486688	13087
ME04May06EB2R1.486611	7386
ME08Nov05EB2R1.486664	13175
ME22Aug06EB2R1.486686	6606
ME08Sep06EB2R1.486640	10968
ME07May02EB1R2.486683	8084
ME03Nov06EB2R1.486606	9077
ME24Oct00EB2R1.486660	12761
ME22Oct01EB2R1.486646	10988
ME19Sep05EB2R2.486636	16165
ME26Sep01EB2R1.486628	14380
ME11Feb05EB2R1.486630	9928
ME22Apr01EB1R2.486614	6266
ME01Nov07EB1R2.486645	9674
ME17Jan01EB1R1.486696	11230
ME29Apr09EB1R1.486682	6354
ME20Oct02EB1R1.486613	15014
ME07Aug08EB2R2.486629	12762
ME15Mar00EB1R2.486658	9477
ME13Mar01EB1R2.486603	6717
ME06Aug04EB2R1.486637	17178
ME13May03EB1R1.486656	10801
ME26Sep00EB2R1.486638	12198
ME28Nov00EB2R1.486666	11436
ME20Aug07EB2R2.486642	7250
ME11Nov03EB1R2.486632	13243
ME14Apr00EB1R1.486694	8161
ME17Jul00EB1R1.486624	10862
ME05Jun08EB1R2.486634	8695
ME27Jun03EB1R1.486633	14954
ME07Aug03EB1R1.486643	13873
ME23Jul07EB2R2.486692	8178
ME08Sep03EB1R1.486607	15915
ME20Nov02EB1R1.486674	15200
ME3May11EB1R1.486623	38286
ME06Jun00EB1R2.486672	14507
ME29Jan10EB1R1.486625	11233
ME15Oct03EB1R2.486690	13466
ME14Nov09EB1R2.486657	11039
ME11Jun04EB1R2.486626	9811
ME26Oct09EB2R1.486679	15202
ME30Jul09EB1R2.486678	19684
ME05Jun02EB1R2.486681	8544
ME22Jun05EB2R2.486631	12663
ME29May07EB2R1.486689	9943
ME17Aug10EB1R1.486617	14744
ME02Sep04EB1R2.486665	17107
ME24Sep02EB1R1.486659	20312
ME06Nov01EB1R1.486653	14674
ME12Oct07EB1R2.486641	19450
ME02Oct08EB2R1.486602	15926
ME19Jan11EB1R1.486651	14654
ME19Nov10EB1R1.486655	12654
ME30Sep04EB1R2.486627	13176
ME18May10EB1R2.486621	7880
ME20Apr10EB1R2.486608	9274
ME28Feb11EB1R1.486662	9580
ME28Feb02EB1R2.486612	11820
ME11Apr05EB2R2.486609	10844
ME01Jul02EB1R1.486661	11865
ME3Dec10EB1R1.486693	9548
ME1Jun11EB1R1.486685	13923
ME11May07EB1R2.486649	7283
ME17Aug00EB2R1.486647	11334
ME14Sep10EB1R1.486601	15750
ME31Aug05EB2R1.486695	16786
ME26Feb10EB1R2.486605	9858
ME10Oct05EB2R2.486663	14064
ME25May05EB2R2.486680	11813
ME27Sep09EB2R1.486648	13592
ME13Aug01EB2R3.486677	18166
ME29Aug02EB1R1.486650	16735
ME04Jun01EB1R2.486615	13971
ME09Jun03EB1R1.486644	11922
ME02Aug05EB2R2.486671	14823
ME13Oct10EB1R1.486667	12507
ME26Jun09EB1R1.486616	13845
ME26Aug09EB1R2.486610	16537
ME15Jul10EB1R1.486618	16020
ME01Aug02EB1R1.486687	12835
ME27Sep07EB1R2.486604	14834
ME11May00EB1R2.486620	7931
ME21May01EB2R2.486676	7655
ME12Oct04EB1R2.486635	11773
ME15Jun10EB1R2.486691	9557
ME09Jun06EB2R1.486670	5701
ME02Jul01EB2R1.486619	9336
ME17Apr02EB1R1.486668	8411
ME25Jun07EB2R1.486622	9184
ME19May04EB1R2.486669	8107
ME09Jun09EB1R2.486654	8232
ME10May08EB1R1.486639	23
ME08Jul04EB1R2.486673	41
ME04Dec09EB1R3.486684	3
ME13Jul06EB2R1.486675	4
ME06Oct06EB2R1.486652	7
