	observed_species
W.1.2.S.E.3.479758	11233
N.1.2.H.E.2.479779	10909
W.1.3.S.E.1.479717	13878
T.1.2.H.E.5.479588	9941
N.3.1.S.E.1.479759	13285
T.3.1.S.E.4.479798	24816
T.2.1.S.E.1.479730	19066
T.2.2.S.E.1.479587	16674
W.2.2.H.E.3.479634	19088
W.2.3.H.E.2.479911	12952
W.2.1.S.E.4.479933	10853
T.2.2.S.E.2.479600	12387
N.1.1.S.E.3.479921	17907
T.2.1.S.E.4.479733	19689
W.3.1.S.E.5.479839	13656
T.2.1.S.E.5.479605	10838
N.3.3.S.E.5.479724	18600
W.1.2.S.E.4.479688	15039
T.2.2.H.E.5.479598	11183
W.2.3.S.E.4.479885	8898
W.3.1.S.E.2.479623	14254
T.3.2.S.E.3.479740	14380
T.2.3.S.E.4.479569	14314
W.1.1.S.E.5.479914	15243
W.1.2.S.E.1.479857	13499
W.2.3.S.E.3.479570	9734
N.2.2.H.E.2.479580	15855
W.3.2.S.E.3.479808	15542
N.1.3.S.E.4.479853	17733
N.3.1.S.E.5.479809	12874
T.2.3.S.E.5.479645	13203
N.1.3.S.E.5.479908	14783
T.3.3.S.E.4.479633	12756
W.1.3.S.E.3.479566	10046
W.2.3.S.E.5.479861	13090
N.2.1.S.E.3.479882	16733
N.1.1.H.E.4.479858	10713
W.3.1.S.E.3.479663	17907
T.2.1.S.E.2.479751	21455
N.3.2.S.E.5.479599	18346
W.1.3.S.E.5.479694	16388
T.2.1.S.E.3.479603	16485
N.3.2.S.E.1.479617	19245
N.3.3.S.E.3.479718	9077
N.2.3.S.E.1.479584	18486
N.2.1.S.E.1.479679	15232
T.2.2.S.E.3.479586	7863
W.3.1.S.E.4.479881	17998
T.3.2.S.E.1.479727	16579
N.2.1.S.E.2.479821	13747
BMC.8.5T.2.1.479686	29647
N.2.1.S.E.4.479693	16822
N.1.1.S.E.2.479769	12376
T.1.3.H.E.3.479615	7511
W.2.3.S.E.1.479594	11105
N.2.3.S.E.2.479756	14732
N.3.2.S.E.3.479876	11833
T.2.3.S.E.1.479590	3827
N.1.3.S.E.1.479563	16235
T.1.1.H.E.1.479916	12150
T.3.1.S.E.1.479762	22737
W.1.1.S.E.2.479917	17925
W.3.2.S.E.5.479698	13529
T.2.3.H.P.4.479879	11234
N.1.3.H.E.1.479666	19955
T.2.3.S.E.3.479852	17415
W.1.1.S.E.4.479583	9939
N.2.3.H.P.2.479815	10417
N.1.2.S.E.3.479640	14726
T.2.3.S.E.2.479918	8245
N.1.2.S.E.2.479866	16086
LbH.479699	21882
W.2.2.S.E.5.479819	15964
W.2.1.H.E.1.479897	20496
N.3.3.H.E.3.479577	6091
N.1.1.S.E.5.479646	11909
W.2.2.H.E.4.479799	11817
W.2.3.H.E.1.479856	9149
LbI.479667	20378
W.2.3.H.E.5.479700	10624
W.1.1.H.E.3.479837	4358
Phylospora.comosa.3.2.479647	6680
T.2.2.H.E.4.479648	13941
T.3.1.S.E.5.479732	24892
T.3.1.H.E.2.479593	13535
BMC.8.5T.17.1.479870	35196
BMC.8.5T.23.3.479572	32180
BMC.8.1T.11.2.479704	30777
BMC.8.1T.30.2.479811	24482
BMC.7.5T.18.2.479695	31914
Soil.NIL.100.N.10.3.479723	19262
BMC.7.5T.21.1.479641	38635
BMC.7.1T.26.3.479589	26654
Soil.NIL.100.N.22.1.479760	25244
BMC.8.5T.2.2.479789	26503
T.3.1.H.P.1.479672	17371
BMC.8.1T.30.1.479901	25795
BMC.8.1T.30.3.479844	20813
BMC.8.5T.23.1.479635	26016
BMC.7.5T.18.3.479735	25606
BMC.7.1T.26.1.479766	26757
BMC.8.5T.23.2.479832	31694
BMC.7.1T.26.2.479923	30430
BMC.7.1T.3.2.479886	38902
BMC.7.5T.5.3.479929	27591
BMC.7.1T.20.3.479860	17199
Soil.NIL.100.N.10.2.479845	17662
BMC.7.5T.21.2.479621	26950
Soil.NIL.100.N.10.1.479705	22317
T.2.3.H.P.5.479661	16814
BMC.8.1T.11.3.479872	21626
BMC.7.5T.18.1.479585	24111
BMC.7.1T.3.1.479927	34996
T.3.1.H.P.4.479898	11892
Soil.NIL.100.N.22.2.479722	24786
BMC.8.5T.17.3.479794	31023
T.3.1.H.E.3.479664	18188
BbC.479806	14547
T.3.1.S.E.2.479784	22450
T.3.1.H.E.1.479880	15651
BMC.7.5T.5.1.479912	22407
BMC.7.1T.3.3.479703	22215
BMC.8.5T.17.2.479596	29917
BMC.8.5T.2.3.479883	25699
Soil.NIL.100.N.22.3.479899	24149
T.2.2.H.P.4.479755	14985
Soil.NIL.100.N.14.1.479683	29891
T.3.1.S.E.3.479743	19795
T.3.2.H.E.4.479770	18105
BMC.7.5T.21.3.479716	23608
T.3.2.H.E.1.479865	21258
T.3.1.H.P.2.479656	16963
BMC.7.1T.20.2.479928	23402
T.3.1.H.P.5.479903	15015
T.3.2.H.E.5.479930	17979
T.2.2.S.E.4.479746	15827
T.3.3.S.E.2.479701	13521
T.1.2.S.E.1.479677	12183
T.2.1.H.P.1.479669	5266
LuE.479902	19118
W.1.2.S.E.2.479854	12720
N.2.2.S.E.5.479890	20515
T.1.3.S.E.1.479785	8633
N.1.3.S.E.2.479887	14136
W.2.1.H.E.4.479622	9006
T.3.3.S.E.5.479820	15959
W.2.1.S.E.3.479711	13019
N.2.2.S.E.1.479632	15431
N.2.1.S.E.5.479687	13848
W.3.2.S.E.1.479639	13788
LuA.479576	17028
T.3.1.H.E.5.479662	17733
Soil.NIL.100.N.14.3.479602	23590
T.2.1.H.P.4.479864	13255
Lb226.479843	14782
T.3.3.H.P.5.479725	11113
BbB.479803	15779
Phylospora.comosa.4.1.479674	9916
T.3.2.H.P.3.479720	9104
T.2.3.H.P.3.479831	13047
W.3.2.H.E.1.479925	21057
N.3.1.S.E.4.479877	13529
W.1.1.S.E.3.479606	22279
N.2.3.S.E.3.479749	18197
N.1.2.S.E.1.479658	19445
W.3.2.S.E.2.479939	15444
N.3.2.S.E.2.479627	14541
LbF.479932	17199
W.3.2.H.E.2.479868	14690
N.2.1.H.E.5.479636	9935
BbA.479896	14694
T.1.1.S.E.1.479873	13151
Lu225.479575	13779
BuI.479604	16010
W.2.3.H.E.4.479937	14599
N.1.1.S.E.1.479629	15764
LuD.479567	18855
T.1.2.S.E.3.479668	9490
W.1.3.S.E.4.479895	10579
N.1.3.H.E.3.479754	10946
N.2.3.S.E.5.479830	17001
T.1.1.S.E.2.479714	8344
T.1.2.H.E.3.479835	9539
N.1.1.H.E.1.479708	15467
T.2.3.H.E.3.479745	15495
T.1.2.S.E.2.479595	12305
N.1.1.H.E.5.479654	9690
T.2.1.H.E.2.479651	11037
Bu176.479788	13883
T.1.2.S.E.4.479778	12557
N.3.3.S.E.2.479753	7790
T.3.3.H.E.4.479710	9916
T.2.3.H.P.1.479692	11616
T.3.3.H.P.4.479818	9458
T.1.1.S.E.5.479625	11449
W.1.2.H.E.1.479707	5478
T.3.3.H.P.3.479863	11001
T.3.3.H.P.2.479739	8449
W.2.2.S.E.1.479620	5616
T.3.3.H.E.1.479888	9317
T.1.1.H.E.3.479893	13220
T.1.1.H.E.5.479673	10210
BbD.479792	15607
T.1.2.H.E.4.479709	9663
T.3.2.S.E.2.479773	14814
T.2.3.H.E.1.479905	13990
T.1.3.S.E.5.479738	9632
T.2.1.H.P.5.479702	7269
T.1.3.H.E.1.479761	7824
W.2.2.H.E.5.479609	17456
W.3.2.S.E.4.479926	17148
N.2.3.S.E.4.479650	16730
T.3.3.H.E.2.479875	9187
W.3.2.H.E.3.479612	17959
T.1.1.S.E.4.479628	12194
N.2.3.H.P.5.479836	6234
N.1.3.H.E.5.479922	11519
T.1.3.H.E.5.479729	13312
N.2.3.H.E.2.479697	17580
T.1.2.H.E.1.479630	8394
W.3.1.H.E.4.479793	17845
T.3.3.H.P.1.479626	12782
T.1.2.H.E.2.479913	10430
W.2.1.H.E.2.479741	7420
T.2.1.H.E.4.479833	8110
T.1.3.S.E.3.479822	11659
T.2.1.H.E.3.479786	10197
T.1.1.H.E.2.479849	15165
N.2.3.H.E.5.479846	11889
N.3.2.H.E.4.479731	4267
T.2.2.H.E.1.479568	10952
T.1.3.H.E.4.479934	9240
T.3.2.H.P.1.479665	11198
T.3.2.H.P.5.479744	9793
W.2.1.S.E.2.479565	9037
W.3.1.S.E.1.479801	17333
T.3.2.S.E.4.479931	15104
T.2.2.H.P.3.479579	15599
N.3.3.H.E.1.479721	5358
N.1.3.H.E.2.479936	12995
W.2.1.H.E.3.479804	11558
T.1.2.S.E.5.479564	11967
T.3.3.S.E.1.479659	13790
T.2.1.H.P.2.479653	9759
N.3.3.S.E.1.479780	8119
T.3.3.H.E.5.479787	10135
T.2.3.H.E.5.479862	6860
W.1.1.H.E.5.479736	7704
W.3.2.H.E.5.479713	16167
W.2.2.S.E.3.479613	10481
W.2.2.S.E.4.479675	9622
T.3.3.H.E.3.479909	11701
Lu229.479884	7878
W.3.1.H.E.1.479737	10150
W.2.1.S.E.1.479904	10260
T.2.1.H.E.1.479767	10596
N.2.2.H.E.3.479592	12630
T.2.2.H.P.5.479915	13540
T.1.3.S.E.2.479775	11365
N.2.3.H.E.4.479684	15942
N.2.1.H.E.3.479678	8880
N.3.1.H.E.2.479614	6395
N.3.1.S.E.3.479805	5505
N.2.2.H.E.4.479671	7513
N.2.3.H.E.1.479826	7219
T.1.3.H.E.2.479638	601
T.2.3.H.E.4.479900	6083
Phylospora.comosa.3.3.479618	80
Phylospora.comosa.2.2.479892	43
Phylospora.comosa.4.3.479610	5
N.3.3.H.E.5.479748	8
Phylospora.comosa.1.1.479768	27
Phylospora.comosa.3.1.479571	42
Phylospora.comosa.1.4.479797	5
Phylospora.comosa.4.2.479800	2
Phylospora.comosa.3.4.479935	1
Phylospora.comosa.1.3.479823	7
N.3.3.H.E.2.479874	3
BuJ.479560	1
N.1.3.H.E.4.479814	5
Phylospora.comosa.2.1.479771	1
