	observed_species
SBS2.REF.MIN.414823	17454
SBS1.REF.MIN.414828	16842
SBS2.OM2C0.MIN.414812	21027
SBS3.OM2C0.ORG.414816	18722
SBS3.OM2C0.MIN.414833	16375
SBS2.OM2C0.ORG.414820	9218
IDF3.OM2C0.MIN.414819	20627
SBS3.REF.MIN.414815	16910
SBS1.OM2C0.ORG.414817	16454
SBS1.OM2C0.MIN.414814	15260
IDF1.OM2C0.MIN.414824	20523
IDF1.REF.MIN.414821	18406
IDF3.REF.MIN.414825	22325
IDF3.REF.ORG.414811	22035
IDF1.REF.ORG.414826	20068
IDF2.REF.ORG.414834	24812
SBS1.REF.ORG.414831	16819
SBS2.REF.ORG.414818	15576
IDF2.REF.MIN.414827	20865
IDF1.OM2C0.ORG.414813	24300
IDF2.OM2C0.ORG.414829	24263
SBS3.REF.ORG.414832	23944
IDF3.OM2C0.ORG.414822	19829
IDF2.OM2C0.MIN.414830	18002
