	observed_species
C7.5m.L3.608682	563
C8.0m.L3.608790	525
C10.10m.L3.608780	549
C8.10m.L3.608699	521
C7.0m.L3.608803	537
C8.5m.L3.608786	532
AcidMid3.L3.608759	607
IC1.S1.L3.608771	535
IC3.S2.L3.608700	588
AcidLow1.L3.608795	543
IC2.S3.L3.608740	564
IC1.S3.L3.608714	596
IC3.S3.L3.608721	559
C11.10m.G3.608800	447
AcidCtrl3.G3.608736	512
C8.3m.G3.608732	526
C11.3m.G3.608778	497
C7.3m.G3.608756	456
C9.10m.G3.608788	244
C11.0m.G3.608798	405
C7.10m.G3.608723	462
C10.0m.G3.608801	347
C7.5m.G3.608784	383
C6.5m.L3.608698	560
C6.10m.L3.608729	522
IC2.S2.G3.608763	604
AcidCtrl1.L3.608749	476
IC4.S1.G3.608762	435
AcidCtrl1.G3.608758	441
IC4.S3.L3.608766	497
IC2.S3.G3.608785	368
AcidCtrl2.L3.608711	443
C7.10m.L3.608683	552
C8.3m.L3.608718	516
C6.3m.L3.608730	568
C11.3m.L3.608676	543
C9.3m.L3.608695	547
AcidMid1.L3.608692	520
IC3.S1.L3.608715	629
IC1.S2.L3.608707	577
IC4.S1.L3.608693	555
AcidMid2.L3.608773	564
IC2.S2.L3.608701	530
IC2.S1.L3.608781	423
AcidLow2.L3.608708	547
C10.10m.G3.608688	437
C7.0m.G3.608794	399
C9.5m.G3.608767	461
C7.3m.L3.608722	549
C10.3m.G3.608737	452
C9.3m.G3.608685	382
AcidMid1.G3.608753	451
AcidCtrl2.G3.608679	269
IC1.S3.G3.608761	284
IC4.S2.G3.608757	643
IC2.S1.G3.608802	458
IC4.S3.G3.608733	542
AcidMid3.G3.608779	465
AcidLow2.G3.608750	452
AcidLow3.L3.608697	538
AcidCtrl3.L3.608710	514
IC3.S1.G3.608709	580
C11.5m.G3.608755	458
C10.5m.G3.608712	407
C8.5m.G3.608789	356
C9.5m.L3.608746	493
C8.10m.G3.608691	393
C6.3m.G3.608727	480
C6.10m.G3.608751	433
AcidLow3.G3.608787	392
IC3.S3.G3.608731	535
IC1.S2.G3.608703	282
C9.10m.L3.608775	545
C10.3m.L3.608704	518
IC1.S1.G3.608776	526
IC4.S2.L3.608768	594
C11.0m.L3.608741	497
C8.0m.G3.608726	231
C11.10m.L3.608793	519
C9.0m.G3.608738	218
C10.5m.L3.608735	490
C9.0m.L3.608804	341
C11.5m.L3.608678	403
IC3.S2.G3.608760	233
AcidLow1.G3.608734	81
