	observed_species
KH7.488307	1087
KH61.488323	1024
KH31.488278	1016
KH37.488286	1044
KH6.488262	1085
KH24.488285	1019
KH48.488300	945
KH40.488263	1114
KH64.488299	1011
KH52.488267	1019
KH2.488302	1054
KH33.488289	1040
KH15.488292	1027
KH23.488264	1070
KH13.488281	1101
KH14.488284	1019
KH44.488298	1008
KH56.488294	968
KH28.488276	1017
KH42.488308	1105
KH51.488291	1059
KH36.488282	1029
KH9.488318	981
KH29.488306	1083
KH55.488272	1033
KH25.488287	1035
KH50.488309	1039
KH8.488301	1024
KH3.488305	1019
KH35.488280	1084
KH19.488277	1078
KH21.488310	1040
KH59.488283	1012
KH34.488293	1067
KH1.488321	1049
KH10.488266	933
KH47.488324	1005
KH39.488312	1047
KH18.488275	1041
KH54.488290	977
KH38.488313	981
KH27.488296	1015
KH30.488265	1052
KH49.488322	1031
KH60.488319	1053
KH12.488316	1063
KH58.488297	961
KH43.488315	978
KH20.488317	1095
KH26.488320	1028
KH17.488279	1075
KH53.488271	1103
KH41.488303	987
KH11.488288	1100
KH4.488274	1064
KH22.488268	1033
KH45.488261	1000
KH46.488269	1039
KH63.488311	1005
KH65.488325	950
KH16.488295	1070
KH32.488273	1072
KH57.488314	967
KH62.488304	908
