	observed_species
SB5x.609616	121
IO3y.609392	623
SC5z.609417	525
IN3z.609349	488
SC5x.609490	587
IN3x.609625	368
SC5y.609631	546
IO3z.609656	489
IN5y.609420	425
IO5y.609345	394
IO4y.609259	449
SD1x.609272	430
SC4x.609469	453
SC4z.609312	494
SC4y.609670	467
IO1y.609344	354
SD4z.609502	230
SD2z.609458	345
SD5z.609566	251
IC5z.609639	133
SD2x.609600	311
SD1y.609436	448
IO3x.609441	534
II2y.609476	365
II1y.609415	290
IJ1x.609447	558
IN5x.609514	482
IO5x.609559	431
IO1x.609393	369
IN4z.609513	418
SE1y.609440	351
IO5z.609509	431
IO1z.609239	310
IO4x.609435	360
IN5z.609667	481
IO4z.609387	418
SD3x.609603	525
IJ1z.609325	473
IA5x.609383	182
IJ2z.609537	501
IJ1y.609291	470
IJ3y.609446	414
IN3y.609607	583
SD3y.609668	371
IE1y.609335	333
SH1z.609364	180
IJ4x.609218	281
IJ2x.609390	502
IJ4z.609651	223
IJ3x.609580	345
ID2z.609438	260
ID2x.609606	323
IK4z.609542	292
IK3y.609282	487
IJ4y.609568	236
IK4y.609334	323
II1x.609488	216
IK1z.609652	439
IK1y.609267	418
IK2y.609421	607
IK1x.609439	492
IK2z.609520	554
IK2x.609591	600
IK3z.609555	472
IK3x.609273	513
II2z.609299	418
II1z.609351	259
II2x.609348	354
SE1x.609354	369
IE1x.609346	397
IC1z.609635	249
SD3z.609570	261
IB1x.609409	315
IA2x.609480	203
IC4x.609276	216
IA1y.609486	185
IG4y.609654	139
IC4y.609264	166
ID4z.609621	157
IC4z.609594	164
IG4x.609230	166
SA5y.609467	145
ID1x.609460	441
IN1z.609541	371
IN1y.609374	300
IL3y.609226	127
ID2y.609217	304
IL4z.609506	134
IL1x.609375	179
IL2y.609588	168
IN1x.609339	342
SC1x.609462	163
IN4x.609569	389
SA2z.609585	144
IN4y.609637	404
IJ3z.609219	373
IB5x.609493	121
ID3z.609484	169
SG2x.609508	110
SA2y.609499	187
IM1y.609479	160
SG2z.609240	97
SG1x.609544	109
IG2x.609355	196
SG5x.609577	286
IC1y.609256	238
IE2y.609281	212
IA1x.609410	315
IL5z.609270	178
IB2x.609246	213
IA1z.609463	209
IA3z.609454	227
IE2x.609481	250
IC1x.609636	231
IM1z.609311	164
SC1y.609551	162
SC1z.609220	189
IG2z.609286	190
SA1x.609225	206
IE2z.609290	218
II3y.609450	213
IM1x.609675	150
ID1y.609560	409
IG2y.609646	168
IE1z.609403	360
IE5y.609511	358
IG1y.609552	151
IK4x.609280	319
II3x.609655	196
SD1z.609300	174
SE4x.609433	113
SF5y.609598	96
SG5z.609605	84
IA4y.609456	168
SF5z.609557	56
SB5z.609215	155
SH5x.609524	86
SI2y.609250	132
SG4x.609406	101
IF4x.609564	111
SH4x.609461	100
SF3z.609475	130
IG4z.609380	194
IC5x.609316	241
SC2z.609369	150
SB5y.609418	133
SD4y.609620	108
SC2y.609362	154
IA2z.609650	183
IC2z.609531	172
IE3z.609444	167
IA3x.609432	184
IB4x.609660	184
ID3y.609610	157
SD4x.609382	246
SA2x.609284	176
SD5x.609283	291
SA3z.609492	162
SD5y.609394	252
IB5z.609342	102
SA5z.609277	116
SE1z.609547	169
SI1z.609617	215
SJ1x.609315	197
IA5z.609632	144
SI1y.609370	197
IG1x.609304	175
SG1y.609674	86
SF1x.609507	78
SG1z.609411	103
ID5y.609445	188
IB2y.609431	163
IB2z.609333	181
IB1z.609673	178
ID5x.609320	192
IB3y.609358	134
IB4y.609623	141
IA2y.609266	189
IK5x.609373	144
IH4x.609402	121
IB1y.609485	183
IB4z.609213	142
IE4y.609330	196
IG5y.609228	140
IG3z.609241	157
IK5z.609590	165
IA4x.609581	157
IB3x.609583	113
IF3x.609473	121
IB3z.609222	137
SF1y.609247	101
IH4z.609278	147
IB5y.609318	141
SA1y.609391	166
SK1y.609597	169
SA1z.609601	201
SI1x.609314	155
SB1x.609658	139
SH1x.609677	207
SK1x.609627	147
SK1z.609571	148
SC2x.609413	157
IH1z.609255	161
SA4y.609665	179
SF1z.609540	120
IE3x.609535	153
Y4ntc.H12.609526	109
SH1y.609322	180
IL1y.609676	179
ID4y.609379	161
SB1y.609244	146
IH1x.609425	129
Y3ntc.H12.609353	381
IC2x.609664	164
SD2y.609628	227
IE5x.609626	207
IF1y.609341	161
SB4y.609556	135
ID5z.609483	87
SJ5z.609428	126
SG3y.609613	153
SB2x.609396	170
SJ1y.609423	175
SH2y.609593	148
IM4z.609442	178
SH2z.609223	158
SA4z.609529	158
SH3y.609466	134
SE2y.609611	176
IL4x.609385	178
SI2z.609303	145
SB4z.609582	112
SK2x.609419	169
IM2x.609366	180
IC3y.609404	153
IF2x.609453	150
SJ5x.609474	132
IH2x.609397	161
IJ5x.609407	113
SH2x.609298	140
SC3x.609372	125
IL1z.609249	209
II4x.609546	163
SI2x.609478	150
IE4z.609233	206
II4y.609595	155
IL3z.609426	152
SB2y.609669	155
SJ1z.609422	196
SK2z.609257	148
IL3x.609289	157
SF3y.609532	120
SJ2z.609561	138
IF2y.609216	151
IH3x.609243	117
SA5x.609538	150
IL2x.609295	147
SJ3z.609602	151
IE3y.609459	160
IL2z.609643	157
II4z.609604	171
SG3z.609408	117
IM5x.609229	151
SH3x.609448	149
IL5x.609224	139
SJ2x.609368	133
IL4y.609377	136
SB3y.609619	109
SB2z.609251	155
IH2y.609293	164
IH3z.609489	130
SF3x.609399	123
IM5z.609262	209
SJ3x.609434	105
IG5z.609642	179
ID3x.609579	180
SA4x.609398	159
IF1z.609287	155
IM4y.609630	168
SH3z.609263	149
IL5y.609336	154
SK2y.609455	158
IE4x.609254	191
SI3x.609313	144
SB3x.609265	121
IG1z.609331	182
IJ5z.609498	154
SB3z.609645	147
SJ4y.609234	169
SJ2y.609549	147
SI3y.609449	129
SC3y.609427	123
SJ5y.609227	131
SB4x.609550	119
IM4x.609352	182
IG3y.609608	203
IF1x.609563	159
SE2x.609599	175
SE3y.609609	124
II3z.609302	179
SE2z.609288	181
IM5y.609662	172
SE5x.609381	107
ID4x.609261	156
SG3x.609285	137
IH4y.609378	141
SC3z.609496	123
SJ4x.609477	123
IH2z.609523	149
II5y.609384	150
IC2y.609596	160
SE4y.609536	123
IA4z.609666	156
IJ5y.609500	129
SI5x.609640	95
IG5x.609395	148
IG3x.609306	184
II5x.609274	140
SE3z.609574	142
IC3x.609464	149
II5z.609510	158
SI3z.609554	152
IC3z.609337	141
SE3x.609253	115
IH3y.609468	145
SJ4z.609565	120
SJ3y.609350	126
IK5y.609237	136
SG4z.609363	81
IH1y.609301	141
SE4z.609612	122
SG2y.609443	138
SI5y.609268	89
IE5z.609245	182
SI5z.609252	94
SB1z.609389	165
SI4x.609678	113
SA3x.609401	120
SI4z.609472	122
SI4y.609614	110
SF4y.609573	116
SH5z.609429	125
SG5y.609671	137
IF5x.609236	116
IC5y.609361	90
SF5x.609357	79
SF2y.609296	188
SF2z.609543	166
SA3y.609452	142
SF2x.609424	99
IF3y.609430	100
SH5y.609356	89
SF4x.609294	128
SG4y.609279	104
SE5z.609624	99
SE5y.609405	96
IA5y.609338	133
SH4z.609586	97
SH4y.609648	105
SF4z.609260	130
IF4y.609539	132
IF5y.609232	114
IF3z.609324	129
IF5z.609371	111
