	observed_species
M25.533992	347
M27.533971	364
M8.533991	557
M38.533987	699
M7.533981	686
M10.533956	514
M36.533972	687
M32.533975	716
M43.533980	641
M21.533958	348
M5a.533960	420
M6.533983	388
M23.533996	340
M9.533957	394
M41.533984	662
M42.533985	488
M12.533968	564
M4.533962	391
M5b.533952	392
M3.533973	358
M33.533976	654
M39.533953	654
M37.533988	538
M40.533979	592
C1.533959	312
M34.533967	221
M44.533951	500
M2.533982	356
M30.533965	246
C2.533995	275
M24.533997	343
M1.533993	247
M35.533969	530
M20.533986	322
M14.533974	437
M13.533970	257
M28.533994	228
M11.533989	82
M22.533954	386
M16.533966	91
M15.533977	74
M26.533978	244
M29.533955	294
M18.533964	59
M31.533961	269
M17.533963	53
