	observed_species
ELB15.111810.1.608886	355
ELB6.111810.2.608805	422
FRX7.120710.2.608812	1058
FRX9.120710.1.608878	967
ELB6.111810.1.608818	406
RMK.ENR.3.1.608820	545
RMK.ENR.36.2.608841	239
VAN20.120210.1.608873	515
RMK.ENR.5.1.608858	189
RMK.ENR.19.2.608840	163
ELB18.111810.2.608844	585
VAN45.120210.2.608864	412
FRX7.120910.2.608839	694
RMK.ENR.36.1.608856	129
RMK.ENR.2.1.608846	413
RMK.ENR.8.1.608814	227
VAN45.120210.1.608807	435
FRX6.120710.1.608863	1063
ELB18.111810.1.608860	558
FRX6.120710.2.608855	1048
RMK.ENR.26.2.608854	257
VAN65.120210.1.608879	458
VAN20.120210.2.608806	369
RMK.ENR.7.2.608808	195
RMK.ENR.10.2.608828	171
RMK.ENR.18.2.608827	158
VAN65.120210.2.608847	225
VAN35.120210.1.608825	410
RMK.ENR.23.1.608813	238
RMK.ENR.21.2.608874	189
RMK.ENR.6.2.608871	151
RMK.ENR.6.1.608882	143
VAN35.120210.2.608845	439
RMK.ENR.22.1.608872	294
RMK.ENR.21.1.608837	232
RMK.ENR.23.2.608865	161
RMK.ENR.5.2.608829	172
RMK.ENR.24.1.608876	232
RMK.ENR.25.1.608867	209
RMK.ENR.27.1.608888	329
RMK.ENR.8.2.608877	182
RMK.ENR.14.2.608830	196
FRX7.120710.1.608883	984
RMK.ENR.25.2.608816	318
RMK.ENR.22.2.608817	229
RMK.ENR.33.1.608859	97
RMK.ENR.26.1.608891	212
RMK.ENR.1.1.608833	379
RMK.ENR.17.1.608824	259
RMK.ENR.11.1.608849	175
RMK.ENR.15.2.608838	205
RMK.ENR.18.1.608809	213
RMK.ENR.29.1.608819	165
RMK.ENR.28.2.608815	247
RMK.ENR.28.1.608843	202
RMK.ENR.15.1.608892	212
RMK.ENR.35.1.608811	99
RMK.ENR.20.1.608832	330
RMK.ENR.29.2.608842	205
RMK.ENR.12.1.608823	159
RMK.ENR.11.2.608831	156
RMK.ENR.17.2.608861	145
RMK.ENR.7.1.608810	253
RMK.ENR.27.2.608866	371
RMK.ENR.9.1.608836	322
RMK.ENR.14.1.608862	212
RMK.ENR.20.2.608834	257
RMK.ENR.12.2.608826	146
RMK.ENR.16.1.608885	229
RMK.ENR.35.2.608851	77
RMK.ENR.13.2.608869	179
ELB15.111810.2.608857	352
RMK.ENR.16.2.608850	125
RMK.ENR.19.1.608821	177
RMK.ENR.4.2.608887	191
RMK.ENR.24.2.608868	211
RMK.ENR.34.1.608853	72
RMK.ENR.31.1.608852	89
RMK.ENR.31.2.608835	99
RMK.ENR.30.1.608848	104
RMK.ENR.34.2.608893	75
RMK.ENR.32.2.608890	90
RMK.ENR.33.2.608870	112
RMK.ENR.9.2.608822	211
RMK.ENR.4.1.608889	315
RMK.ENR.32.1.608884	74
RMK.ENR.10.1.608880	173
RMK.ENR.13.1.608881	231
RMK.ENR.30.2.608875	128
