	observed_species
TBE15June09.618049	497
TBE01June05.617898	561
TBE07July09.618760	530
TBE04Nov05.618630	499
TBE03June09.617646	476
CBH07July09.617608	537
CBH21July09.617825	424
SSB08jun09E.618193	469
SSB13jul09E.618313	579
SSB24aug09H.618233	623
TBE11Aug05.618583	535
SSB27jul09E.R1.618655	618
SSB29may09E.617920	541
TBH04Nov05.618203	667
CBH12Aug09.617676	393
CBH18Aug09.618628	425
TBH08June05.618771	631
TBH29June05.617536	583
TBH27July05.617988	616
CBH29May09.618757	455
TBH29May09.617519	543
SSB21jul09H.617786	590
SSB24aug09E.618283	580
TBH03Aug05.618171	592
SSBE15Oct07.618846	587
NSBE07Aug07.618502	656
TBE15July08.618008	631
NSBE11June09.618597	603
SSBH10Sept07.618214	680
NSBE27July09.618056	633
NSBH06May09.618330	610
NSBH23June09.618910	595
SSBH21Aug08.617579	713
SSBE18July08.617693	600
SSBH21Sept08.618514	767
SSBH30Apr08.618605	838
SSBH21July08.618886	711
SSBE14July08.618698	658
CB28July05.617535	572
SSBE10July08.618166	615
SSBH09June08.618383	688
SSBH27Sept08.617598	727
CB10Aug05.617782	524
SSBH07Aug08.618343	722
NSB15sep08H.617627	687
SSBH10Sept07.618615	684
NSBH02Aug09.618428	584
NSBH12June09.617593	622
NSBH05June09.618393	608
NSBE11June09.617768	552
SSBE15Oct07.618920	558
NSBE23Aug07.618111	627
NSBE07Aug07.618587	622
NSBE06Aug09.618675	643
SSBH05July07.617767	700
NSBH06May09.617990	628
SSBH13July07.618752	661
TBE02Aug07.618859	558
CBE18July07.618500	581
TBE31July07.618692	499
TBE10Sept07.618380	513
TBE16July07.618606	479
TBE25July07.617975	426
TBE27Aug07.617570	623
TBE27June07.617859	414
CBE25July07.618200	548
TBE09Aug07.618804	512
TBE06Nov07.617823	536
TBE02Aug07.618147	522
TBH21JJune07.618493	585
MAH15June05.617704	915
MAH04Oct05.618402	912
MA30jun09H.618720	857
MA28jul09H.R1.618893	921
MAH11Aug05.618808	983
MAH21Aug08.618890	847
MAE09Oct08.617514	797
MAH08Aug07.618792	961
MAH20July07.618085	984
MAH24Aug07.618385	836
MAH16July07.618215	969
MAH25Sept05.618332	939
SSBH24Sept07.617732	676
NSBH07Aug07.618873	615
TBH10Oct08.617833	655
TBH01Aug08.618098	611
NSBH26June09.618186	620
NSBH27Aug07.617789	563
SSBH07Nov07.617751	638
NSBH05June09.617972	631
SSBH13July07.617594	686
HKH04July07.617850	1013
NSBH21July09.618512	609
TBE30April08.618898	442
SSBE24July07.617662	601
TBH29July08.618362	689
NSBH19June07.618830	511
NSBE21July09.618585	676
SSBH22Oct07.617826	711
TBH01July08.617869	600
NSBH31July09.618376	577
SSBH29July07.617858	575
SSBH05July07.618339	704
NSBE06Aug09.618139	657
NSBE22June07.618163	515
NSBH12June09.617674	626
HKH27Aug07.617885	846
NSB21may08H.618093	661
NSB30jun08H.617820	707
TBE08Aug08.618776	489
MAE27Aug07.618061	585
SSB23jun09E.618091	526
NSBE08June09.617932	557
CB10June05.618891	640
CB21June05.618148	534
SSBE19June07.R1.618883	399
FBE10July07.618833	555
FBH18July07.617574	695
FBH05July07.618609	606
FBE27June07.618531	568
FBE02July07.618802	559
FBH10July07.618416	605
FBE05July07.617916	528
FBH02July07.618725	594
FBH06Aug07.618573	583
FBH27June07.617970	570
FBH29June07.618244	623
FBE29June07.618384	528
CBH27June07.618306	490
FBH12July07.618129	589
FBH02July07.618923	522
FBE27June07.618251	522
FBH27June07.618559	537
FBE10July07.617583	451
FBH05July07.618554	551
FBE12July07.618845	461
FBE05July07.618820	427
FBH16July07.618745	537
FBE16July07.618307	529
FBH18July07.617709	635
FBH10July07.618732	566
FBH29June07.618207	593
TBE03Aug05.618137	514
TBE24Aug05.618659	600
MA14jul09E.618272	558
TBE13Sept05.617562	459
TBE30Aug05.618024	538
MA20jul09H.618080	847
TBE08Aug08.617500	512
SSBE09Aug07.617495	634
NSB15jul08E.618691	542
NSB13jul08H.617880	534
NSB19jul08E.618619	518
TBE31Aug08.618457	584
NSBH26June09.618318	613
MAH23Oct07.618235	188
MAH11Sept07.618487	739
MAE05Nov07.618574	734
CBH01Oct07.617682	573
WSBE05July07.618144	469
MAE23Oct07.618594	249
CBE08June09.617780	369
SSBH09Sept08.618399	726
NSBH19June07.618868	511
NSBE19July07.617802	454
TBE07Nov07.618410	564
MA03aug09E.618298	891
