	observed_species
UQ514.591113	341
UQ423.591014	518
UQ517.591071	424
UQ223.591039	360
UQ301.591067	640
UQ001.591110	448
UQ351.591052	525
UQ11127.591048	322
UQ11117.0.8.591087	296
UQ864.591118	310
UQ857.591019	403
UQ11125.591037	391
UQ11012.591099	345
UQ870.591084	397
UQ11123.1.4.591077	466
UQ866.591116	396
UQ11111.2.9.591102	341
UQ632.591055	454
UQ510.591117	269
UQ888.591108	317
UQ461.591064	405
UQ134.591061	470
UQ496.591051	447
UQ291.591085	454
UQ865.591076	372
UQ631.591032	485
UQ801.591080	431
UQ842.591091	480
UQ173.591012	431
UQ599.591029	469
UQ272.591081	505
UQ586.591098	529
UQ203.591028	432
UQ356.591025	402
UQ833.591112	704
UQ862.591074	419
UQ556.591060	411
UQ322.591053	536
UQ878.591106	366
UQ804.591057	360
UQ626.591008	384
UQ491.591069	424
UQ523.591103	516
UQ873.591020	365
UQ609.591093	286
UQ288.591065	431
UQ845.591063	394
UQ299.591123	459
UQ362.591095	473
UQ234.591042	409
UQ802.591100	381
UQ863.591086	352
UQ089.591079	447
UQ392.591120	451
UQ215.591056	497
UQ330.591024	445
UQ578.591010	722
UQ861.591101	398
UQ879.591011	386
UQ168.591031	590
UQ279.591097	500
UQ409.591088	594
UQ585.591017	417
UQ843.591027	620
UQ592.591044	438
UQ249.591094	379
UQ377.591043	620
UQ269.591022	588
UQ829.591083	400
UQ422.591126	404
UQ373.591062	547
UQ892.591121	691
UQ886.591122	369
UQ040.591023	646
UQ867.591107	509
UQ562.591013	372
UQ11108.1.6.591033	386
UQ11007.591015	450
UQ11017.591059	350
UQ856.591089	409
UQ11010.591049	395
UQ11020.591030	332
UQ872.591125	340
UQ11015.591035	398
UQ11126.0.3.591124	449
UQ262.591092	762
UQ271.591016	658
UQ855.591127	437
UQ184.591034	486
UQ014.591073	684
UQ405.591072	456
UQ013.591070	416
UQ841.591040	654
UQ298.591021	543
UQ171.591075	598
UQ521.591036	468
UQ361.591058	545
UQ085.591007	742
UQ382.591105	656
UQ852.591111	474
UQ100.591068	481
UQ415.591066	654
UQ825.591090	519
UQ807.591026	447
UQ832.591045	378
UQ858.591047	429
UQ302.591115	603
UQ817.591114	551
UQ818.591096	536
UQ311.591082	362
UQ871.591078	357
UQ205.591050	264
UQ246.591046	403
