	observed_species
B3.5.11.06.486113	210
B2.5.10.06.486169	303
B1.5.17.06.486171	250
B1.5.11.06.486104	283
B6.5.13.06.486109	247
B2.5.21.06.486166	319
B5.5.14.06.486107	214
B1.5.21.06.486168	250
B1.5.15.06.486157	337
B6.5.16.06.486129	267
B1.5.6.06.486153	304
B1.5.20.06.486172	228
B5.5.19.06.486134	274
B2.5.9.06.486122	266
B6.5.11.06.486140	289
B6.5.14.06.486146	238
B1.5.10.06.486123	282
B5.5.15.06.486162	263
B1.5.14.06.486173	300
B2.5.8.06.486143	319
B4.5.16.06.486118	293
B4.5.12.06.486135	294
B6.5.12.06.486116	227
B1.5.9.06.486147	341
B5.5.13.06.486124	233
B1.5.16.06.486145	297
B2.5.18.06.486163	291
B2.5.6.06.486132	307
B6.5.10.06.486176	307
B5.5.17.06.486131	223
B1.5.18.06.486111	260
B6.5.21.06.486127	249
B3.5.9.06.486126	325
B2.5.15.06.486112	281
B6.5.8.06.486119	288
B6.5.19.06.486164	262
B5.5.20.06.486170	222
B3.5.10.06.486159	258
B3.5.19.06.486152	314
B5.5.21.06.486139	221
B4.5.7.06.486141	311
B1.5.12.06.486115	294
B2.5.11.06.486125	304
B1.5.7.06.486150	252
B2.5.17.06.486133	252
B6.5.17.06.486174	258
B5.5.18.06.486121	177
B1.5.8.06.486151	311
B1.5.13.06.486136	255
B4.5.9.06.486138	288
B2.5.7.06.486142	300
B6.5.5.06.486156	291
B5.5.8.06.486149	215
B2.5.13.06.486160	264
B5.5.6.06.486158	252
2B2.5.6.06.486110	224
B3.5.12.06.486148	254
B5.5.16.06.486108	203
B4.5.8.06.486117	289
B6.5.9.06.486114	307
B3.5.8.06.486106	308
B5.5.10.06.486167	197
B5.5.9.06.486175	234
B3.5.21.06.486105	273
B2.5.16.06.486137	238
B3.5.17.06.486120	181
B6.5.7.06.486165	266
B3.5.13.06.486128	179
B3.5.16.06.486161	258
B3.5.15.06.486144	212
B5.5.12.06.486130	274
B5.5.7.06.486154	213
