	observed_species
Soil.NIL.100.N.14.2.479827	897
BMC.8.1T.11.1.479642	1117
Phylospora.comosa.2.5.479848	531
T.3.2.H.E.2.479796	788
T.3.2.H.E.3.479655	726
T.1.1.H.E.4.479573	440
W.2.2.S.E.2.479726	381
T.2.1.H.E.5.479871	410
BuP.479847	556
N.2.3.H.P.4.479624	533
N.1.2.H.E.1.479781	316
N.3.2.H.E.2.479643	276
W.2.2.H.E.1.479840	394
N.2.2.H.E.5.479734	514
N.3.1.H.E.1.479719	220
N.2.3.H.P.3.479782	535
T.1.1.S.E.3.479607	416
Phylospora.comosa.2.4.479919	566
Phylospora.comosa.1.5.479652	555
W.1.3.H.E.4.479776	402
N.3.1.H.E.5.479828	290
T.3.2.S.E.5.479670	642
Phylospora.comosa.3.5.479812	614
BbK.479562	601
N.2.3.H.E.3.479813	382
W.2.1.S.E.5.479841	399
N.3.1.H.E.3.479611	232
W.1.2.H.E.4.479680	348
T.3.2.H.P.2.479894	520
BuG.479791	479
W.2.3.H.E.3.479891	553
T.2.2.H.P.1.479757	500
W.1.3.H.E.1.479777	301
N.3.2.S.E.4.479889	764
T.2.1.H.P.3.479689	439
BMC.7.1T.20.1.479715	1050
Phylospora.comosa.4.5.479712	590
T.2.2.H.P.2.479920	548
N.1.2.H.E.5.479581	257
W.1.2.H.E.2.479561	534
N.1.2.S.E.4.479765	629
Phylospora.comosa.2.3.479906	521
W.1.1.H.E.1.479824	457
W.1.2.S.E.5.479728	502
W.1.2.H.E.3.479682	521
W.1.3.H.E.3.479834	577
LbG.479910	670
BuN.479829	476
T.2.3.H.P.2.479838	524
W.1.3.H.E.5.479750	412
N.3.1.H.E.4.479681	211
BMC.7.5T.5.2.479810	932
N.1.1.S.E.4.479772	887
W.3.1.H.E.2.479825	501
W.3.1.H.E.5.479747	1006
W.1.2.H.E.5.479869	420
N.2.1.H.E.1.479924	399
N.2.2.S.E.3.479696	1052
T.1.3.S.E.4.479790	518
T.3.2.H.P.4.479591	382
BuF.479582	824
N.3.2.H.E.3.479763	343
N.2.2.H.E.1.479578	477
N.1.2.H.E.3.479842	310
W.2.1.H.E.5.479601	530
T.2.2.H.E.3.479657	448
N.3.1.S.E.2.479907	446
T.2.2.H.E.2.479855	452
W.1.1.S.E.1.479608	478
N.3.2.H.E.5.479878	287
N.2.2.S.E.2.479559	845
T.3.1.H.P.3.479706	521
N.2.3.H.P.1.479691	504
N.1.2.S.E.5.479764	537
W.2.3.S.E.2.479807	537
N.3.3.H.E.4.479676	284
N.2.1.H.E.4.479644	415
W.3.2.H.E.4.479850	797
W.1.1.H.E.4.479802	352
N.2.1.H.E.2.479795	299
T.3.1.H.E.4.479649	620
W.1.3.S.E.2.479637	596
N.3.2.H.E.1.479783	355
BbE.479574	812
N.1.2.H.E.4.479867	257
N.2.2.S.E.4.479742	890
N.1.1.H.E.2.479690	567
BbM.479619	492
T.2.3.H.E.2.479816	657
W.1.3.H.E.2.479685	347
N.1.1.H.E.3.479851	468
W.1.1.H.E.2.479752	622
W.2.2.H.E.2.479817	494
W.3.1.H.E.3.479660	603
T.3.3.S.E.3.479774	665
T.2.2.S.E.5.479859	719
N.1.3.S.E.3.479631	497
N.3.3.S.E.4.479938	523
W.1.2.S.E.3.479758	531
N.1.2.H.E.2.479779	456
W.1.3.S.E.1.479717	639
T.1.2.H.E.5.479588	475
N.3.1.S.E.1.479759	609
T.3.1.S.E.4.479798	833
T.2.1.S.E.1.479730	694
T.2.2.S.E.1.479587	663
W.2.2.H.E.3.479634	794
W.2.3.H.E.2.479911	582
W.2.1.S.E.4.479933	619
T.2.2.S.E.2.479600	562
N.1.1.S.E.3.479921	744
T.2.1.S.E.4.479733	829
W.3.1.S.E.5.479839	671
T.2.1.S.E.5.479605	577
