	observed_species
L1S1.275106	207
L1S274.273705	128
L1S317.273874	321
L1S122.273565	219
L1S280.274513	243
L1S370.274873	237
L1S340.274616	232
L1S282.273542	302
L1S88.273651	191
L1S144.273302	248
L1S142.273722	230
L1S93.274999	199
L2S302.273675	445
L2S99.273432	593
L2S333.273582	497
L2S364.275173	521
L2S336.273961	441
L2S108.274917	673
L2S339.274279	205
L2S295.274733	405
L2S207.274643	966
L2S369.274208	459
L2S321.273280	485
L2S314.274562	382
L2S195.275103	730
L2S246.273825	472
L2S351.273316	405
L2S270.273301	484
L2S330.275005	497
L2S98.274156	726
L2S358.274273	543
L2S191.274169	308
L2S294.273818	421
L2S126.273811	409
L2S147.273854	564
L2S100.273994	460
L2S216.273851	888
L2S209.275051	851
L2S318.275058	453
L2S275.274761	533
L2S293.274140	450
L2S184.273588	726
L2S340.274757	197
L2S337.274370	359
L2S264.274728	321
L2S352.273618	426
L2S256.273735	410
L2S122.275099	589
L2S160.274499	357
L2S353.273499	283
L2S268.274328	642
L2S289.275164	545
L2S113.273234	581
L2S152.273834	626
L2S327.274876	468
L2S174.274862	461
L2S111.273340	557
L2S211.274302	697
L2S290.274503	421
L2S259.274404	300
L2S188.274490	694
L2S316.274480	445
L2S286.274871	426
L2S291.274923	481
L2S282.273560	361
L2S219.273918	594
L2S183.273458	586
L2S140.275066	640
L2S175.273504	386
L2S158.273322	800
L2S200.273345	604
L2S312.275026	498
L2S204.274422	544
L2S168.274483	746
L2S324.274843	501
L2S169.274366	481
L2S225.273366	716
L2S159.273882	480
L2S319.273895	266
L2S383.274828	308
L2S101.274931	705
L2S249.273863	361
L2S349.273530	273
L2S262.273847	524
L2S371.274597	434
L2S260.273463	441
L2S138.274982	475
L2S378.273921	539
L2S320.274818	222
L2S153.273823	609
L2S298.274162	492
L2S149.273233	403
L2S170.274497	764
L2S130.274473	510
L2S194.274054	636
L2S109.274119	422
L2S112.273209	527
L2S232.273319	759
L2S280.274825	321
L2S231.274183	533
L2S376.273627	335
L2S205.273328	556
L2S361.273372	712
L2S127.273578	522
