	observed_species
sp1641.486293	407
sp0733.486401	382
sp0703.486302	358
sp1543.486261	370
sp1552.486256	355
sp1341.486319	390
sp0747.486414	406
sp0354.486204	340
sp1140.486374	357
sp1089.486365	327
sp1028.486396	246
sp0755.486320	415
sp1307.486286	425
sp0383.486359	183
sp1555.486339	364
sp1941.486417	336
sp1037.486378	291
sp1565.486407	343
sp0329.486434	320
sp1525.486424	351
sp0724.486422	396
sp1271.486425	380
sp1033.486406	285
sp1000.486433	364
sp1277.486281	333
sp1548.486181	396
sp1409.486368	311
sp1287.486195	379
sp0705.486280	367
sp1615.486408	336
sp1403.486444	389
sp1299.486367	338
sp1142.486341	402
sp0734.486191	354
sp1001.486234	322
sp1390.486212	340
sp0370.486388	411
sp0349.486235	295
sp1160.486357	380
sp1342.486409	353
sp1157.486306	387
sp1347.486383	367
sp0314.486178	342
sp0382.486232	288
sp1031.486193	306
sp0350.486426	247
sp1026.486254	290
sp1582.486404	393
sp1532.486423	373
sp1942.486372	398
sp1298.486439	359
sp0768.486413	331
sp0738.486225	317
sp1588.486273	402
sp1304.486294	356
sp1579.486360	352
sp1155.486268	373
sp0317.486222	339
sp1632.486334	317
sp1345.486427	334
sp0742.486305	344
sp1644.486395	323
sp1151.486315	376
sp1165.486215	330
sp0767.486436	336
sp0759.486364	357
sp1280.486340	328
sp1410.486325	325
sp1631.486385	379
sp1314.486354	416
sp1616.486400	360
sp1591.486421	351
sp1926.486185	329
sp0736.486274	374
sp0721.486343	349
sp0727.486272	422
sp0714.486380	360
sp0739.486278	324
sp1261.486347	386
sp1144.486350	338
sp0756.486224	376
sp0195.486348	354
sp1627.486304	354
sp1312.486219	335
sp1608.486246	394
sp0731.486190	343
sp0200.486337	343
sp1557.486316	322
sp1944.486244	327
sp1573.486240	337
sp1300.486410	391
sp0752.486228	329
sp0769.486266	365
sp1294.486197	396
sp1149.486362	371
sp0706.486177	365
sp1527.486245	389
sp1536.486223	326
sp1550.486312	324
sp1286.486369	372
sp0192.486253	343
sp1561.486353	299
sp1284.486392	352
sp1541.486279	363
sp1526.486390	331
sp1545.486382	304
sp1315.486342	355
sp1938.486189	353
sp1405.486438	343
sp1402.486209	340
sp1005.486314	327
sp1147.486186	337
sp1928.486435	354
sp0729.486251	331
sp1278.486313	357
sp1407.486221	387
sp0743.486308	311
sp1164.486217	330
sp1376.486216	425
sp1288.486416	342
sp1626.486182	362
sp0346.486328	285
sp1590.486295	398
sp0758.486336	355
sp1617.486356	330
sp1400.486307	382
sp0343.486402	295
sp1554.486441	317
sp1529.486398	353
sp0341.486201	265
sp1640.486282	352
sp1029.486384	395
sp0342.486270	284
sp1395.486290	307
sp0379.486267	373
sp1036.486230	351
sp0753.486213	380
sp0702.486196	373
sp1636.486303	373
sp0715.486292	362
sp0722.486437	362
sp1645.486411	345
sp1348.486259	348
sp1601.486298	347
sp1613.486428	373
sp1338.486297	383
sp0701.486321	357
sp1648.486288	392
sp1599.486211	309
sp0757.486198	363
sp1535.486229	330
sp1620.486375	350
sp1614.486194	354
sp1934.486258	299
sp1611.486208	342
sp1308.486403	354
sp1927.486440	382
sp1163.486226	375
sp1384.486214	336
sp1612.486311	355
sp1404.486289	335
sp1006.486250	403
sp1010.486203	336
sp1647.486202	393
sp1013.486180	403
sp0380.486333	271
sp1637.486415	365
sp1649.486344	381
sp1642.486358	396
sp1597.486210	305
sp0344.486275	309
sp0325.486283	317
sp1310.486370	356
sp1389.486332	401
sp1309.486291	376
sp0340.486431	289
sp1936.486277	345
sp1380.486345	397
sp1275.486249	393
sp1533.486324	363
sp0193.486346	410
sp1012.486429	382
sp1378.486443	391
sp0381.486399	307
sp1639.486263	371
sp0754.486442	340
sp0333.486377	307
sp1158.486285	368
sp1635.486331	386
sp0372.486183	301
sp1520.486187	358
sp1018.486432	343
sp1020.486386	378
sp1268.486379	390
sp1374.486238	367
sp1580.486394	334
sp1039.486361	359
sp1016.486371	389
sp1546.486255	327
sp1587.486381	326
sp1344.486310	376
sp1929.486205	352
sp0352.486373	309
sp1273.486391	378
sp0353.486397	291
sp1017.486420	400
sp1540.486393	367
sp1100.486363	349
sp1145.486243	337
sp1598.486296	389
sp1933.486247	310
sp1007.486430	414
sp1019.486376	355
sp0310.486188	297
sp1560.486323	391
sp1083.486405	283
sp1087.486355	309
sp1392.486284	370
sp0371.486309	276
sp1584.486241	435
sp1935.486366	399
sp1281.486220	370
sp0339.486335	317
sp1279.486418	404
sp1276.486300	356
sp1386.486207	352
sp1553.486218	341
sp0740.486269	384
sp1004.486317	393
sp1568.486318	324
sp1035.486242	286
sp1021.486237	371
sp0373.486264	162
sp1576.486330	405
sp1399.486265	279
sp1027.486352	331
sp1377.486262	240
sp1274.486227	360
sp1023.486233	350
sp1038.486271	313
sp1547.486299	348
sp1566.486301	387
sp1585.486412	382
sp1015.486184	358
sp1282.486419	380
sp1098.486349	343
sp0345.486199	323
sp1034.486257	297
sp1011.486327	363
sp1379.486260	264
sp1272.486351	376
sp1932.486239	385
sp1014.486389	298
sp0384.486179	273
sp0368.486276	272
sp0351.486252	197
sp0347.486329	216
sp0355.486236	142
