	observed_species
0109BCDNA.486539	622
1101BCDNA.486582	696
1910B.486502	593
2610B.486561	442
2601B.486514	520
0707B.486583	378
1512BCDNA.486548	517
1503T.486488	473
1409T.486587	472
1910T.486471	542
0803B.486445	448
1208B.486533	432
0802B.486524	557
2105T.486491	297
2408T.486480	530
2112T.486589	514
2704T.486560	334
0911T.486492	482
1708B.486500	505
2809T.486600	476
0505T.486565	397
0710T.486554	469
0109B.486504	482
2408B.486546	373
1210T.486461	534
0206T.486458	222
1208T.486596	446
2209T.486498	529
1305T.486479	296
2206t.486478	369
0401B.486509	441
2906B.486563	383
2601TCDNA.486585	705
0802TCDNA.486506	625
1101TCDNA.486469	704
0505TCDNA.486599	358
0803TCDNA.486559	634
0102TCDNA.486534	712
2112TCDNA.486519	610
1503TCDNA.486485	540
2704TCDNA.486525	427
2004TCDNA.486518	374
0103TCDNA.486508	671
0802BCDNA.486477	591
0401TCDNA.486486	760
0803BCDNA.486551	486
0912TCDNA.486517	826
0911TCDNA.486465	656
1512TCDNA.486595	636
1801TCDNA.486568	735
1210TCDNA.486464	548
0704TCDNA.486571	564
2610TCDNA.486457	685
1204TCDNA.486459	380
1204BCDNA.486523	379
1708BCDNA.486553	484
1409TCDNA.486592	581
1910TCDNA.486549	653
2809TCDNA.486511	508
1208TCDNA.486581	433
0102BCDNA.486538	603
2105TCDNA.486451	382
0103BCDNA.486452	626
0401BCDNA.486528	670
2604TCDNA.486574	415
2906TCDNA.486537	319
2601BCDNA.486507	570
0109TCDNA.486552	496
0206BCDNA.486593	300
2408TCDNA.486493	506
2704BCDNA.486579	99
2209TCDNA.486590	630
2112BCDNA.486522	652
0109T.486531	353
0709T.486499	509
1101B.486578	488
0707T.486496	363
1307BCDNA.486573	459
2408BCDNA.486572	385
0710TCDNA.486446	490
1305TCDNA.486463	266
2206TCDNA.486472	432
0709TCDNA.486530	517
0806TCDNA.486543	348
0707BCDNA.486449	458
1801B.486556	522
1708T.486526	398
0710B.486575	389
2209BCDNA.486540	483
0710BCDNA.486483	398
0806BCDNA.486588	345
1409BCDNA.486564	526
2209B.486470	373
1409B.486468	371
0912BCDNA.486505	547
0709BCDNA.486535	536
1204B.486562	431
2105BCDNA.486545	274
1708TCDNA.486577	391
2604BCDNA.486474	409
2004BCDNA.486544	411
1208BCDNA.486462	439
0704BCDNA.486487	374
2906BCDNA.486473	377
1305BCDNA.486542	340
0709B.486467	505
0912B.486484	471
1307T.486447	465
2206B.486489	382
2112B.486555	477
1307B.486527	395
0707TCDNA.486570	413
1307TCDNA.486547	410
2206BCDNA.486536	352
0911BCDNA.486576	609
2004B.486558	369
2906T.486450	367
0505BCDNA.486494	406
1512B.486495	480
2809B.486513	421
1210BCDNA.486594	573
0206TCDNA.486550	304
2610BCDNA.486456	648
1210B.486497	419
1503BCDNA.486569	597
0704B.486466	492
2809BCDNA.486510	435
2604T.486586	382
0806T.486567	318
0103B.486453	532
0911B.486454	318
0102B.486580	516
1910BCDNA.486516	633
1801BCDNA.486490	653
1503B.486566	507
2704B.486455	367
0505B.486591	346
1305B.486521	310
2105B.486448	402
0206B.486460	328
0806B.486597	367
