	observed_species
P.Ac.21.1.414759	710
P.C.7.1.414758	670
P.Ac.2.1.414770	778
P.Ac.7.2.414807	628
P.C.21.2.414808	597
P.N.21.1.414788	690
P.N.7.1.414798	744
A.V.2.1.414755	934
A.N.7.1.414745	1012
P.C.14.1.414773	749
B.C.0.1.414809	768
A.C.0.1.414795	1037
P.C.14.2.414771	646
A.N.2.2.414760	895
A.C.2.1.414780	961
A.C.2.1.414769	979
A.C.0.2.414767	1029
A.V.2.2.414801	969
A.N.2.1.414746	954
A.Ac.2.2.414797	976
A.Ac.2.2.414782	924
A.C.2.2.414783	1042
A.C.2.2.414762	927
A.Ac.2.1.414799	926
A.N.7.2.414765	886
A.Ac.2.1.414748	963
B.Ac.7.2.414774	715
B.N.21.1.414778	797
P.C.21.1.414796	677
P.N.14.2.414747	666
P.C.2.1.414763	748
P.N.7.2.414754	674
P.Ac.14.2.414743	681
P.Ac.7.1.414802	718
P.N.21.2.414764	653
B.N.21.2.414768	797
B.C.7.2.414776	730
B.C.2.2.414791	760
B.C.2.1.414790	815
B.N.2.2.414777	759
B.Ac.2.1.414789	740
B.C.14.1.414784	761
B.N.7.2.414805	733
B.N.7.1.414794	723
B.C.0.2.414756	779
P.C.0.1.414806	722
B.C.14.2.414786	743
B.N.14.2.414752	747
B.N.2.1.414772	789
B.N.14.1.414781	747
B.Ac.2.2.414750	787
B.C.21.1.414804	610
B.Ac.21.1.414803	767
B.C.7.1.414810	732
B.Ac.14.2.414766	728
B.Ac.7.1.414800	755
B.Ac.14.1.414753	706
P.N.2.2.414779	774
P.Ac.21.2.414793	679
P.N.2.1.414757	731
P.N.14.1.414792	643
P.C.0.2.414751	765
P.C.2.2.414775	650
P.C.7.2.414749	702
P.Ac.14.1.414787	676
P.Ac.2.2.414744	682
