	observed_species
ME24Feb09EB1R2.486688	445
ME04May06EB2R1.486611	293
ME08Nov05EB2R1.486664	339
ME22Aug06EB2R1.486686	426
ME08Sep06EB2R1.486640	429
ME07May02EB1R2.486683	299
ME03Nov06EB2R1.486606	410
ME24Oct00EB2R1.486660	415
ME22Oct01EB2R1.486646	328
ME19Sep05EB2R2.486636	458
ME26Sep01EB2R1.486628	445
ME11Feb05EB2R1.486630	283
ME22Apr01EB1R2.486614	270
ME01Nov07EB1R2.486645	379
ME17Jan01EB1R1.486696	278
ME29Apr09EB1R1.486682	442
ME20Oct02EB1R1.486613	370
ME07Aug08EB2R2.486629	479
ME15Mar00EB1R2.486658	348
ME13Mar01EB1R2.486603	314
ME06Aug04EB2R1.486637	493
ME13May03EB1R1.486656	333
ME26Sep00EB2R1.486638	440
ME28Nov00EB2R1.486666	336
ME20Aug07EB2R2.486642	429
ME11Nov03EB1R2.486632	353
ME14Apr00EB1R1.486694	287
ME17Jul00EB1R1.486624	329
ME05Jun08EB1R2.486634	324
ME27Jun03EB1R1.486633	400
ME07Aug03EB1R1.486643	454
ME23Jul07EB2R2.486692	453
ME08Sep03EB1R1.486607	521
ME20Nov02EB1R1.486674	359
ME3May11EB1R1.486623	403
ME06Jun00EB1R2.486672	372
ME29Jan10EB1R1.486625	316
ME15Oct03EB1R2.486690	424
ME14Nov09EB1R2.486657	451
ME11Jun04EB1R2.486626	369
ME26Oct09EB2R1.486679	388
ME30Jul09EB1R2.486678	525
ME05Jun02EB1R2.486681	300
ME22Jun05EB2R2.486631	443
ME29May07EB2R1.486689	620
ME17Aug10EB1R1.486617	565
ME02Sep04EB1R2.486665	481
ME24Sep02EB1R1.486659	516
ME06Nov01EB1R1.486653	391
ME12Oct07EB1R2.486641	558
ME02Oct08EB2R1.486602	586
ME19Jan11EB1R1.486651	365
ME19Nov10EB1R1.486655	441
ME30Sep04EB1R2.486627	449
ME18May10EB1R2.486621	275
ME20Apr10EB1R2.486608	319
ME28Feb11EB1R1.486662	338
ME28Feb02EB1R2.486612	354
ME11Apr05EB2R2.486609	365
ME01Jul02EB1R1.486661	390
ME3Dec10EB1R1.486693	343
ME1Jun11EB1R1.486685	356
ME11May07EB1R2.486649	247
ME17Aug00EB2R1.486647	421
ME14Sep10EB1R1.486601	509
ME31Aug05EB2R1.486695	487
ME26Feb10EB1R2.486605	282
ME10Oct05EB2R2.486663	527
ME25May05EB2R2.486680	298
ME27Sep09EB2R1.486648	362
ME13Aug01EB2R3.486677	494
ME29Aug02EB1R1.486650	489
ME04Jun01EB1R2.486615	330
ME09Jun03EB1R1.486644	324
ME02Aug05EB2R2.486671	454
ME13Oct10EB1R1.486667	468
ME26Jun09EB1R1.486616	363
ME26Aug09EB1R2.486610	457
ME15Jul10EB1R1.486618	547
ME01Aug02EB1R1.486687	504
ME27Sep07EB1R2.486604	583
ME11May00EB1R2.486620	242
ME21May01EB2R2.486676	277
ME12Oct04EB1R2.486635	414
ME15Jun10EB1R2.486691	334
ME09Jun06EB2R1.486670	327
ME02Jul01EB2R1.486619	299
ME17Apr02EB1R1.486668	313
ME25Jun07EB2R1.486622	346
ME19May04EB1R2.486669	270
ME09Jun09EB1R2.486654	273
