	observed_species
sp1641.486293	4866
sp0733.486401	4894
sp0703.486302	4918
sp1543.486261	4256
sp1552.486256	4083
sp1341.486319	4522
sp0747.486414	4362
sp0354.486204	4798
sp1140.486374	4792
sp1089.486365	3368
sp1028.486396	2546
sp0755.486320	5157
sp1307.486286	5451
sp0383.486359	1948
sp1555.486339	4815
sp1941.486417	4416
sp1037.486378	2958
sp1565.486407	4546
sp0329.486434	3695
sp1525.486424	4821
sp0724.486422	4961
sp1271.486425	4892
sp1033.486406	2861
sp1000.486433	4630
sp1277.486281	3973
sp1548.486181	4699
sp1409.486368	3304
sp1287.486195	4973
sp0705.486280	4725
sp1615.486408	4727
sp1403.486444	4803
sp1299.486367	4304
sp1142.486341	5048
sp0734.486191	3838
sp1001.486234	3676
sp1390.486212	3949
sp0370.486388	5336
sp0349.486235	3780
sp1160.486357	4723
sp1342.486409	4889
sp1157.486306	5260
sp1347.486383	4293
sp0314.486178	4522
sp0382.486232	3045
sp1031.486193	3320
sp0350.486426	2638
sp1026.486254	3063
sp1582.486404	4845
sp1532.486423	5001
sp1942.486372	4792
sp1298.486439	4735
sp0768.486413	4170
sp0738.486225	4476
sp1588.486273	5091
sp1304.486294	4805
sp1579.486360	4340
sp1155.486268	4676
sp0317.486222	4343
sp1632.486334	4261
sp1345.486427	4343
sp0742.486305	4658
sp1644.486395	4510
sp1151.486315	4411
sp1165.486215	4259
sp0767.486436	4488
sp0759.486364	4787
sp1280.486340	4178
sp1410.486325	4414
sp1631.486385	4912
sp1314.486354	5327
sp1616.486400	4648
sp1591.486421	4472
sp1926.486185	4117
sp0736.486274	4369
sp0721.486343	4634
sp0727.486272	5137
sp0714.486380	4719
sp0739.486278	4512
sp1261.486347	4900
sp1144.486350	4432
sp0756.486224	4981
sp0195.486348	4456
sp1627.486304	4395
sp1312.486219	4216
sp1608.486246	4475
sp0731.486190	4375
sp0200.486337	4257
sp1557.486316	4105
sp1944.486244	4238
sp1573.486240	4298
sp1300.486410	4983
sp0752.486228	4466
sp0769.486266	4591
sp1294.486197	4538
sp1149.486362	4095
sp0706.486177	4199
sp1527.486245	4857
sp1536.486223	4289
sp1550.486312	4118
sp1286.486369	4520
sp0192.486253	4314
sp1561.486353	4194
sp1284.486392	4328
sp1541.486279	4637
sp1526.486390	4243
sp1545.486382	3765
sp1315.486342	4834
sp1938.486189	4482
sp1405.486438	4213
sp1402.486209	4448
sp1005.486314	3440
sp1147.486186	4259
sp1928.486435	4592
sp0729.486251	4413
sp1278.486313	4523
sp1407.486221	4938
sp0743.486308	4239
sp1164.486217	4176
sp1376.486216	4873
sp1288.486416	4350
sp1626.486182	4652
sp0346.486328	3318
sp1590.486295	5036
sp0758.486336	4438
sp1617.486356	4050
sp1400.486307	4623
sp0343.486402	3646
sp1554.486441	3942
sp1529.486398	4424
sp0341.486201	3732
sp1640.486282	4665
sp1029.486384	4789
sp0342.486270	3614
sp1395.486290	2914
sp0379.486267	3640
sp1036.486230	4009
sp0753.486213	4922
sp0702.486196	4621
sp1636.486303	4410
sp0715.486292	4129
sp0722.486437	4559
sp1645.486411	4366
sp1348.486259	4740
sp1601.486298	4583
sp1613.486428	4696
sp1338.486297	4651
sp0701.486321	4410
sp1648.486288	5038
sp1599.486211	4331
sp0757.486198	4534
sp1535.486229	4283
sp1620.486375	4676
sp1614.486194	4437
sp1934.486258	3658
sp1611.486208	4425
sp1308.486403	4517
sp1927.486440	4609
sp1163.486226	5021
sp1384.486214	3769
sp1612.486311	4515
sp1404.486289	4363
sp1006.486250	4911
sp1010.486203	4428
sp1647.486202	4912
sp1013.486180	4856
sp0380.486333	3539
sp1637.486415	4287
sp1649.486344	4689
sp1642.486358	5200
sp1597.486210	3763
sp0344.486275	3994
sp0325.486283	3875
sp1310.486370	4686
sp1389.486332	4705
sp1309.486291	4585
sp0340.486431	3905
sp1936.486277	4533
sp1380.486345	4621
sp1275.486249	4780
sp1533.486324	4536
sp0193.486346	5169
sp1012.486429	4884
sp1378.486443	4949
sp0381.486399	3896
sp1639.486263	4440
sp0754.486442	4584
sp0333.486377	3537
sp1158.486285	4554
sp1635.486331	5172
sp0372.486183	4072
sp1520.486187	3821
sp1018.486432	3730
sp1020.486386	4954
sp1268.486379	4770
sp1374.486238	4354
sp1580.486394	4106
sp1039.486361	4009
sp1016.486371	4653
sp1546.486255	4156
sp1587.486381	4195
sp1344.486310	4471
sp1929.486205	4434
sp0352.486373	3975
sp1273.486391	4754
sp0353.486397	3799
sp1017.486420	5099
sp1540.486393	4576
sp1100.486363	4485
sp1145.486243	4175
sp1598.486296	4945
sp1933.486247	4041
sp1007.486430	5026
sp1019.486376	4369
sp0310.486188	3694
sp1560.486323	5173
sp1083.486405	4133
sp1087.486355	4136
sp1392.486284	4148
sp0371.486309	3510
sp1584.486241	5347
sp1935.486366	5114
sp1281.486220	4753
sp0339.486335	3706
sp1279.486418	4664
sp1276.486300	4643
sp1386.486207	3997
sp1553.486218	3816
sp0740.486269	4203
sp1004.486317	4654
sp1568.486318	4267
sp1035.486242	2896
sp1021.486237	4583
sp0373.486264	1940
sp1576.486330	5240
sp1399.486265	2869
sp1027.486352	4238
sp1377.486262	2532
sp1274.486227	4474
sp1023.486233	4306
sp1038.486271	3557
sp1547.486299	4500
sp1566.486301	5043
sp1585.486412	4955
sp1015.486184	4587
sp1282.486419	4621
sp1098.486349	4431
sp0345.486199	3825
sp1034.486257	3414
sp1011.486327	4530
sp1379.486260	2702
sp1272.486351	4745
sp1932.486239	4936
sp0384.486179	3340
sp0368.486276	2670
sp0351.486252	1990
sp0347.486329	1954
sp0355.486236	1023
