	observed_species
SBS2.REF.MIN.414823	11463
SBS1.REF.MIN.414828	12853
SBS2.OM2C0.MIN.414812	12899
SBS3.OM2C0.ORG.414816	15258
SBS3.OM2C0.MIN.414833	12592
IDF3.OM2C0.MIN.414819	13627
SBS3.REF.MIN.414815	14503
SBS1.OM2C0.ORG.414817	13447
SBS1.OM2C0.MIN.414814	11438
IDF1.OM2C0.MIN.414824	13972
IDF1.REF.MIN.414821	13383
IDF3.REF.MIN.414825	14241
IDF3.REF.ORG.414811	15497
IDF1.REF.ORG.414826	14408
IDF2.REF.ORG.414834	15189
SBS1.REF.ORG.414831	13726
SBS2.REF.ORG.414818	11290
IDF2.REF.MIN.414827	13536
IDF1.OM2C0.ORG.414813	14950
IDF2.OM2C0.ORG.414829	15630
SBS3.REF.ORG.414832	16456
IDF3.OM2C0.ORG.414822	16204
IDF2.OM2C0.MIN.414830	13277
