	observed_species
M25.533992	3201
M27.533971	3174
M8.533991	5561
M38.533987	6830
M7.533981	6934
M10.533956	5049
M36.533972	6366
M32.533975	7812
M43.533980	6361
M21.533958	3105
M5a.533960	4289
M6.533983	3673
M23.533996	2963
M9.533957	4015
M41.533984	6570
M42.533985	5192
M12.533968	5301
M4.533962	3767
M5b.533952	3421
M3.533973	2961
M33.533976	6726
M39.533953	6327
M37.533988	4898
M40.533979	5813
C1.533959	2908
M34.533967	2596
M44.533951	4864
M2.533982	3759
M30.533965	2055
C2.533995	2508
M24.533997	3119
M1.533993	1936
M35.533969	4865
M20.533986	3127
M14.533974	1724
M13.533970	1574
M28.533994	2104
M11.533989	766
M22.533954	3684
M16.533966	821
M15.533977	635
M29.533955	2810
M18.533964	512
M31.533961	2115
M17.533963	473
