	observed_species
Soil.NIL.100.N.14.2.479827	14259
BMC.8.1T.11.1.479642	18361
T.3.2.H.E.2.479796	12363
T.3.2.H.E.3.479655	12557
T.1.1.H.E.4.479573	6643
W.2.2.S.E.2.479726	4508
T.2.1.H.E.5.479871	5539
BuP.479847	4978
N.2.3.H.P.4.479624	6973
N.1.2.H.E.1.479781	4558
N.3.2.H.E.2.479643	3263
W.2.2.H.E.1.479840	5140
N.2.2.H.E.5.479734	7091
N.3.1.H.E.1.479719	2905
N.2.3.H.P.3.479782	6896
T.1.1.S.E.3.479607	6264
W.1.3.H.E.4.479776	5697
N.3.1.H.E.5.479828	3757
T.3.2.S.E.5.479670	9019
Phylospora.comosa.3.5.479812	5867
N.2.3.H.E.3.479813	5257
W.2.1.S.E.5.479841	5053
N.3.1.H.E.3.479611	2966
W.1.2.H.E.4.479680	5162
T.3.2.H.P.2.479894	7691
BuG.479791	4744
W.2.3.H.E.3.479891	8170
T.2.2.H.P.1.479757	6701
W.1.3.H.E.1.479777	4638
N.3.2.S.E.4.479889	10801
T.2.1.H.P.3.479689	6387
BMC.7.1T.20.1.479715	16377
T.2.2.H.P.2.479920	7947
N.1.2.H.E.5.479581	3590
W.1.2.H.E.2.479561	7980
N.1.2.S.E.4.479765	9106
W.1.1.H.E.1.479824	5800
W.1.2.S.E.5.479728	7038
W.1.2.H.E.3.479682	7526
W.1.3.H.E.3.479834	7922
LbG.479910	5844
T.2.3.H.P.2.479838	7563
W.1.3.H.E.5.479750	5080
N.3.1.H.E.4.479681	2624
BMC.7.5T.5.2.479810	14104
N.1.1.S.E.4.479772	12149
W.3.1.H.E.2.479825	6651
W.3.1.H.E.5.479747	14084
W.1.2.H.E.5.479869	6146
N.2.1.H.E.1.479924	5327
N.2.2.S.E.3.479696	15493
T.1.3.S.E.4.479790	7466
T.3.2.H.P.4.479591	5767
BuF.479582	12202
N.3.2.H.E.3.479763	3672
N.2.2.H.E.1.479578	6869
N.1.2.H.E.3.479842	4641
W.2.1.H.E.5.479601	7370
T.2.2.H.E.3.479657	6398
N.3.1.S.E.2.479907	5899
T.2.2.H.E.2.479855	6888
W.1.1.S.E.1.479608	6923
N.3.2.H.E.5.479878	3647
