	observed_species
M31Plmr.7.378506	4453
M31Tong.7.378603	3155
AQC1cm.7.378625	10619
M31Plmr.6.378592	4448
M31Tong.6.378608	3185
LMEpi24M.6.378590	5037
F11Tong.6.378670	2980
CC1.6.378513	18631
M31Plmr.5.378631	4519
NP5.5.378593	4488
F11Tong.5.378539	3055
AQC4cm.5.378630	10640
M31Fcsw.5.378680	4173
CC1.5.378505	18662
AQC4cm.3.378580	10502
M31Fcsw.3.378512	4341
M31Tong.2.378653	3190
F11Tong.2.378637	3495
F11Fcsw.1.378686	5166
Even2.4.378567	4603
AQC4cm.4.378647	10670
F11Fcsw.4.378563	4477
SV1.7.378550	14662
SV1.6.378565	14413
SV1.5.378604	14490
SV1.3.378663	14835
SV1.1.378648	16416
SV1.4.378528	15631
NP5.3.378605	4877
NP3.2.378624	5969
NP3.1.378549	6814
CC1.3.378596	19048
CC1.1.378618	20768
AQC7cm.6.378675	12225
AQC1cm.5.378621	10281
AQC7cm.2.378569	12677
CC1.7.378614	19246
CC1.2.378656	20113
CC1.4.378684	19499
NP5.6.378692	4521
NP5.2.378689	5348
NP5.1.378681	6049
NP5.4.378576	4993
M31Fcsw.7.378554	3950
M11Fcsw.7.378690	3571
Even1.7.378585	4348
Even2.7.378589	3506
Even3.7.378570	3386
TS28.7.378581	4275
CL3.7.378524	16071
F11Fcsw.7.378599	3859
TS29.7.378516	3257
M11Fcsw.6.378646	3562
Even1.6.378691	4357
TS29.6.378566	3060
M31Fcsw.6.378623	4025
Even2.6.378643	3450
TS28.6.378694	4497
Even3.6.378557	3251
F11Fcsw.6.378591	3715
Even3.5.378598	3469
M11Fcsw.5.378527	3633
TS29.5.378661	3279
Even1.5.378606	4435
Even2.5.378533	3660
F11Fcsw.5.378586	3857
TS28.5.378677	4354
M11Fcsw.3.378617	3881
TS29.3.378658	3606
Even2.3.378543	4363
Even3.3.378525	4087
Even1.3.378674	4955
F11Fcsw.3.378693	4185
TS28.3.378502	4653
SLEpi20M.3.378559	5551
Even3.2.378615	4751
M31Fcsw.2.378582	4635
Even2.2.378572	4911
M11Fcsw.2.378610	4335
TS29.2.378578	3823
Even1.2.378619	5171
TS28.2.378509	4813
F11Fcsw.2.378667	4489
M31Fcsw.1.378522	5264
M11Fcsw.1.378517	5015
Even1.1.378500	5604
Even2.1.378535	5430
TS28.1.378579	5486
TS29.1.378657	4333
Even3.1.378584	5361
M11Fcsw.4.378545	4010
M31Fcsw.4.378672	4549
Even1.4.378655	5176
TS29.4.378597	3859
Even3.4.378541	4326
TS28.4.378639	4966
F11Tong.7.378695	3096
M31Tong.5.378660	3185
M31Tong.3.378685	3108
F11Tong.3.378537	3215
LMEpi24M.3.378514	5254
M31Tong.1.378612	3594
F11Tong.1.378616	3945
F11Tong.4.378664	3484
M31Tong.4.378553	3310
AQC7cm.7.378521	12025
AQC4cm.7.378526	10810
AQC4cm.6.378511	10824
AQC1cm.6.378645	10536
AQC7cm.5.378555	11959
AQC7cm.3.378573	12049
AQC4cm.2.378503	10918
AQC1cm.2.378601	10184
AQC4cm.1.378626	12541
AQC7cm.1.378628	14034
AQC7cm.4.378594	12480
TRRsed2.6.378529	10982
TRRsed2.5.378620	11162
TRRsed3.5.378532	12161
TRRsed2.7.378536	11245
NP5.7.378666	4570
NP3.3.378607	5657
CL3.3.378600	15965
NP3.7.378556	5234
NP3.6.378602	5211
NP3.5.378558	5320
NP3.4.378651	5840
CL3.6.378510	15793
CL3.5.378638	15635
CL3.2.378520	16589
CL3.1.378507	17254
CL3.4.378649	16387
SLEpi20M.4.378595	5855
LMEpi24M.1.378683	6528
AQC1cm.3.378547	10291
AQC1cm.4.378504	10117
AQC1cm.1.378562	11430
SLEpi20M.7.378679	5272
LMEpi24M.7.378588	5003
SLEpi20M.6.378654	5309
NP2.6.378673	4516
SLEpi20M.5.378583	5261
LMEpi24M.5.378530	5112
NP2.5.378542	4358
LMEpi24M.2.378501	5876
SLEpi20M.2.378678	5698
SLEpi20M.1.378561	6750
LMEpi24M.4.378687	5533
