	observed_species
C7.5m.L3.608682	6527
C8.0m.L3.608790	6353
C10.10m.L3.608780	6539
C8.10m.L3.608699	6430
C7.0m.L3.608803	6534
C8.5m.L3.608786	6093
AcidMid3.L3.608759	7134
IC1.S1.L3.608771	6310
IC3.S2.L3.608700	7309
AcidLow1.L3.608795	6769
IC2.S3.L3.608740	6568
IC1.S3.L3.608714	6690
IC3.S3.L3.608721	7127
C11.10m.G3.608800	4238
AcidCtrl3.G3.608736	5619
C8.3m.G3.608732	4028
C11.3m.G3.608778	4912
C7.3m.G3.608756	4818
C9.10m.G3.608788	1785
C11.0m.G3.608798	3620
C7.10m.G3.608723	4128
C10.0m.G3.608801	3310
C7.5m.G3.608784	4235
C6.5m.L3.608698	6600
C6.10m.L3.608729	6036
IC2.S2.G3.608763	5947
AcidCtrl1.L3.608749	6047
IC4.S1.G3.608762	3546
AcidCtrl1.G3.608758	4490
IC4.S3.L3.608766	5091
IC2.S3.G3.608785	3629
AcidCtrl2.L3.608711	5113
C7.10m.L3.608683	6657
C8.3m.L3.608718	5741
C6.3m.L3.608730	7185
AcidMid1.L3.608692	5973
IC3.S1.L3.608715	7304
IC1.S2.L3.608707	7038
AcidMid2.L3.608773	6802
IC2.S2.L3.608701	6219
IC2.S1.L3.608781	4905
AcidLow2.L3.608708	6597
C7.0m.G3.608794	3549
C9.5m.G3.608767	3992
C7.3m.L3.608722	6965
C10.3m.G3.608737	3950
AcidMid1.G3.608753	3929
AcidCtrl2.G3.608679	2962
IC1.S3.G3.608761	2763
AcidMid3.G3.608779	4231
AcidLow3.L3.608697	6298
AcidCtrl3.L3.608710	5932
IC3.S1.G3.608709	5437
C8.5m.G3.608789	3145
C9.5m.L3.608746	5090
C6.10m.G3.608751	2601
AcidLow3.G3.608787	3437
IC1.S2.G3.608703	2982
C9.10m.L3.608775	5955
C8.0m.G3.608726	1788
