	observed_species
TBE01June05.617898	8385
TBE04Nov05.618630	6977
CBH12Aug09.617676	5198
CBH29May09.618757	6828
SSB24aug09E.618283	7982
NSBE27July09.618056	9174
SSBH21Sept08.618514	10900
SSBH30Apr08.618605	11884
SSBH10Sept07.618615	9954
NSBE11June09.617768	8619
NSBE07Aug07.618587	9588
NSBE06Aug09.618675	9624
SSBH05July07.617767	9477
SSBH13July07.618752	9073
TBE02Aug07.618859	7801
TBE16July07.618606	7052
CBE25July07.618200	7380
TBE02Aug07.618147	6537
MAH08Aug07.618792	12206
TBH01Aug08.618098	9069
NSBE06Aug09.618139	9907
TBE08Aug08.618776	7030
NSBE08June09.617932	7720
FBH18July07.617574	10311
CBH27June07.618306	7065
NSB15jul08E.618691	7890
NSBH26June09.618318	8204
TBE07Nov07.618410	8505
MA30may09H.618134	9946
HKH08Aug07.618178	11664
MAH20Sept08.617994	12382
HKH08Aug07.618533	11665
MAH28June07.618242	13993
MAE27Aug07.618448	6295
NSBE27June07.618599	7649
WSBH30Oct07.617998	7345
CBH02July07.618790	6341
FBE25July07.618821	5959
WSBE07Aug07.618719	9009
CBH20Aug07.618179	10084
CBE21June07.618187	5985
CBH10July07.617860	7713
FBH10Sept07.618053	11391
TBH27July07.618572	8549
TBH06June08.618064	8100
TBH01Aug08.618979	8973
TBE19Aug08.617644	7385
TBE15Aug08.618851	7668
TBH22May08.617856	9025
TBE15July08.618546	9047
TBH10Oct08.617981	9329
TBE04Oct08.618564	7856
WSBH25Sept07.617707	9853
TBH23Aug07.618146	9214
FBH25Sept07.618929	7007
TBE17Sept07.617656	8929
TBH16July07.617819	8895
TBH08Nov07.618377	8291
MAH09Oct05.618765	13742
MAH22June05.617832	10685
MAH24June08.617766	14512
NSBE26June09.618236	8039
MAE13July05.618513	7046
MAE11Sept07.618693	8658
MAE28June07.617875	7870
TBH19Nov05.618158	6338
SSB29jun09E.617504	8439
SSBE17Sept07.618021	9126
NSB28jul08H.617877	9790
SSBE17Sept07.618118	8885
NSBE17July09.617940	8708
SSBE24July07.618153	8298
TBH02Feb08.617665	7303
NSBE27July09.617488	8988
NSBH15June09.617913	8923
TBE290ct07.617822	7350
MAE18Sept07.618503	10121
MAE15Oct07.617770	8116
TBE06Nov07.618639	8603
TBE290ct07.617882	6155
HKE26July07.617951	4999
TBH12Aug08.618922	9355
TBH02July07.617539	8601
TBE12July07.618532	7461
TBH27July07.617517	7236
NSBE30Oct07.617640	6723
TBH16Oct07.618635	8828
TBH22Oct07.618007	9223
CBE29May09.617699	6680
SSBH27Aug07.617538	7653
SSBE09Aug07.618718	9003
NSBE05June09.617794	7788
CBE27Aug07.618908	7552
TBH29Oct07.618499	7127
TBE16July07.618811	5849
TBH05Nov07.618565	9637
FBH27Aug07.618370	7117
MAE11Sept07.618408	7677
MAE28June07.617645	6713
MAE10Aug07.617491	7597
MAE23Oct07.618842	2661
