	observed_species
UQ514.591113	2457
UQ423.591014	5414
UQ223.591039	2467
UQ301.591067	6862
UQ351.591052	5491
UQ11127.591048	2663
UQ11117.0.8.591087	2431
UQ864.591118	2451
UQ857.591019	2991
UQ11125.591037	2799
UQ11012.591099	2398
UQ870.591084	3547
UQ11123.1.4.591077	3675
UQ866.591116	3193
UQ11111.2.9.591102	3338
UQ632.591055	4122
UQ510.591117	2309
UQ888.591108	3597
UQ461.591064	4864
UQ496.591051	4307
UQ291.591085	4734
UQ865.591076	4291
UQ631.591032	4504
UQ801.591080	4382
UQ842.591091	5306
UQ173.591012	4902
UQ599.591029	5137
UQ272.591081	5415
UQ203.591028	4483
UQ356.591025	4177
UQ833.591112	7690
UQ862.591074	4543
UQ556.591060	4213
UQ322.591053	6259
UQ878.591106	4009
UQ804.591057	4192
UQ626.591008	3911
UQ491.591069	4910
UQ523.591103	5552
UQ873.591020	3492
UQ609.591093	3011
UQ288.591065	4608
UQ845.591063	3938
UQ299.591123	5439
UQ362.591095	4945
UQ234.591042	4616
UQ802.591100	4275
UQ863.591086	3767
UQ089.591079	4494
UQ215.591056	5361
UQ330.591024	4967
UQ578.591010	6830
UQ861.591101	4520
UQ879.591011	4001
UQ168.591031	6185
UQ279.591097	5228
UQ409.591088	6231
UQ585.591017	4777
UQ843.591027	6468
UQ592.591044	4490
UQ249.591094	4066
UQ377.591043	6503
UQ269.591022	6213
UQ829.591083	4497
UQ422.591126	4388
UQ373.591062	4280
UQ892.591121	6961
UQ886.591122	3637
UQ040.591023	5183
UQ867.591107	5695
UQ562.591013	3885
UQ11108.1.6.591033	2860
UQ11007.591015	5043
UQ11017.591059	3004
UQ856.591089	3722
UQ11010.591049	2823
UQ11020.591030	2511
UQ872.591125	3351
UQ11015.591035	3175
UQ11126.0.3.591124	3514
UQ262.591092	8324
UQ271.591016	6787
UQ855.591127	5214
UQ184.591034	5636
UQ014.591073	5590
UQ405.591072	4900
UQ841.591040	7556
UQ298.591021	6042
UQ171.591075	6557
UQ521.591036	4854
UQ361.591058	5612
UQ085.591007	7849
UQ382.591105	6683
UQ852.591111	4574
UQ100.591068	4925
UQ415.591066	7090
UQ825.591090	5484
UQ807.591026	4663
UQ832.591045	4400
UQ858.591047	3595
UQ302.591115	6497
UQ817.591114	5933
UQ311.591082	4348
UQ871.591078	3523
UQ205.591050	2575
UQ246.591046	4381
