	observed_species
ELB15.111810.1.608886	4821
ELB6.111810.2.608805	5470
FRX7.120710.2.608812	6888
FRX9.120710.1.608878	7944
ELB6.111810.1.608818	5497
RMK.ENR.3.1.608820	5334
RMK.ENR.36.2.608841	3438
VAN20.120210.1.608873	6417
RMK.ENR.5.1.608858	2265
RMK.ENR.19.2.608840	1816
ELB18.111810.2.608844	6203
VAN45.120210.2.608864	5245
FRX7.120910.2.608839	8373
RMK.ENR.36.1.608856	1266
RMK.ENR.2.1.608846	5267
RMK.ENR.8.1.608814	3087
VAN45.120210.1.608807	5652
FRX6.120710.1.608863	7060
ELB18.111810.1.608860	6442
FRX6.120710.2.608855	6945
RMK.ENR.26.2.608854	3193
VAN65.120210.1.608879	6256
VAN20.120210.2.608806	4935
RMK.ENR.7.2.608808	2551
RMK.ENR.10.2.608828	2401
RMK.ENR.18.2.608827	2125
VAN65.120210.2.608847	3384
VAN35.120210.1.608825	5155
RMK.ENR.23.1.608813	2977
RMK.ENR.21.2.608874	2286
RMK.ENR.6.2.608871	2077
RMK.ENR.6.1.608882	1969
VAN35.120210.2.608845	5699
RMK.ENR.22.1.608872	3728
RMK.ENR.21.1.608837	2976
RMK.ENR.23.2.608865	2476
RMK.ENR.5.2.608829	2235
RMK.ENR.24.1.608876	3035
RMK.ENR.25.1.608867	2663
RMK.ENR.27.1.608888	3387
RMK.ENR.8.2.608877	2903
RMK.ENR.14.2.608830	2611
FRX7.120710.1.608883	7145
RMK.ENR.25.2.608816	4169
RMK.ENR.22.2.608817	2889
RMK.ENR.33.1.608859	1184
RMK.ENR.26.1.608891	2428
RMK.ENR.1.1.608833	4799
RMK.ENR.17.1.608824	3377
RMK.ENR.11.1.608849	2552
RMK.ENR.15.2.608838	2446
RMK.ENR.18.1.608809	2961
RMK.ENR.29.1.608819	2244
RMK.ENR.28.2.608815	2918
RMK.ENR.28.1.608843	2273
RMK.ENR.15.1.608892	2868
RMK.ENR.35.1.608811	982
RMK.ENR.20.1.608832	4176
RMK.ENR.29.2.608842	2745
RMK.ENR.12.1.608823	2013
RMK.ENR.11.2.608831	2117
RMK.ENR.17.2.608861	1880
RMK.ENR.7.1.608810	3103
RMK.ENR.27.2.608866	4278
RMK.ENR.9.1.608836	4419
RMK.ENR.14.1.608862	3072
RMK.ENR.20.2.608834	3071
RMK.ENR.12.2.608826	1936
RMK.ENR.16.1.608885	2934
RMK.ENR.35.2.608851	954
RMK.ENR.13.2.608869	2077
ELB15.111810.2.608857	5159
RMK.ENR.16.2.608850	1481
RMK.ENR.19.1.608821	2257
RMK.ENR.4.2.608887	2398
RMK.ENR.24.2.608868	2616
RMK.ENR.34.1.608853	1050
RMK.ENR.31.1.608852	807
RMK.ENR.31.2.608835	1062
RMK.ENR.30.1.608848	1117
RMK.ENR.34.2.608893	826
RMK.ENR.32.2.608890	907
RMK.ENR.33.2.608870	1272
RMK.ENR.9.2.608822	3027
RMK.ENR.4.1.608889	3738
RMK.ENR.32.1.608884	1025
RMK.ENR.10.1.608880	2488
RMK.ENR.13.1.608881	2692
RMK.ENR.30.2.608875	1432
