	observed_species
ME24Feb09EB1R2.486688	5847
ME04May06EB2R1.486611	3102
ME08Nov05EB2R1.486664	4611
ME22Aug06EB2R1.486686	3757
ME08Sep06EB2R1.486640	4696
ME07May02EB1R2.486683	3655
ME03Nov06EB2R1.486606	3957
ME24Oct00EB2R1.486660	4807
ME22Oct01EB2R1.486646	4178
ME19Sep05EB2R2.486636	4848
ME26Sep01EB2R1.486628	5188
ME11Feb05EB2R1.486630	3461
ME22Apr01EB1R2.486614	3461
ME01Nov07EB1R2.486645	4349
ME17Jan01EB1R1.486696	2722
ME29Apr09EB1R1.486682	3626
ME20Oct02EB1R1.486613	4560
ME07Aug08EB2R2.486629	5644
ME15Mar00EB1R2.486658	4441
ME13Mar01EB1R2.486603	3641
ME06Aug04EB2R1.486637	5938
ME13May03EB1R1.486656	4969
ME26Sep00EB2R1.486638	5531
ME28Nov00EB2R1.486666	4228
ME20Aug07EB2R2.486642	4022
ME11Nov03EB1R2.486632	4933
ME14Apr00EB1R1.486694	3026
ME17Jul00EB1R1.486624	4176
ME05Jun08EB1R2.486634	4013
ME27Jun03EB1R1.486633	5125
ME07Aug03EB1R1.486643	5196
ME23Jul07EB2R2.486692	4678
ME08Sep03EB1R1.486607	6044
ME20Nov02EB1R1.486674	5072
ME3May11EB1R1.486623	5723
ME06Jun00EB1R2.486672	4855
ME29Jan10EB1R1.486625	3939
ME15Oct03EB1R2.486690	5390
ME14Nov09EB1R2.486657	5833
ME11Jun04EB1R2.486626	4493
ME26Oct09EB2R1.486679	5254
ME30Jul09EB1R2.486678	6285
ME05Jun02EB1R2.486681	3822
ME22Jun05EB2R2.486631	5362
ME29May07EB2R1.486689	5954
ME17Aug10EB1R1.486617	6160
ME02Sep04EB1R2.486665	5948
ME24Sep02EB1R1.486659	6720
ME06Nov01EB1R1.486653	5639
ME12Oct07EB1R2.486641	7032
ME02Oct08EB2R1.486602	7054
ME19Jan11EB1R1.486651	4502
ME19Nov10EB1R1.486655	5833
ME30Sep04EB1R2.486627	5327
ME18May10EB1R2.486621	3041
ME20Apr10EB1R2.486608	4424
ME28Feb11EB1R1.486662	4127
ME28Feb02EB1R2.486612	4463
ME11Apr05EB2R2.486609	4546
ME01Jul02EB1R1.486661	4677
ME3Dec10EB1R1.486693	4255
ME1Jun11EB1R1.486685	4566
ME11May07EB1R2.486649	2610
ME17Aug00EB2R1.486647	4725
ME14Sep10EB1R1.486601	6096
ME31Aug05EB2R1.486695	5833
ME26Feb10EB1R2.486605	3426
ME10Oct05EB2R2.486663	5973
ME25May05EB2R2.486680	3946
ME27Sep09EB2R1.486648	4546
ME13Aug01EB2R3.486677	6080
ME29Aug02EB1R1.486650	6056
ME04Jun01EB1R2.486615	4032
ME09Jun03EB1R1.486644	4310
ME02Aug05EB2R2.486671	5462
ME13Oct10EB1R1.486667	5616
ME26Jun09EB1R1.486616	4314
ME26Aug09EB1R2.486610	5511
ME15Jul10EB1R1.486618	6821
ME01Aug02EB1R1.486687	5594
ME27Sep07EB1R2.486604	6790
ME11May00EB1R2.486620	3192
ME21May01EB2R2.486676	3381
ME12Oct04EB1R2.486635	4982
ME15Jun10EB1R2.486691	4013
ME09Jun06EB2R1.486670	3045
ME02Jul01EB2R1.486619	3774
ME17Apr02EB1R1.486668	3595
ME25Jun07EB2R1.486622	3602
ME19May04EB1R2.486669	3400
ME09Jun09EB1R2.486654	3251
