,Animal surface,Animal corpus,Animal secretion,Animal proximal gut,Animal distal gut,Plant surface,Plant corpus,Plant rhizosphere,Soil (non-saline),Sediment (non-saline),Sediment (saline),Surface (non-saline),Surface (saline),Aerosol (non-saline),Water (non-saline),Water (saline),Intertidal (saline),Hypersaline (saline),Sterile water blank,Mock community
g__Legionella(135),0.025061728395061725,0.02,0.0049382716049382715,0.006172839506172839,0.010802469135802469,0.0,0.007407407407407408,0.09747795414462081,0.12795855379188711,0.06059670781893004,0.025555555555555557,0.09698367476145252,0.061445303667525895,0.024537037037037038,0.3955263871930538,0.035536109980554426,0.0,0.0,0.0,0.0
g__Tatlockia(37),0.04054054054054054,0.0,0.0,0.0,0.02702702702702703,0.0,0.02702702702702703,0.12432432432432432,0.11891891891891893,0.042619542619542615,0.02702702702702703,0.06964656964656965,0.015592515592515592,0.05405405405405406,0.40436590436590436,0.04885654885654886,0.0,0.0,0.0,0.0
g__Dysgonomonas(30),0.19186274509803922,0.00196078431372549,0.30392156862745096,0.04444444444444444,0.22055555555555553,0.0,0.00196078431372549,0.05,0.05,0.0,0.0,0.008333333333333333,0.041666666666666664,0.0,0.08529411764705881,0.0,0.0,0.0,0.0,0.0
g__Synechococcus(80),0.03882281576005961,0.00011363636363636364,0.0017234848484848485,0.0006478405315614617,0.014650365784086714,0.04315730837789662,0.0034156976744186044,0.0,0.001337594696969697,0.07560347719993947,0.1540442884606274,0.05062775346357481,0.12903410995545758,0.03514308180989097,0.28443105157889204,0.16565658440359474,0.0,0.0015909090909090907,0.0,0.0
g__Paulinella(12),0.005208333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333331,0.12126473063973063,0.08333333333333331,0.14583333333333331,0.0,0.21064814814814814,0.22537878787878785,0.0,0.0,0.0,0.0
g__Fluviicola(127),0.07739479618561315,0.01151250324478671,0.012785119668095504,0.0,0.009901646909520926,0.016488651331171014,0.0019966472722378237,0.12691583400602083,0.05487786836730061,0.04595839594482006,0.2013099140119447,0.022418742096993526,0.08548552210791231,0.009558180227471567,0.23820137543789602,0.08508544185838154,0.0,0.00010936132983377078,0.0,0.0
g__Ardenscatena(46),0.018115942028985508,0.04347826086956522,0.02173913043478261,0.02173913043478261,0.0,0.04347826086956522,0.1177536231884058,0.05144927536231884,0.3586956521739131,0.0,0.04710144927536232,0.05181159420289856,0.06884057971014494,0.0,0.05434782608695653,0.10144927536231886,0.0,0.0,0.0,0.0
g__Planctomyces(708),0.024001637707611243,0.002173237969307208,0.014303431214109284,0.00955298675223852,0.007449529972084695,0.027542223322915213,0.012943084782823546,0.10782731040673327,0.1319754845770697,0.14309060840821958,0.16914009917924883,0.0751650485314868,0.15436829869238222,0.008275585310469031,0.05067067503922082,0.052352098834358894,0.0,0.009168659299721247,0.0,0.0
g__Selenomonas(27),0.18168505688024134,0.04067527477742628,0.19075297331152866,0.40816326530612246,0.04662480376766091,0.0,0.005996858342051738,0.0,0.0007880220646178092,0.0,0.00442081421281612,0.033774949635549195,0.0,0.08404133793906725,0.0030766437629182733,0.0,0.0,0.0,0.0,0.0
g__Campylobacter(35),0.16116261219866027,0.01354703240684549,0.13303847554314843,0.33988293499217875,0.14288116606030685,0.0,0.0023809523809523807,0.0,0.002040816326530612,0.0,0.03085714285714286,0.04857087371907132,0.0,0.12472299574035221,0.0009149977748108589,0.0,0.0,0.0,0.0,0.0
g__Bulleidia(46),0.20940794712533842,0.0010351966873706003,0.07432871476349737,0.2989210647391425,0.2250049641010739,0.0,0.0,0.0,0.005217391304347826,0.0,0.0,0.02541407867494824,0.021739130434782605,0.13725927136682284,0.0,0.001672240802675585,0.0,0.0,0.0,0.0
g__Dialister(29),0.14205242441804308,0.002528735632183908,0.11925625422582826,0.2705686925933164,0.22606452966110263,0.0,0.020311986863711003,0.0,0.018620689655172416,0.0,0.034482758620689655,0.06047763933159471,0.034482758620689655,0.06297619047619048,0.008177339901477832,0.0,0.0,0.0,0.0,0.0
g__Euzebya(39),0.09487179487179487,0.01282051282051282,0.04786324786324786,0.07692307692307693,0.0,0.004273504273504273,0.0,0.02564102564102564,0.36431623931623935,0.00641025641025641,0.10341880341880341,0.04594017094017094,0.12905982905982905,0.04273504273504273,0.00641025641025641,0.039316239316239315,0.0,0.0,0.0,0.0
g__Rhizobium(11),0.16541530817755004,0.0005865102639296189,0.019459007573999456,0.008614369501466277,0.18533724340175955,0.0027972027972027976,0.011391671684082918,0.156392438496755,0.1858546796670492,0.0,0.003383713061132417,0.051905833780978836,0.0,0.1088394635070198,0.009113467177983309,0.09090909090909093,0.0,0.0,0.0,0.0
g__Asticcacaulis(17),0.137691060676239,0.0,0.0313455303381195,0.013235294117647059,0.0,0.0,0.19763200555812876,0.11901729195615254,0.10137000608487953,0.026315741674159242,0.005311100818280068,0.1504723728305588,0.03270804384746024,0.0196078431372549,0.11638035946198767,0.048913349499132674,0.0,0.0,0.0,0.0
g__Leadbetterella(18),0.1908235158235158,0.0,0.11724224224224224,0.0,0.0,0.002195945945945946,0.0,0.09987487487487488,0.013888888888888888,0.11636925386925388,0.10087635712635712,0.060112791362791365,0.11768066143066143,0.0,0.15871950246950248,0.022215965965965964,0.0,0.0,0.0,0.0
g__Luteolibacter(57),0.16130372369602497,0.01397862898319647,0.06305664947663808,0.04625199362041468,0.02403025893733408,0.032037800211574124,0.0006101409165725878,0.035977530932142975,0.040074856877868534,0.07181387043752352,0.15571050172178968,0.0643954665263738,0.08115821383814929,0.03594093706581282,0.12866511670817007,0.0449943100504144,0.0,0.0,0.0,0.0
g__Mucispirillum(12),0.18333333333333338,0.0,0.08333333333333334,0.16666666666666669,0.5000000000000001,0.0,0.01666666666666667,0.0,0.0,0.0,0.0,0.01666666666666667,0.03333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Methylibium(13),0.1258757803507577,0.008802051908769778,0.005842930423608019,0.0,0.0024342745861733197,0.0011318712869100463,0.009624106430166852,0.15273894789927894,0.14685508107606698,0.17103980451610934,0.019967425747090328,0.16117123061306568,0.11665101841488472,0.04719895609907615,0.019135676980944722,0.011530843667097395,0.0,0.0,0.0,0.0
g__Cohnella(17),0.11586795557383792,0.0,0.011764705882352941,0.1018716577540107,0.006818181818181818,0.006818181818181818,0.2128856437679967,0.09305498423145482,0.17905868641162762,0.006818181818181818,0.01858288770053476,0.044097079391197044,0.10245098039215686,0.004411764705882354,0.08373440285204992,0.011764705882352941,0.0,0.0,0.0,0.0
