,max.tip.tip.dist,entropy,perm
18564,0.2968664561,2.56282230924,Real
18579,0.2968664561,2.55862059877,Real
18605,0.2968664561,2.57298955329,Real
18626,0.2968664561,2.5636363069,Real
18646,0.2968664561,2.57544621073,Real
18655,0.2968664561,2.59025670771,Real
18686,0.2968664561,2.59870789457,Real
18696,0.2968664561,2.60535685553,Real
18725,0.2968664561,2.6014432149,Real
18735,0.2968664561,2.61812236632,Real
18755,0.2968664561,2.63487422896,Real
18775,0.2968664561,2.63950755184,Real
18794,0.2968664561,2.64285526831,Real
18817,0.31553186225,2.6387869317,Real
18835,0.32623051525,2.64117715059,Real
18857,0.32623051525,2.64255879153,Real
18884,0.33948347525,2.64303795769,Real
18906,0.33948347525,2.63599167934,Real
18925,0.33948347525,2.63588358261,Real
18935,0.33948347525,2.6350467065,Real
19594,0.19485506601,2.2928139578,Real
19614,0.195891322,2.35077879183,Real
19645,0.195891322,2.31887894909,Real
19664,0.195891322,2.38052501546,Real
19688,0.195891322,2.34917021147,Real
19694,0.195891322,2.36390939306,Real
197111,0.195891322,2.41604202404,Real
19747,0.195891322,2.45795468708,Real
19754,0.195891322,2.47124786934,Real
19779,0.195891322,2.47887803338,Real
19807,0.195891322,2.46024638843,Real
19824,0.195891322,2.43367482772,Real
198410,0.195891322,2.40725800907,Real
19859,0.195891322,2.381059133,Real
19886,0.195891322,2.36443682745,Real
19903,0.195891322,2.37275485282,Real
19915,0.196387959,2.3774093842,Real
19946,0.196387959,2.37906417802,Real
19966,0.196387959,2.38070031112,Real
19986,0.196387959,2.35922675474,Real
19995,0.197878024,2.38560130775,Real
20025,0.197878024,2.38645579267,Real
20047,0.215437767,2.36633833051,Real
20056,0.215437767,2.36658027822,Real
20085,0.215437767,2.34732612961,Real
20098,0.215437767,2.34653762785,Real
20125,0.215437767,2.344185408,Real
20133,0.215437767,2.34049119843,Real
20165,0.215437767,2.38439349511,Real
20176,0.215437767,2.36740590903,Real
20203,0.215437767,2.36302770223,Real
202213,0.215437767,2.34672230911,Real
20249,0.215437767,2.33040973063,Real
20264,0.215437767,2.32637363165,Real
20278,0.215437767,2.33106596915,Real
20303,0.215437767,2.32646389189,Real
20317,0.215437767,2.32976355657,Real
20348,0.215437767,2.31563214937,Real
20366,0.246188287,2.34054050777,Real
20374,0.246188287,2.3265032471,Real
20399,0.246188287,2.34482461066,Real
20416,0.246188287,2.37194665248,Real
20446,0.246188287,2.35817806212,Real
20454,0.266434905,2.34439086219,Real
20486,0.332774913,2.37436548495,Real
20505,0.332774913,2.39853885857,Real
20526,0.332774913,2.41829282075,Real
205310,0.332774913,2.43944661903,Real
20557,0.332774913,2.45701949176,Real
20575,0.332774913,2.44381248969,Real
20595,0.332774913,2.43059149098,Real
20614,0.332774913,2.44947399739,Real
20649,0.332774913,2.46450116548,Real
20658,0.332774913,2.47693244187,Real
20677,0.332774913,2.49197800162,Real
20696,0.332774913,2.49471384197,Real
20716,0.332774913,2.50488530962,Real
20734,0.332774913,2.49283287425,Real
20768,0.332774913,2.48562631051,Real
20775,0.332774913,2.47362911812,Real
20795,0.332774913,2.48252669322,Real
208110,0.332774913,2.48984530697,Real
20849,0.332774913,2.47824598644,Real
20858,0.332774913,2.48439271182,Real
20878,0.332774913,2.48931513912,Real
20899,0.332774913,2.49802723758,Real
20915,0.332774913,2.50134512967,Real
20945,0.332774913,2.51646880983,Real
20956,0.332774913,2.57168934058,Real
20973,0.332774913,2.57362804826,Real
20994,0.332774913,2.57475560616,Real
21015,0.332774913,2.57514920469,Real
21038,0.332774913,2.62824350027,Real
21054,0.332774913,2.62760242897,Real
21076,0.332774913,2.61726004895,Real
21095,0.332774913,2.62811714018,Real
21115,0.332774913,2.62714587115,Real
21134,0.332774913,2.62563584797,Real
21165,0.332774913,2.63697202167,Real
21174,0.333578007,2.63500235067,Real
21196,0.333578007,2.6325844089,Real
21216,0.333578007,2.66448489497,Real
21245,0.333578007,2.66574371317,Real
21259,0.333578007,2.67435663241,Real
21274,0.333578007,2.66526838438,Real
21295,0.333578007,2.66233073047,Real
21316,0.333578007,2.65904106738,Real
21345,0.333578007,2.65542730256,Real
21355,0.333578007,2.65747707911,Real
21373,0.333578007,2.6534570806,Real
21395,0.333578007,2.64917283911,Real
21416,0.33948347525,2.64797388525,Real
21423,0.333578007,2.6451525354,Real
21436,0.44642231825,2.70424975499,Real
21456,0.44642231825,2.70420421182,Real
21856,0.073272582,2.54363220024,Real
21884,0.073272582,2.5348507222,Real
219015,0.073272582,2.50287630721,Real
21923,0.073272582,2.46691687382,Real
21944,0.073272582,2.43662250408,Real
21969,0.0806672029,2.51974088195,Real
21984,0.0806672029,2.4810344457,Real
21996,0.0872324919,2.46991140281,Real
22014,0.0872324919,2.4690506214,Real
22043,0.1109789559,2.49444074295,Real
22064,0.1246802169,2.46364082152,Real
22078,0.1246802169,2.4533399324,Real
22099,0.1267797219,2.42438058417,Real
22114,0.1277198519,2.41191674268,Real
22144,0.1277198519,2.41348482258,Real
22167,0.1277198519,2.40529063862,Real
22184,0.1277198519,2.37894037986,Real
22207,0.1277198519,2.43984672413,Real
22213,0.1442875289,2.41322673719,Real
22247,0.1442875289,2.42616108946,Real
22265,0.1552238659,2.41229006675,Real
22276,0.1552238659,2.38702180304,Real
22294,0.1552238659,2.42692157485,Real
22316,0.1809987579,2.43384279553,Real
22346,0.1809987579,2.41011321676,Real
22364,0.19944614,2.38629141361,Real
22376,0.19944614,2.39124658928,Real
22404,0.19944614,2.38360000744,Real
22423,0.19944614,2.38451255703,Real
22435,0.228582918,2.47957524539,Real
22469,0.228582918,2.50652203174,Real
22475,0.228582918,2.55739186682,Real
22506,0.228582918,2.57589456444,Real
22528,0.228582918,2.58874153077,Real
22549,0.228582918,2.58471117475,Real
22565,0.228582918,2.59351914109,Real
22586,0.228582918,2.59878800342,Real
22604,0.228582918,2.65149843023,Real
22623,0.228582918,2.6720626928,Real
22634,0.228582918,2.65330524064,Real
22666,0.228582918,2.65129361844,Real
22673,0.228582918,2.68151961487,Real
226910,0.255438222,2.68317608234,Real
22728,0.255438222,2.68271694447,Real
22745,0.255438222,2.68485397941,Real
22764,0.255438222,2.68493139264,Real
22779,0.255438222,2.6832577958,Real
227910,0.255438222,2.68008564226,Real
22814,0.255438222,2.70235374019,Real
22843,0.255438222,2.68789312024,Real
228510,0.255438222,2.68404956523,Real
228713,0.255438222,2.66989425055,Real
22904,0.255438222,2.67117768959,Real
229118,0.255438222,2.67188514698,Real
22946,0.255438222,2.67104958101,Real
22963,0.255438222,2.65802961796,Real
22975,0.255438222,2.67580493801,Real
23003,0.255438222,2.66276085573,Real
23024,0.255438222,2.67692302915,Real
23037,0.255438222,2.66392130076,Real
23065,0.255438222,2.66194509616,Real
23076,0.255438222,2.64919927073,Real
231010,0.255438222,2.64667361327,Real
23114,0.255438222,2.63418986689,Real
23134,0.255438222,2.62158602236,Real
23153,0.255438222,2.62534171386,Real
23188,0.255438222,2.62231391211,Real
232012,0.255438222,2.6185782392,Real
23226,0.255438222,2.60691685048,Real
232414,0.255438222,2.60866879844,Real
23263,0.255438222,2.61267497239,Real
23285,0.279570112,2.60904976646,Real
23293,0.279570112,2.61199553197,Real
23326,0.279570112,2.62374905565,Real
23334,0.279570112,2.61327488145,Real
23353,0.279570112,2.62765329789,Real
23374,0.279570112,2.61718222167,Real
23406,0.279570112,2.61887170725,Real
23414,0.279570112,2.60854190426,Real
23443,0.279570112,2.59812128108,Real
23465,0.279570112,2.58762431744,Real
23475,0.279570112,2.58711222344,Real
23506,0.279570112,2.59000963657,Real
23516,0.279570112,2.59200545386,Real
23544,0.279570112,2.59384008314,Real
23556,0.279570112,2.59133965623,Real
23586,0.279570112,2.60183996725,Real
23594,0.279570112,2.59252099321,Real
236118,0.279570112,2.59392935842,Real
23644,0.279570112,2.58472751106,Real
24047,0.335290872,1.56183739504,Real
240513,0.335290872,1.58261961576,Real
24088,0.335290872,1.54453123018,Real
24096,0.335290872,1.50789817675,Real
24115,0.335290872,1.47273499071,Real
24145,0.335290872,1.43902382353,Real
24157,0.335290872,1.45801124307,Real
24184,0.335290872,1.42669812949,Real
242010,0.335290872,1.46281031245,Real
24217,0.335290872,1.45113592627,Real
24247,0.335290872,1.47653080211,Real
24256,0.335290872,1.4665340166,Real
242710,0.335290872,1.44183621026,Real
24306,0.335290872,1.41783803916,Real
24316,0.335290872,1.43854120343,Real
24336,0.335290872,1.41652655787,Real
24366,0.335290872,1.39507547721,Real
24377,0.335290872,1.4132940792,Real
24404,0.335290872,1.39350207983,Real
24426,0.335290872,1.39213538531,Real
24433,0.335290872,1.46243713662,Real
24453,0.335290872,1.44275344712,Real
24474,0.335290872,1.42353429357,Real
24493,0.335290872,1.40477483966,Real
24525,0.335290872,1.38646831248,Real
24545,0.335290872,1.42802705637,Real
24557,0.335290872,1.47907535247,Real
24576,0.335290872,1.46084050904,Real
24608,0.335290872,1.44302624636,Real
24627,0.335290872,1.48475276005,Real
24634,0.335290872,1.51938599415,Real
24653,0.335290872,1.62882712682,Real
24685,0.335290872,1.61052096828,Real
247014,0.335290872,1.63773304261,Real
24725,0.335290872,1.62014110286,Real
24746,0.335290872,1.6433169909,Real
24767,0.335290872,1.62643491237,Real
24786,0.335290872,1.60986797547,Real
24794,0.335290872,1.59361215704,Real
24815,0.335290872,1.64647426691,Real
24839,0.335290872,1.66631259882,Real
24864,0.335290872,1.68321149881,Real
254410,0.180192861,1.91825163973,Real
25456,0.180192861,1.94380230168,Real
25475,0.180192861,2.02065483046,Real
25497,0.180192861,1.98264981097,Real
25519,0.180192861,1.99714354637,Real
25546,0.180192861,2.07894729837,Real
25565,0.180192861,2.16107278691,Real
25576,0.180192861,2.30957126769,Real
25603,0.180192861,2.27054814008,Real
25614,0.180192861,2.25826350494,Real
25644,0.180192861,2.26565369733,Real
25668,0.180192861,2.28422595828,Real
25676,0.180192861,2.3206894443,Real
25704,0.180192861,2.3435566038,Real
25726,0.180192861,2.32578842337,Real
25749,0.180192861,2.3506107222,Real
25766,0.284840977,2.72661351281,Real
25776,0.38083945301,2.7601164681,Real
25804,0.38083945301,2.75130983168,Real
258220,0.38083945301,2.75450986066,Real
25836,0.38083945301,2.76536782257,Real
25866,0.38083945301,2.75708106342,Real
25876,0.38083945301,2.7649214445,Real
25895,0.38083945301,2.75347606844,Real
25924,0.38083945301,2.74070539888,Real
25937,0.38083945301,2.74675275619,Real
25955,0.335290872,1.74292089423,Real
25967,0.38083945301,2.75247051048,Real
25978,0.42721899314,2.38400979582,Real
25994,0.42721899314,2.38091548204,Real
26026,0.42721899314,2.37120936421,Real
26048,0.42721899314,2.36153104907,Real
260511,0.42721899314,2.35853404528,Real
26075,0.42721899314,2.34897610572,Real
26105,0.42721899314,2.34383518519,Real
26117,0.42721899314,2.3408308188,Real
26135,0.279570112,2.58241962763,Real
26146,0.42721899314,2.33146435771,Real
26164,0.42721899314,2.54453653429,Real
26184,0.42721899314,2.54817136679,Real
26193,0.44642231825,2.70235109001,Real
26205,0.42721899314,2.54412552039,Real
26215,0.38396256312,2.02261567669,Real
26225,0.5146300088,2.66661635566,Real
26247,0.55031467651,2.60487848368,Real
26256,0.27139859766,1.84484978662,Real
26265,0.55031467651,2.60317440348,Real
26276,0.55031467651,2.56434241728,Real
26306,0.55031467651,2.56269428097,Real
26323,0.55031467651,2.5636706112,Real
26334,0.55031467651,2.56500905253,Real
26358,0.55031467651,2.56631081006,Real
267520,0.259034182,2.43484238227,Real
26776,0.259034182,2.44393994537,Real
26794,0.259034182,2.47439457799,Real
26815,0.259034182,2.54997832012,Real
26836,0.259034182,2.51242332732,Real
26864,0.259034182,2.52040704329,Real
26876,0.259034182,2.5115792982,Real
26893,0.259034182,2.52690662041,Real
26927,0.259034182,2.49519899487,Real
26949,0.259034182,2.4621147971,Real
26959,0.259034182,2.46547954246,Real
26977,0.259034182,2.49155279927,Real
270010,0.259034182,2.46182696931,Real
27023,0.259034182,2.47375236842,Real
27035,0.55031467651,2.56757662543,Real
270410,0.259034182,2.473041855,Real
27465,0.177189817,2.17866939877,Real
27473,0.177189817,2.1630133978,Real
275010,0.177189817,2.1360844288,Real
27514,0.177189817,2.2229453071,Real
27543,0.177189817,2.20152686856,Real
27569,0.177189817,2.22941597296,Real
27573,0.177189817,2.20669644642,Real
27595,0.177189817,2.28231667791,Real
276110,0.177189817,2.25905449661,Real
27636,0.177189817,2.23386173904,Real
27666,0.177189817,2.21548751558,Real
27673,0.195336795,2.19199306201,Real
27706,0.195336795,2.16745585994,Real
27715,0.195336795,2.21556750736,Real
27749,0.257341002,2.34183708537,Real
27756,0.257341002,2.32519723666,Real
27776,0.257341002,2.30687398079,Real
278010,0.257341002,2.33900061064,Real
27816,0.257341002,2.31801973933,Real
27838,0.257341002,2.29632172883,Real
27868,0.326523101,2.35757463566,Real
27876,0.326523101,2.46549990217,Real
27895,0.326523101,2.44887707257,Real
27917,0.326523101,2.4872093575,Real
27938,0.326523101,2.50702646734,Real
27963,0.326523101,2.53364985411,Real
27986,0.326523101,2.55912155204,Real
27995,0.326523101,2.57694415405,Real
280113,0.326523101,2.5955403599,Real
28033,0.326523101,2.57735694843,Real
28054,0.326523101,2.59505753565,Real
28075,0.326523101,2.60693381772,Real
28104,0.326523101,2.61425168337,Real
281110,0.326523101,2.61791490611,Real
28134,0.326523101,2.61859824532,Real
28154,0.326523101,2.60820062207,Real
28176,0.326523101,2.60711015816,Real
28196,0.326523101,2.60397467215,Real
28215,0.326523101,2.59911931242,Real
28237,0.326523101,2.58695055933,Real
28256,0.326523101,2.59261787542,Real
28273,0.326523101,2.60718928455,Real
28306,0.326523101,2.60130581005,Real
28328,0.326523101,2.5942806366,Real
28348,0.326523101,2.6001765031,Real
28363,0.326523101,2.59159266145,Real
28379,0.326523101,2.58243411552,Real
28406,0.326523101,2.59333169495,Real
28426,0.326523101,2.58488867909,Real
284411,0.326523101,2.57580724518,Real
284611,0.326523101,2.58440922592,Real
28865,0.267476952,1.16074818151,Real
28886,0.272891942,1.3573622198,Real
28905,0.272891942,1.31607744471,Real
28916,0.272891942,1.27737231501,Real
28945,0.272891942,1.29788203289,Real
28969,0.289320887,1.26264995516,Real
28984,0.289320887,1.22940310319,Real
28995,0.289320887,1.19798162302,Real
29026,0.289320887,1.16824113477,Real
29045,0.289320887,1.14005121396,Real
29065,0.289320887,1.2230533233,Real
29078,0.289320887,1.19603329145,Real
29106,0.289320887,1.17026571565,Real
29126,0.289320887,1.14566646999,Real
291414,0.289320887,1.20919789708,Real
291519,0.289320887,1.18575879942,Real
29175,0.289320887,1.16327413443,Real
292111,0.289320887,1.23663394091,Real
29238,0.289320887,1.19360402305,Real
29266,0.289320887,1.17326849429,Real
29275,0.289320887,1.15366392084,Real
29304,0.289320887,1.13475211709,Real
29326,0.289320887,1.11649734342,Real
29347,0.289320887,1.09886614202,Real
29354,0.289320887,1.08182718045,Real
293711,0.289320887,1.0653511035,Real
29397,0.289320887,1.12218860241,Real
29426,0.289320887,1.10603541735,Real
29438,0.289320887,1.09037701064,Real
29464,0.289320887,1.07519105401,Real
294812,0.289320887,1.0604564856,Real
29495,0.289320887,1.04615343004,Real
29516,0.289320887,1.03226312307,Real
29537,0.289320887,1.09797780099,Real
29555,0.289320887,1.08401885156,Real
29577,0.289320887,1.07043930632,Real
29604,0.289320887,1.1471065247,Real
29628,0.289320887,1.18896737811,Real
29635,0.289320887,1.17504158106,Real
296519,0.289320887,1.21636818024,Real
29673,0.289320887,1.20272898036,Real
29693,0.289320887,1.25964149947,Real
29715,0.289320887,1.24600437758,Real
29747,0.289320887,1.23268010837,Real
29755,0.289320887,1.21965824449,Real
297814,0.289320887,1.20692876323,Real
29804,0.289320887,1.19448204926,Real
29824,0.289320887,1.18230887752,Real
29848,0.289320887,1.17040039664,Real
29859,0.289320887,1.15874811275,Real
29886,0.289320887,1.19308955031,Real
29896,0.289320887,1.18164896588,Real
29913,0.289320887,1.19351212311,Real
299411,0.289320887,1.22371279647,Real
29964,0.289320887,1.316802198,Real
29975,0.289320887,1.30486169591,Real
30004,0.289320887,1.31444942675,Real
30018,0.289320887,1.37259527414,Real
30039,0.301355482,1.36063796175,Real
30067,0.301355482,1.34890141331,Real
30083,0.301355482,1.3373796915,Real
30094,0.301355482,1.32606705314,Real
30117,0.301355482,1.31495794292,Real
30134,0.301355482,1.30404698709,Real
30165,0.301355482,1.29332909363,Real
30185,0.301355482,1.2827990194,Real
30197,0.301355482,1.27245200728,Real
30227,0.301355482,1.26228334984,Real
30233,0.301355482,1.28741447134,Real
30268,0.301355482,1.27743154829,Real
30273,0.301355482,1.32930231547,Real
302911,0.301355482,1.31919990846,Real
30328,0.301355482,1.30926128317,Real
30334,0.301355482,1.33572547919,Real
30355,0.301355482,1.35421123662,Real
30375,0.301355482,1.34445097412,Real
30399,0.301355482,1.3348403553,Real
30418,0.301355482,1.34144289549,Real
30437,0.301355482,1.33205739134,Real
30465,0.301355482,1.32281171373,Real
30487,0.301355482,1.33868912323,Real
30499,0.301355482,1.36010534707,Real
30517,0.301355482,1.35105378015,Real
30537,0.301355482,1.34213009418,Real
30567,0.301355482,1.33333165848,Real
30585,0.301355482,1.32465590781,Real
30594,0.301355482,1.34433297888,Real
30617,0.312937467,1.362482184,Real
30634,0.312937467,1.35398282495,Real
30734,0.312937467,1.37328956532,Real
30765,0.34306765078,1.42654858817,Real
30773,0.34306765078,1.41818205132,Real
30793,0.326523101,2.59061940303,Real
30805,0.34306765078,1.40991924573,Real
