,Animal surface,Animal corpus,Animal secretion,Animal proximal gut,Animal distal gut,Plant surface,Plant corpus,Plant rhizosphere,Soil (non-saline),Sediment (non-saline),Sediment (saline),Surface (non-saline),Surface (saline),Aerosol (non-saline),Water (non-saline),Water (saline),Intertidal (saline),Hypersaline (saline),Sterile water blank,Mock community
f__Dolo_23(73),0.01280441400304414,0.0,0.0045662100456621,0.015655577299412915,0.0,0.015000505314994991,0.025377722958757107,0.20780117859826117,0.41182121578004355,0.11436509129464409,0.00031857279388340236,0.11774632432305775,0.013850837138508371,0.037116764514024785,0.023230440481549878,0.0003451454541556799,0.0,0.0,0.0,0.0
f__Gemmataceae(1930),0.011254745811402308,0.0007232297063903284,0.006944908212153499,0.007088135622576014,0.001122625215889465,0.0005181347150259069,0.009224020292591187,0.19611236134602025,0.42664438302666907,0.1319754729878583,0.014799537319884351,0.08728887408553672,0.017923835351403013,0.013487243525266169,0.06626962340656271,0.00862286937477073,0.0,0.0,0.0,0.0
f__Gaiellaceae(505),0.05465771036225984,0.0014167350801014163,0.012724651692852477,0.002397939584299667,0.000971578036281723,0.021375342334474103,0.014891141969230536,0.12148283424233165,0.3754439613494738,0.0887483477653313,0.019944320949825897,0.1256857554675469,0.023132160014311492,0.05765121181900193,0.07288179383413247,0.006396495696564566,0.0,0.00019801980198019795,0.0,0.0
f__mb2424(73),0.053003670177264164,0.007123287671232878,0.007623166651750914,0.00013698630136986303,0.002513279284316467,0.0010507471980074723,0.0009176955394942295,0.11555470944740284,0.3676673352252611,0.12015554589475787,0.025435252392377965,0.09308578993216385,0.0429390385588803,0.09741247536182315,0.05489100967819168,0.010490010685705403,0.0,0.0,0.0,0.0
f__Mycobacteriaceae(83),0.06200261323759943,0.0012051582894223975,0.01456656942630955,0.016366089584744427,0.042353072745193704,0.01682311062993456,0.03552461591406095,0.10357455220125897,0.2302796783488329,0.03509619975725635,0.06169674253663232,0.06540403261684208,0.018292053104343918,0.08414195521515251,0.17316706494531764,0.03950649144709826,0.0,0.0,0.0,0.0
f__Patulibacteraceae(70),0.15344217687074826,0.000510204081632653,0.0425374149659864,0.025333333333333333,0.006054421768707484,0.015792778649921506,0.09948299319727891,0.07509371580800153,0.25368017696589124,0.03310039167182024,0.0014409400123685837,0.0950344893202036,0.005442176870748299,0.08022691594120167,0.10104679447536591,0.011781076066790352,0.0,0.0,0.0,0.0
f__Isosphaeraceae(329),0.07281378332130968,0.005065856129685917,0.052221926098806624,0.016637950898708984,0.00016886187098953058,0.0,0.026406292340612415,0.16485498567570842,0.34279212204816295,0.0900592308509899,0.022864984198028057,0.059673589270762085,0.017830302567601746,0.03931323080659188,0.07175503825383946,0.017541845668202598,0.0,0.0,0.0,0.0
f__Ellin6075(241),0.06836863913204258,0.02112668498518669,0.016086602968023653,0.00048335043650262486,0.004207150840800954,0.015146347919912354,0.016950177102840455,0.1303469193554841,0.2991964695535317,0.09146742817741729,0.04105276168816563,0.10219080087306968,0.0502219235287447,0.033679602910033975,0.06262274174303277,0.04108126811781461,0.0,0.005771130667396228,0.0,0.0
f__Iamiaceae(36),0.05785616532770234,0.0004480286738351255,0.03722346758176043,0.0,0.013888888888888892,0.005555555555555557,0.005830852967075878,0.1277897206037391,0.35263890679047455,0.07795517316842182,0.032508566097971,0.07822307645287414,0.011537915176460932,0.05014067740013236,0.14619486399406345,0.002208141321044547,0.0,0.0,0.0,0.0
f__[Chthoniobacteraceae](981),0.036726634633931436,0.008617747498990991,0.018183800289543212,0.005934996362960851,0.00408972566963861,0.027003260792325352,0.038379446829232,0.146528857217146,0.29130982507604153,0.07985063185915295,0.03944314525967974,0.09585465120517432,0.04958357984072442,0.028089243623779927,0.1176772541146044,0.012727199727074305,0.0,0.0,0.0,0.0
