SAMPLE_RANK,OBSERVATION_RANK,SAMPLE_ID,OBSERVATION_ID,empo_3,METADATA_NUMERIC_CODE
360,59,1642.MS00532,k__Bacteria;p__Acidobacteria,Plant rhizosphere,3
360,8,1642.MS00532,k__Bacteria;p__WS1,Plant rhizosphere,3
360,33,1642.MS00532,k__Bacteria;p__NC10,Plant rhizosphere,3
360,30,1642.MS00532,k__Bacteria;p__WS4,Plant rhizosphere,3
360,49,1642.MS00532,k__Bacteria;p__WS3,Plant rhizosphere,3
360,16,1642.MS00532,k__Bacteria;p__KSB3,Plant rhizosphere,3
360,23,1642.MS00532,k__Bacteria;p__WS5,Plant rhizosphere,3
360,61,1642.MS00532,unclassified,Plant rhizosphere,3
360,18,1642.MS00532,k__Bacteria;p__TPD-58,Plant rhizosphere,3
360,62,1642.MS00532,k__Bacteria;p__Verrucomicrobia,Plant rhizosphere,3
360,34,1642.MS00532,k__Bacteria;p__NKB19,Plant rhizosphere,3
360,58,1642.MS00532,k__Bacteria;p__Chloroflexi,Plant rhizosphere,3
360,37,1642.MS00532,k__Bacteria;p__OP11,Plant rhizosphere,3
360,67,1642.MS00532,k__Bacteria;p__Proteobacteria,Plant rhizosphere,3
360,31,1642.MS00532,k__Bacteria;p__OP8,Plant rhizosphere,3
360,52,1642.MS00532,k__Bacteria;p__OD1,Plant rhizosphere,3
360,39,1642.MS00532,k__Bacteria;p__GN04,Plant rhizosphere,3
360,47,1642.MS00532,k__Bacteria;p__Elusimicrobia,Plant rhizosphere,3
360,48,1642.MS00532,k__Archaea;p__Euryarchaeota,Plant rhizosphere,3
360,28,1642.MS00532,k__Bacteria;p__SR1,Plant rhizosphere,3
360,65,1642.MS00532,k__Bacteria;p__Actinobacteria,Plant rhizosphere,3
360,42,1642.MS00532,k__Bacteria;p__FCPU426,Plant rhizosphere,3
360,38,1642.MS00532,k__Archaea;p__[Parvarchaeota],Plant rhizosphere,3
360,54,1642.MS00532,k__Bacteria;p__Nitrospirae,Plant rhizosphere,3
223,66,1001.SKM7,k__Bacteria;p__Cyanobacteria,Plant rhizosphere,3
223,56,1001.SKM7,k__Bacteria;p__Armatimonadetes,Plant rhizosphere,3
223,63,1001.SKM7,k__Bacteria;p__Planctomycetes,Plant rhizosphere,3
223,60,1001.SKM7,k__Bacteria;p__Firmicutes,Plant rhizosphere,3
223,64,1001.SKM7,k__Bacteria;p__Bacteroidetes,Plant rhizosphere,3
223,57,1001.SKM7,k__Bacteria;p__Gemmatimonadetes,Plant rhizosphere,3
223,35,1001.SKM7,k__Bacteria;p__BRC1,Plant rhizosphere,3
223,59,1001.SKM7,k__Bacteria;p__Acidobacteria,Plant rhizosphere,3
223,45,1001.SKM7,k__Bacteria;p__TM6,Plant rhizosphere,3
223,61,1001.SKM7,unclassified,Plant rhizosphere,3
223,62,1001.SKM7,k__Bacteria;p__Verrucomicrobia,Plant rhizosphere,3
223,58,1001.SKM7,k__Bacteria;p__Chloroflexi,Plant rhizosphere,3
223,67,1001.SKM7,k__Bacteria;p__Proteobacteria,Plant rhizosphere,3
223,65,1001.SKM7,k__Bacteria;p__Actinobacteria,Plant rhizosphere,3
293,53,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Chlamydiae,Plant rhizosphere,3
293,55,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Archaea;p__Crenarchaeota,Plant rhizosphere,3
293,51,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Chlorobi,Plant rhizosphere,3
293,66,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Cyanobacteria,Plant rhizosphere,3
293,46,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Fibrobacteres,Plant rhizosphere,3
293,56,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Armatimonadetes,Plant rhizosphere,3
293,63,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Planctomycetes,Plant rhizosphere,3
293,60,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Firmicutes,Plant rhizosphere,3
293,64,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Bacteroidetes,Plant rhizosphere,3
293,57,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Gemmatimonadetes,Plant rhizosphere,3
293,44,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Spirochaetes,Plant rhizosphere,3
293,43,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__OP3,Plant rhizosphere,3
293,59,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Acidobacteria,Plant rhizosphere,3
293,49,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__WS3,Plant rhizosphere,3
293,40,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__TM7,Plant rhizosphere,3
293,45,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__TM6,Plant rhizosphere,3
293,61,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,unclassified,Plant rhizosphere,3
293,62,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Verrucomicrobia,Plant rhizosphere,3
293,34,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__NKB19,Plant rhizosphere,3
293,58,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Chloroflexi,Plant rhizosphere,3
293,37,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__OP11,Plant rhizosphere,3
293,36,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__FBP,Plant rhizosphere,3
293,67,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Proteobacteria,Plant rhizosphere,3
293,52,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__OD1,Plant rhizosphere,3
293,39,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__GN04,Plant rhizosphere,3
293,47,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Elusimicrobia,Plant rhizosphere,3
293,48,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Archaea;p__Euryarchaeota,Plant rhizosphere,3
293,65,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Actinobacteria,Plant rhizosphere,3
293,54,2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,k__Bacteria;p__Nitrospirae,Plant rhizosphere,3
158,66,2229.W1.T3.6.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__Cyanobacteria,Plant surface,2
158,46,2229.W1.T3.6.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__Fibrobacteres,Plant surface,2
158,63,2229.W1.T3.6.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__Planctomycetes,Plant surface,2
158,64,2229.W1.T3.6.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__Bacteroidetes,Plant surface,2
158,50,2229.W1.T3.6.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__GN02,Plant surface,2
158,61,2229.W1.T3.6.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,unclassified,Plant surface,2
158,62,2229.W1.T3.6.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__Verrucomicrobia,Plant surface,2
158,67,2229.W1.T3.6.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__Proteobacteria,Plant surface,2
158,65,2229.W1.T3.6.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__Actinobacteria,Plant surface,2
224,55,1001.SKM9,k__Archaea;p__Crenarchaeota,Plant rhizosphere,3
224,63,1001.SKM9,k__Bacteria;p__Planctomycetes,Plant rhizosphere,3
224,60,1001.SKM9,k__Bacteria;p__Firmicutes,Plant rhizosphere,3
224,64,1001.SKM9,k__Bacteria;p__Bacteroidetes,Plant rhizosphere,3
224,57,1001.SKM9,k__Bacteria;p__Gemmatimonadetes,Plant rhizosphere,3
224,35,1001.SKM9,k__Bacteria;p__BRC1,Plant rhizosphere,3
224,59,1001.SKM9,k__Bacteria;p__Acidobacteria,Plant rhizosphere,3
224,61,1001.SKM9,unclassified,Plant rhizosphere,3
224,62,1001.SKM9,k__Bacteria;p__Verrucomicrobia,Plant rhizosphere,3
224,58,1001.SKM9,k__Bacteria;p__Chloroflexi,Plant rhizosphere,3
224,67,1001.SKM9,k__Bacteria;p__Proteobacteria,Plant rhizosphere,3
224,52,1001.SKM9,k__Bacteria;p__OD1,Plant rhizosphere,3
224,65,1001.SKM9,k__Bacteria;p__Actinobacteria,Plant rhizosphere,3
224,54,1001.SKM9,k__Bacteria;p__Nitrospirae,Plant rhizosphere,3
370,53,1642.MS00535,k__Bacteria;p__Chlamydiae,Plant rhizosphere,3
370,55,1642.MS00535,k__Archaea;p__Crenarchaeota,Plant rhizosphere,3
370,51,1642.MS00535,k__Bacteria;p__Chlorobi,Plant rhizosphere,3
370,32,1642.MS00535,k__Bacteria;p__GOUTA4,Plant rhizosphere,3
370,66,1642.MS00535,k__Bacteria;p__Cyanobacteria,Plant rhizosphere,3
370,26,1642.MS00535,k__Bacteria;p__AC1,Plant rhizosphere,3
370,46,1642.MS00535,k__Bacteria;p__Fibrobacteres,Plant rhizosphere,3
370,56,1642.MS00535,k__Bacteria;p__Armatimonadetes,Plant rhizosphere,3
370,63,1642.MS00535,k__Bacteria;p__Planctomycetes,Plant rhizosphere,3
370,60,1642.MS00535,k__Bacteria;p__Firmicutes,Plant rhizosphere,3
370,19,1642.MS00535,k__Bacteria;p__GAL15,Plant rhizosphere,3
370,64,1642.MS00535,k__Bacteria;p__Bacteroidetes,Plant rhizosphere,3
370,57,1642.MS00535,k__Bacteria;p__Gemmatimonadetes,Plant rhizosphere,3
370,35,1642.MS00535,k__Bacteria;p__BRC1,Plant rhizosphere,3
370,50,1642.MS00535,k__Bacteria;p__GN02,Plant rhizosphere,3
370,14,1642.MS00535,k__Bacteria;p__SBR1093,Plant rhizosphere,3
370,44,1642.MS00535,k__Bacteria;p__Spirochaetes,Plant rhizosphere,3
370,43,1642.MS00535,k__Bacteria;p__OP3,Plant rhizosphere,3
370,59,1642.MS00535,k__Bacteria;p__Acidobacteria,Plant rhizosphere,3
370,24,1642.MS00535,k__Bacteria;p__WS2,Plant rhizosphere,3
370,29,1642.MS00535,k__Bacteria;p__Tenericutes,Plant rhizosphere,3
370,33,1642.MS00535,k__Bacteria;p__NC10,Plant rhizosphere,3
370,30,1642.MS00535,k__Bacteria;p__WS4,Plant rhizosphere,3
370,49,1642.MS00535,k__Bacteria;p__WS3,Plant rhizosphere,3
370,21,1642.MS00535,k__Bacteria;p__Lentisphaerae,Plant rhizosphere,3
370,23,1642.MS00535,k__Bacteria;p__WS5,Plant rhizosphere,3
370,45,1642.MS00535,k__Bacteria;p__TM6,Plant rhizosphere,3
370,61,1642.MS00535,unclassified,Plant rhizosphere,3
370,18,1642.MS00535,k__Bacteria;p__TPD-58,Plant rhizosphere,3
370,62,1642.MS00535,k__Bacteria;p__Verrucomicrobia,Plant rhizosphere,3
370,34,1642.MS00535,k__Bacteria;p__NKB19,Plant rhizosphere,3
370,58,1642.MS00535,k__Bacteria;p__Chloroflexi,Plant rhizosphere,3
370,37,1642.MS00535,k__Bacteria;p__OP11,Plant rhizosphere,3
370,67,1642.MS00535,k__Bacteria;p__Proteobacteria,Plant rhizosphere,3
370,31,1642.MS00535,k__Bacteria;p__OP8,Plant rhizosphere,3
370,52,1642.MS00535,k__Bacteria;p__OD1,Plant rhizosphere,3
370,39,1642.MS00535,k__Bacteria;p__GN04,Plant rhizosphere,3
370,47,1642.MS00535,k__Bacteria;p__Elusimicrobia,Plant rhizosphere,3
370,48,1642.MS00535,k__Archaea;p__Euryarchaeota,Plant rhizosphere,3
370,65,1642.MS00535,k__Bacteria;p__Actinobacteria,Plant rhizosphere,3
370,22,1642.MS00535,k__Bacteria;p__MVS-104,Plant rhizosphere,3
370,42,1642.MS00535,k__Bacteria;p__FCPU426,Plant rhizosphere,3
370,38,1642.MS00535,k__Archaea;p__[Parvarchaeota],Plant rhizosphere,3
370,54,1642.MS00535,k__Bacteria;p__Nitrospirae,Plant rhizosphere,3
26,66,2382.SH004.C1.RH.2.609.leav.9.12.lane8.NoIndex.L008.sequences,k__Bacteria;p__Cyanobacteria,Plant corpus,1
26,67,2382.SH004.C1.RH.2.609.leav.9.12.lane8.NoIndex.L008.sequences,k__Bacteria;p__Proteobacteria,Plant corpus,1
281,53,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Chlamydiae,Plant rhizosphere,3
281,55,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Archaea;p__Crenarchaeota,Plant rhizosphere,3
281,51,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Chlorobi,Plant rhizosphere,3
281,66,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Cyanobacteria,Plant rhizosphere,3
281,46,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Fibrobacteres,Plant rhizosphere,3
281,56,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Armatimonadetes,Plant rhizosphere,3
281,63,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Planctomycetes,Plant rhizosphere,3
281,60,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Firmicutes,Plant rhizosphere,3
281,64,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Bacteroidetes,Plant rhizosphere,3
281,57,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Gemmatimonadetes,Plant rhizosphere,3
281,35,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__BRC1,Plant rhizosphere,3
281,44,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Spirochaetes,Plant rhizosphere,3
281,43,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__OP3,Plant rhizosphere,3
281,59,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Acidobacteria,Plant rhizosphere,3
281,49,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__WS3,Plant rhizosphere,3
281,40,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__TM7,Plant rhizosphere,3
281,45,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__TM6,Plant rhizosphere,3
281,61,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,unclassified,Plant rhizosphere,3
281,62,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Verrucomicrobia,Plant rhizosphere,3
281,34,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__NKB19,Plant rhizosphere,3
281,58,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Chloroflexi,Plant rhizosphere,3
281,67,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Proteobacteria,Plant rhizosphere,3
281,47,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Elusimicrobia,Plant rhizosphere,3
281,48,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Archaea;p__Euryarchaeota,Plant rhizosphere,3
281,65,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Actinobacteria,Plant rhizosphere,3
281,38,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Archaea;p__[Parvarchaeota],Plant rhizosphere,3
281,54,2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Nitrospirae,Plant rhizosphere,3
275,53,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Chlamydiae,Plant rhizosphere,3
275,55,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Archaea;p__Crenarchaeota,Plant rhizosphere,3
275,51,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Chlorobi,Plant rhizosphere,3
275,66,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Cyanobacteria,Plant rhizosphere,3
275,46,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Fibrobacteres,Plant rhizosphere,3
275,56,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Armatimonadetes,Plant rhizosphere,3
275,63,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Planctomycetes,Plant rhizosphere,3
275,60,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Firmicutes,Plant rhizosphere,3
275,64,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Bacteroidetes,Plant rhizosphere,3
275,57,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Gemmatimonadetes,Plant rhizosphere,3
275,35,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__BRC1,Plant rhizosphere,3
275,44,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Spirochaetes,Plant rhizosphere,3
275,27,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__AD3,Plant rhizosphere,3
275,43,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__OP3,Plant rhizosphere,3
275,59,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Acidobacteria,Plant rhizosphere,3
275,49,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__WS3,Plant rhizosphere,3
275,45,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__TM6,Plant rhizosphere,3
275,61,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,unclassified,Plant rhizosphere,3
275,62,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Verrucomicrobia,Plant rhizosphere,3
275,58,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Chloroflexi,Plant rhizosphere,3
275,36,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__FBP,Plant rhizosphere,3
275,67,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Proteobacteria,Plant rhizosphere,3
275,47,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Elusimicrobia,Plant rhizosphere,3
275,48,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Archaea;p__Euryarchaeota,Plant rhizosphere,3
275,65,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Actinobacteria,Plant rhizosphere,3
275,54,2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,k__Bacteria;p__Nitrospirae,Plant rhizosphere,3
340,53,1642.MS00414,k__Bacteria;p__Chlamydiae,Plant rhizosphere,3
340,55,1642.MS00414,k__Archaea;p__Crenarchaeota,Plant rhizosphere,3
340,51,1642.MS00414,k__Bacteria;p__Chlorobi,Plant rhizosphere,3
340,32,1642.MS00414,k__Bacteria;p__GOUTA4,Plant rhizosphere,3
340,66,1642.MS00414,k__Bacteria;p__Cyanobacteria,Plant rhizosphere,3
340,26,1642.MS00414,k__Bacteria;p__AC1,Plant rhizosphere,3
340,46,1642.MS00414,k__Bacteria;p__Fibrobacteres,Plant rhizosphere,3
340,56,1642.MS00414,k__Bacteria;p__Armatimonadetes,Plant rhizosphere,3
340,63,1642.MS00414,k__Bacteria;p__Planctomycetes,Plant rhizosphere,3
340,60,1642.MS00414,k__Bacteria;p__Firmicutes,Plant rhizosphere,3
340,64,1642.MS00414,k__Bacteria;p__Bacteroidetes,Plant rhizosphere,3
340,57,1642.MS00414,k__Bacteria;p__Gemmatimonadetes,Plant rhizosphere,3
340,50,1642.MS00414,k__Bacteria;p__GN02,Plant rhizosphere,3
340,44,1642.MS00414,k__Bacteria;p__Spirochaetes,Plant rhizosphere,3
340,43,1642.MS00414,k__Bacteria;p__OP3,Plant rhizosphere,3
340,59,1642.MS00414,k__Bacteria;p__Acidobacteria,Plant rhizosphere,3
340,29,1642.MS00414,k__Bacteria;p__Tenericutes,Plant rhizosphere,3
340,33,1642.MS00414,k__Bacteria;p__NC10,Plant rhizosphere,3
340,30,1642.MS00414,k__Bacteria;p__WS4,Plant rhizosphere,3
340,49,1642.MS00414,k__Bacteria;p__WS3,Plant rhizosphere,3
340,21,1642.MS00414,k__Bacteria;p__Lentisphaerae,Plant rhizosphere,3
340,40,1642.MS00414,k__Bacteria;p__TM7,Plant rhizosphere,3
340,45,1642.MS00414,k__Bacteria;p__TM6,Plant rhizosphere,3
340,61,1642.MS00414,unclassified,Plant rhizosphere,3
340,62,1642.MS00414,k__Bacteria;p__Verrucomicrobia,Plant rhizosphere,3
340,34,1642.MS00414,k__Bacteria;p__NKB19,Plant rhizosphere,3
340,58,1642.MS00414,k__Bacteria;p__Chloroflexi,Plant rhizosphere,3
340,37,1642.MS00414,k__Bacteria;p__OP11,Plant rhizosphere,3
340,67,1642.MS00414,k__Bacteria;p__Proteobacteria,Plant rhizosphere,3
340,31,1642.MS00414,k__Bacteria;p__OP8,Plant rhizosphere,3
340,52,1642.MS00414,k__Bacteria;p__OD1,Plant rhizosphere,3
340,39,1642.MS00414,k__Bacteria;p__GN04,Plant rhizosphere,3
340,47,1642.MS00414,k__Bacteria;p__Elusimicrobia,Plant rhizosphere,3
340,48,1642.MS00414,k__Archaea;p__Euryarchaeota,Plant rhizosphere,3
340,28,1642.MS00414,k__Bacteria;p__SR1,Plant rhizosphere,3
340,65,1642.MS00414,k__Bacteria;p__Actinobacteria,Plant rhizosphere,3
340,42,1642.MS00414,k__Bacteria;p__FCPU426,Plant rhizosphere,3
340,38,1642.MS00414,k__Archaea;p__[Parvarchaeota],Plant rhizosphere,3
340,54,1642.MS00414,k__Bacteria;p__Nitrospirae,Plant rhizosphere,3
100,66,2229.W1.T1.4.HP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__Cyanobacteria,Plant surface,2
100,63,2229.W1.T1.4.HP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__Planctomycetes,Plant surface,2
100,64,2229.W1.T1.4.HP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__Bacteroidetes,Plant surface,2
100,59,2229.W1.T1.4.HP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__Acidobacteria,Plant surface,2
100,61,2229.W1.T1.4.HP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,unclassified,Plant surface,2
100,62,2229.W1.T1.4.HP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__Verrucomicrobia,Plant surface,2
100,67,2229.W1.T1.4.HP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,k__Bacteria;p__Proteobacteria,Plant surface,2
326,53,1642.MS00391,k__Bacteria;p__Chlamydiae,Plant rhizosphere,3
326,55,1642.MS00391,k__Archaea;p__Crenarchaeota,Plant rhizosphere,3
326,51,1642.MS00391,k__Bacteria;p__Chlorobi,Plant rhizosphere,3
326,32,1642.MS00391,k__Bacteria;p__GOUTA4,Plant rhizosphere,3
326,66,1642.MS00391,k__Bacteria;p__Cyanobacteria,Plant rhizosphere,3
326,26,1642.MS00391,k__Bacteria;p__AC1,Plant rhizosphere,3
326,46,1642.MS00391,k__Bacteria;p__Fibrobacteres,Plant rhizosphere,3
326,56,1642.MS00391,k__Bacteria;p__Armatimonadetes,Plant rhizosphere,3
326,63,1642.MS00391,k__Bacteria;p__Planctomycetes,Plant rhizosphere,3
326,60,1642.MS00391,k__Bacteria;p__Firmicutes,Plant rhizosphere,3
326,17,1642.MS00391,k__Bacteria;p__WWE1,Plant rhizosphere,3
326,64,1642.MS00391,k__Bacteria;p__Bacteroidetes,Plant rhizosphere,3
326,57,1642.MS00391,k__Bacteria;p__Gemmatimonadetes,Plant rhizosphere,3
326,50,1642.MS00391,k__Bacteria;p__GN02,Plant rhizosphere,3
326,44,1642.MS00391,k__Bacteria;p__Spirochaetes,Plant rhizosphere,3
326,43,1642.MS00391,k__Bacteria;p__OP3,Plant rhizosphere,3
326,59,1642.MS00391,k__Bacteria;p__Acidobacteria,Plant rhizosphere,3
326,29,1642.MS00391,k__Bacteria;p__Tenericutes,Plant rhizosphere,3
326,33,1642.MS00391,k__Bacteria;p__NC10,Plant rhizosphere,3
326,30,1642.MS00391,k__Bacteria;p__WS4,Plant rhizosphere,3
326,49,1642.MS00391,k__Bacteria;p__WS3,Plant rhizosphere,3
326,23,1642.MS00391,k__Bacteria;p__WS5,Plant rhizosphere,3
326,40,1642.MS00391,k__Bacteria;p__TM7,Plant rhizosphere,3
326,45,1642.MS00391,k__Bacteria;p__TM6,Plant rhizosphere,3
326,61,1642.MS00391,unclassified,Plant rhizosphere,3
326,62,1642.MS00391,k__Bacteria;p__Verrucomicrobia,Plant rhizosphere,3
326,58,1642.MS00391,k__Bacteria;p__Chloroflexi,Plant rhizosphere,3
